id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_04_09_s_1,d_main_04_09_s,Speech,neon,neon,Locale_MainScenario:d_main_04_09_s_1,True,rapi,1,idle,anis,3,void,neon,13,delight,mihara,17,idle,yuni,19,think,CityForest_04,9,13,3.0,ambient_scn_wind
d_main_04_09_s_2,d_main_04_09_s,Speech,neon,neon,Locale_MainScenario:d_main_04_09_s_2,True,,1,idle,,3,void,,13,delight,,17,idle,,19,think,,13,13,1.0,
d_main_04_09_s_3,d_main_04_09_s,Speech,neon,neon,Locale_MainScenario:d_main_04_09_s_3,True,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,13,S_130,1.0,
d_main_04_09_s_4,d_main_04_09_s,Speech,neon,neon,Locale_MainScenario:d_main_04_09_s_4,True,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,S_130,S_130,1.0,
d_main_04_09_s_5,d_main_04_09_s,Speech,neon,neon,Locale_MainScenario:d_main_04_09_s_5,True,,1,idle,,3,void,,13,delight,,17,idle,,19,think,,S_130,S_1300,1.0,
d_main_04_09_s_6,d_main_04_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_s_6,False,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,31,31,1.0,
d_main_04_09_s_7,d_main_04_09_s,Speech,anis,anis,Locale_MainScenario:d_main_04_09_s_7,True,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,31,31,1.0,none
d_main_04_09_s_8,d_main_04_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_s_8,True,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,31,10,1.0,bgm_enemyclose
d_main_04_09_s_9,d_main_04_09_s,Speech,neon,neon,Locale_MainScenario:d_main_04_09_s_9,True,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,10,S_130,1.0,
d_main_04_09_s_10,d_main_04_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_s_10,True,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,S_130,10,1.0,
d_main_04_09_s_11,d_main_04_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_s_11,True,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,10,100,3.0,
d_main_04_09_s_12,d_main_04_09_s,Speech,mihara,mihara,Locale_MainScenario:d_main_04_09_s_12,True,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,1719,1719,1.0,
d_main_04_09_s_13,d_main_04_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_s_13,True,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,10,10,1.0,
d_main_04_09_s_14,d_main_04_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_s_14,True,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,10,10,1.0,
d_main_04_09_s_15,d_main_04_09_s,Speech,anis,anis,Locale_MainScenario:d_main_04_09_s_15,True,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,30,30,1.0,
d_main_04_09_s_16,d_main_04_09_s,Speech,neon,neon,Locale_MainScenario:d_main_04_09_s_16,True,,1,idle,,3,void,,13,no,,17,idle,,19,think,,S_130,S_130,1.0,
d_main_04_09_s_17,d_main_04_09_s,Speech,neon,neon,Locale_MainScenario:d_main_04_09_s_17,True,,1,idle,,3,void,,13,no,,17,idle,,19,think,,S_130,S_1300,1.0,
d_main_04_09_s_18,d_main_04_09_s,Speech,anis,anis,Locale_MainScenario:d_main_04_09_s_18,True,,1,idle,,3,void,,13,no,,17,idle,,19,think,,S_1300,S_1300,1.0,
d_main_04_09_s_19,d_main_04_09_s,Speech,neon,neon,Locale_MainScenario:d_main_04_09_s_19,True,,1,idle,,3,void,,13,delight,,17,idle,,19,think,,S_1300,S_130,1.0,
d_main_04_09_s_20,d_main_04_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_s_20,True,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,10,10,1.0,
d_main_04_09_s_21,d_main_04_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_s_21,True,,1,idle,,3,void,,13,idle,,17,idle,,19,think,,10,100,1.0,
