id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,play_sound,set_camera_shake,set_filter_01,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,characters/4/hide_char_id
d_main_29_05_e_1,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_1,True,liveryn,3,worry,elegg,1,idle,hammering,13,smile,CrystalField_1,2,2,1.0,bgm_chapter29_field_drifting_b,,,,,,,,,,,,,,,
d_main_29_05_e_2,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_2,True,,3,worry,,1,idle,,13,smile,,2,2,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_3,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_3,True,,3,worry,,1,idle,,13,smile,,2,2,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_4,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_4,True,,3,worry,,1,idle,,13,smile,,2,2,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_5,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_5,True,,3,worry,,1,worry,,13,smile,,2,12,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_6,d_main_29_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_e_6,True,,3,worry,,1,worry,,13,smile,,12,12,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_7,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_7,True,,3,worry,,1,worry,,13,smile,,12,2,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_8,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_8,True,,3,worry,,1,worry,,13,smile,,2,2,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_9,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_9,True,,3,pain,,1,worry,,13,smile,,2,2,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_10,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_10,True,,3,pain,,1,worry,,13,smile,,2,2,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_11,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_11,True,,3,pain,,1,think,,13,smile,,2,2,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_12,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_12,True,,3,pain,,1,think,,13,smile,,2,2,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_13,d_main_29_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_e_13,True,,3,pain,,1,think,,13,idle,,130,130,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_14,d_main_29_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_e_14,True,,3,pain,,1,think,,13,idle,,130,130,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_15,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_15,True,,3,pain,,1,think,,13,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_16,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_16,True,,3,pain,,1,think,,13,idle,,30,30,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_17,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_17,True,,3,worry,,1,idle,,13,idle,,30,2,1.0,,,,,,,,,,,,,,,,
d_main_29_05_e_18,d_main_29_05_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_05_e_18,False,,3,worry,,1,idle,,13,worry,,2,17,1.0,none,unknown_grave,17,idle,,,,,,,,,,,,
d_main_29_05_e_19,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_19,False,,3,worry,,1,surprise,,13,worry,,S_10,S_10,1.0,bgm_story_armageddon,,17,idle,,,,,,,,,,,,
d_main_29_05_e_20,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_20,False,,3,worry,,1,surprise,,13,worry,,30,30,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_21,d_main_29_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_e_21,False,,3,worry,,1,surprise,,13,worry,,130,130,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_22,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_22,True,,3,worry,,1,worry,,13,worry,,S_10,1,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_23,d_main_29_05_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_05_e_23,True,,3,worry,,1,worry,,13,worry,,17,17,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_24,d_main_29_05_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_05_e_24,True,,3,worry,,1,worry,,13,worry,,17,17,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_25,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_25,True,,3,worry,,1,worry,,13,worry,,1,1,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_26,d_main_29_05_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_05_e_26,True,,3,worry,,1,worry,,13,worry,,17,17,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_27,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_27,True,,3,worry,,1,worry,,13,worry,,1,1,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_28,d_main_29_05_e,Speech,unknown_grave,unknown_grave,Locale_MainScenario:d_main_29_05_e_28,False,,3,worry,,1,worry,,13,worry,,17,17,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_29,d_main_29_05_e,Speech,hammering,hammering,Locale_MainScenario:d_main_29_05_e_29,True,,3,worry,,1,worry,,13,worry,,12,12,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_30,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_30,True,,3,worry,,1,pain,,13,worry,,12,12,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_31,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_31,True,,3,worry,,1,pain,,13,worry,,12,2,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_32,d_main_29_05_e,Speech,elegg,elegg,Locale_MainScenario:d_main_29_05_e_32,True,,3,worry,,1,pain,,13,worry,,2,2,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_33,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_33,True,,3,worry,,1,pain,,13,worry,,2,30,1.0,,,17,idle,,,,,,,,,,,,
d_main_29_05_e_34,d_main_29_05_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_29_05_e_34,True,,3,worry,,1,pain,,13,worry,,30,30,1.0,,,17,idle,,,,,,,,,,,,
