id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_ex_flowerpark_03_1,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_1,True,FlowerGarden,30,30,1.0,event_bgm_secretgarden,flora,3,idle,bready,1,idle
d_ex_flowerpark_03_2,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_2,True,,30,30,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_3,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_3,True,,30,2,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_4,d_ex_flowerpark_03,Self,flora,,Locale_SuddenStory:d_ex_flowerpark_03_4,False,,2,2,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_5,d_ex_flowerpark_03,Speech,bready,bready,Locale_SuddenStory:d_ex_flowerpark_03_5,True,,2,2,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_6,d_ex_flowerpark_03,Speech,bready,bready,Locale_SuddenStory:d_ex_flowerpark_03_6,True,,2,2,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_7,d_ex_flowerpark_03,Speech,bready,bready,Locale_SuddenStory:d_ex_flowerpark_03_7,True,,2,2,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_8,d_ex_flowerpark_03,Self,bready,,Locale_SuddenStory:d_ex_flowerpark_03_8,False,,2,2,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_9,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_9,True,,2,2,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_10,d_ex_flowerpark_03,Self,flora,,Locale_SuddenStory:d_ex_flowerpark_03_10,False,,2,2,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_11,d_ex_flowerpark_03,Speech,bready,bready,Locale_SuddenStory:d_ex_flowerpark_03_11,True,,2,2,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_12,d_ex_flowerpark_03,Speech,bready,bready,Locale_SuddenStory:d_ex_flowerpark_03_12,True,,2,2,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_13,d_ex_flowerpark_03,Speech,bready,bready,Locale_SuddenStory:d_ex_flowerpark_03_13,True,,2,2,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_14,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_14,True,,2,2,1.0,,,3,delight,,1,idle
d_ex_flowerpark_03_15,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_15,True,,2,2,1.0,,,3,delight,,1,idle
d_ex_flowerpark_03_16,d_ex_flowerpark_03,Monologue,flora,,Locale_SuddenStory:d_ex_flowerpark_03_16,False,,2,2,1.0,,,3,delight,,1,idle
d_ex_flowerpark_03_17,d_ex_flowerpark_03,Self,flora,,Locale_SuddenStory:d_ex_flowerpark_03_17,False,,2,2,1.0,,,3,delight,,1,idle
d_ex_flowerpark_03_18,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_18,True,,2,2,1.0,,,3,delight,,1,idle
d_ex_flowerpark_03_19,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_19,True,,2,2,1.0,,,3,delight,,1,idle
d_ex_flowerpark_03_20,d_ex_flowerpark_03,Speech,bready,bready,Locale_SuddenStory:d_ex_flowerpark_03_20,True,,2,2,1.0,,,3,delight,,1,idle
d_ex_flowerpark_03_21,d_ex_flowerpark_03,Speech,bready,bready,Locale_SuddenStory:d_ex_flowerpark_03_21,True,,2,2,1.0,,,3,delight,,1,idle
d_ex_flowerpark_03_22,d_ex_flowerpark_03,Self,bready,,Locale_SuddenStory:d_ex_flowerpark_03_22,False,,2,2,1.0,,,3,delight,,1,idle
d_ex_flowerpark_03_23,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_23,True,,2,30,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_24,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_24,True,,30,30,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_25,d_ex_flowerpark_03,Self,flora,,Locale_SuddenStory:d_ex_flowerpark_03_25,False,,30,30,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_26,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_26,True,,30,30,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_27,d_ex_flowerpark_03,Monologue,flora,,Locale_SuddenStory:d_ex_flowerpark_03_27,False,,30,30,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_28,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_28,True,,30,30,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_29,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_29,True,,30,30,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_30,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_30,True,,30,30,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_31,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_31,True,,30,30,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_32,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_32,True,,30,30,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_33,d_ex_flowerpark_03,Speech,flora,flora,Locale_SuddenStory:d_ex_flowerpark_03_33,True,,30,30,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_34,d_ex_flowerpark_03,Self,flora,,Locale_SuddenStory:d_ex_flowerpark_03_34,False,,30,30,1.0,,,3,idle,,1,idle
d_ex_flowerpark_03_35,d_ex_flowerpark_03,Speech,bready,bready,Locale_SuddenStory:d_ex_flowerpark_03_35,True,,30,S_10,1.0,,,3,idle,,1,idle
