id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_contents_overspectower_01_1,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_1,True,MachineRoom,1,L_10,1.0,bgm_story_fairytalesend_b,andersen,1,idle
d_contents_overspectower_01_2,d_contents_overspectower_01,Self,andersen,,Locale_SubScenario:d_contents_overspectower_01_2,False,,L_10,L_10,1.0,,,1,idle
d_contents_overspectower_01_3,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_3,True,,L_10,L_10,1.0,,,1,idle
d_contents_overspectower_01_4,d_contents_overspectower_01,Self,andersen,,Locale_SubScenario:d_contents_overspectower_01_4,False,,L_10,L_10,1.0,,,1,idle
d_contents_overspectower_01_5,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_5,True,,L_10,L_10,1.0,,,1,idle
d_contents_overspectower_01_6,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_6,True,,L_10,L_10,1.0,,,1,idle
d_contents_overspectower_01_7,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_7,True,,L_10,L_10,1.0,,,1,idle
d_contents_overspectower_01_8,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_8,True,,L_10,L_10,1.0,,,1,idle
d_contents_overspectower_01_9,d_contents_overspectower_01,Self,andersen,,Locale_SubScenario:d_contents_overspectower_01_9,False,,L_10,L_10,1.0,,,1,idle
d_contents_overspectower_01_10,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_10,True,,L_10,L_100,1.0,,,1,idle
d_contents_overspectower_01_11,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_11,True,,L_100,L_100,1.0,,,1,idle
d_contents_overspectower_01_12,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_12,True,,L_100,L_100,1.0,,,1,idle
d_contents_overspectower_01_13,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_13,True,,L_100,L_100,1.0,,,1,idle
d_contents_overspectower_01_14,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_14,True,,L_100,L_100,1.0,,,1,idle
d_contents_overspectower_01_15,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_15,True,,L_100,L_100,1.0,,,1,idle
d_contents_overspectower_01_16,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_16,True,,L_100,L_10,1.0,,,1,idle
d_contents_overspectower_01_17,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_17,True,,L_10,L_10,1.0,,,1,idle
d_contents_overspectower_01_18,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_18,True,,L_10,L_10,1.0,,,1,idle
d_contents_overspectower_01_19,d_contents_overspectower_01,Self,andersen,,Locale_SubScenario:d_contents_overspectower_01_19,False,,L_10,L_10,1.0,,,1,idle
d_contents_overspectower_01_20,d_contents_overspectower_01,Speech,andersen,andersen,Locale_SubScenario:d_contents_overspectower_01_20,True,,L_10,L_10,1.0,,,1,idle
