id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_24_07_s_1,d_main_24_07_s,Narration,Narration,Locale_MainScenario:d_main_24_07_s_1,False,NikkeCorridor,5,1,2.0,bgm_manifest_b,,,,,,,,,,,,,,
d_main_24_07_s_2,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_2,True,,1,1,1.0,,viper,crow,2,idle,viper,12,angry,,,,,,,
d_main_24_07_s_3,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_3,True,,1,1,1.0,,crow,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_4,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_4,True,,1,1,1.0,,viper,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_5,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_5,True,,1,1,1.0,,crow,,2,smile,,12,angry,,,,,,,
d_main_24_07_s_6,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_6,True,,1,1,1.0,,viper,,2,smile,,12,angry,,,,,,,
d_main_24_07_s_7,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_7,True,,1,1,1.0,,crow,,2,smile,,12,angry,,,,,,,
d_main_24_07_s_8,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_8,False,,1,120,2.0,,viper,,2,smile,,12,angry,,,,,,,
d_main_24_07_s_9,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_9,True,,120,120,1.0,,crow,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_10,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_10,True,,120,120,1.0,,viper,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_11,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_11,True,,120,120,1.0,,crow,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_12,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_12,True,,120,120,1.0,,viper,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_13,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_13,True,,120,20,1.0,,crow,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_14,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_14,True,,20,20,1.0,,crow,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_15,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_15,True,,20,20,1.0,,viper,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_16,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_16,True,,20,20,1.0,,crow,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_17,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_17,True,,20,120,0.5,,viper,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_18,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_18,True,,120,120,1.0,,viper,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_19,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_19,True,,120,1,1.0,,crow,,2,surprise,,12,angry,,,,,,,
d_main_24_07_s_20,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_20,True,,1,1,1.0,,viper,,2,surprise,,12,angry,,,,,,,
d_main_24_07_s_21,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_21,False,,1,1,1.0,,crow,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_22,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_22,True,,1,1,1.0,,crow,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_23,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_23,True,,1,1,1.0,,viper,,2,idle,,12,good,,,,,,,
d_main_24_07_s_24,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_24,True,,1,1,1.0,,crow,,2,idle,,12,good,,,,,,,
d_main_24_07_s_25,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_25,True,,1,1,1.0,,crow,,2,idle,,12,good,,,,,,,
d_main_24_07_s_26,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_26,True,,1,1,1.0,,viper,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_27,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_27,True,,1,1,1.0,,viper,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_28,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_28,False,,1,1,1.0,,crow,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_29,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_29,True,,1,120,2.0,,viper,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_30,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_30,True,,120,120,1.0,,viper,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_31,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_31,True,,120,120,1.0,,viper,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_32,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_32,True,,120,120,1.0,,viper,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_33,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_33,True,,20,20,1.0,,crow,,2,angry,,12,angry,,,,,,,
d_main_24_07_s_34,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_34,True,,120,120,1.0,,viper,,2,angry,,12,angry,,,,,,,
d_main_24_07_s_35,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_35,False,,120,20,2.0,,crow,,2,idle,,12,angry,,,,,,,
d_main_24_07_s_36,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_36,True,,20,20,1.0,,crow,,2,angry,,12,angry,,,,,,,
d_main_24_07_s_37,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_37,True,,20,20,1.0,,crow,,2,angry,,12,angry,,,,,,,
d_main_24_07_s_38,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_38,True,,120,120,1.0,,viper,,2,angry,,12,good,,,,,,,
d_main_24_07_s_39,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_39,True,,120,120,1.0,,viper,,2,idle,,12,good,,,,,,,
d_main_24_07_s_40,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_40,True,,120,120,1.0,,viper,,2,idle,,12,good,,,,,,,
d_main_24_07_s_41,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_41,True,,120,1,1.0,,crow,,2,smile,,12,good,,,,,,,
d_main_24_07_s_42,d_main_24_07_s,Narration,Narration,Locale_MainScenario:d_main_24_07_s_42,False,,1,1,1.0,,,,4,smile,,12,good,crow,viper,,,,,
d_main_24_07_s_43,d_main_24_07_s,Narration,Narration,Locale_MainScenario:d_main_24_07_s_43,False,,1,1,1.0,,,,4,idle,,,,,,,,,,
d_main_24_07_s_44,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_44,True,,1,1,1.0,,crow,crow,2,surprise,viper,12,angry,,,,,,,
d_main_24_07_s_45,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_45,True,,1,1,1.0,,crow,,2,surprise,,12,angry,,,,,,,
d_main_24_07_s_46,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_46,False,,1,1,1.0,,viper,,2,surprise,,12,angry,,,,,,,
d_main_24_07_s_47,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_47,True,,1,1,1.0,,crow,,2,surprise,,12,angry,,,,,,,
d_main_24_07_s_48,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_48,True,,1,1,1.0,,crow,,2,angry,,12,angry,,,,,,,
d_main_24_07_s_49,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_49,True,,1,1,1.0,,viper,,2,angry,,12,angry,,,,,,,
d_main_24_07_s_50,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_50,False,,1,120,2.0,,viper,,2,idle,,12,idle,,,,,,,
d_main_24_07_s_51,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_51,True,,120,120,1.0,,viper,,2,idle,,12,idle,,,,,,,
d_main_24_07_s_52,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_52,True,,120,120,1.0,,viper,,2,idle,,12,idle,,,,,,,
d_main_24_07_s_53,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_53,True,,120,120,1.0,,viper,,2,idle,,12,idle,,,,,,,
d_main_24_07_s_54,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_54,True,,120,120,1.0,,viper,,2,idle,,12,idle,,,,,,,
d_main_24_07_s_55,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_55,True,,120,120,1.0,,viper,,2,idle,,12,idle,,,,,,,
d_main_24_07_s_56,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_56,True,,120,1200,1.0,,viper,,2,idle,,12,shy,,,,,,,
d_main_24_07_s_57,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_57,True,,1200,1200,1.0,,viper,,2,idle,,12,shy,,,,,,,
d_main_24_07_s_58,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_58,False,,1200,120,2.0,,viper,,2,idle,,12,idle,,,,,,,
d_main_24_07_s_59,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_59,True,,120,120,1.0,,viper,,2,idle,,12,idle,,,,,,,
d_main_24_07_s_60,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_60,True,,120,120,1.0,,viper,,2,idle,,12,idle,,,,,,,
d_main_24_07_s_61,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_61,True,,120,120,1.0,,viper,,2,idle,,12,idle,,,,,,,
d_main_24_07_s_62,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_62,False,,20,20,1.0,,crow,,2,angry,,12,idle,,,,,,,
d_main_24_07_s_63,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_63,True,,20,1,1.0,,viper,,2,angry,,12,idle,,,,,,,
d_main_24_07_s_64,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_64,True,,1,1,1.0,,viper,,2,angry,,12,idle,,,,,,,
d_main_24_07_s_65,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_65,True,,1,1,1.0,,viper,,2,angry,,12,delight,,,,,,,
d_main_24_07_s_66,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_66,True,,1,1,1.0,,viper,,2,angry,,12,shy,,,,,,,
d_main_24_07_s_67,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_67,True,,1,1,1.0,,viper,,2,angry,,12,shy,,,,,,,
d_main_24_07_s_68,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_68,True,,1,1,1.0,,crow,,2,idle,,12,idle,,,,,,,
d_main_24_07_s_69,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_69,True,,1,1,1.0,,crow,,2,idle,,12,idle,,,,,,,
d_main_24_07_s_70,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_70,True,,1,1,1.0,,crow,,2,angry,,12,idle,,,,,,,
d_main_24_07_s_71,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_71,True,,1,1,1.0,,crow,,2,angry,,12,idle,,,,,,,
d_main_24_07_s_72,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_72,True,,1,1,1.0,,viper,,2,angry,,12,shy,,,,,,,
d_main_24_07_s_73,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_73,False,,1,1,1.0,,crow,,2,surprise,,12,shy,,,,,,,
d_main_24_07_s_74,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_74,True,,1,1,1.0,,viper,,2,surprise,,12,delight,,,,,,,
d_main_24_07_s_75,d_main_24_07_s,Speech,viper,Locale_MainScenario:d_main_24_07_s_75,True,,1,1,1.0,,viper,,2,surprise,,12,shy,,,,,,,
d_main_24_07_s_76,d_main_24_07_s,Speech,crow,Locale_MainScenario:d_main_24_07_s_76,True,,1,20,0.5,,crow,,2,surprise,,12,idle,,,,,,,
d_main_24_07_s_77,d_main_24_07_s,Narration,Narration,Locale_MainScenario:d_main_24_07_s_77,False,,20,20,1.0,none,,,2,surprise,,12,idle,,,sfx_scn_windowbreak,Low_1,,,
