id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_main_16_03_1,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_1,False,IceLand_03,1,1,1.0,bgm_story_marrybad,,anis,1,worry
d_main_16_03_2,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_2,False,,1,10,2.0,,,,1,sad
d_main_16_03_3,d_main_16_03,Self,anis,Self,Locale_MainScenario:d_main_16_03_3,False,,10,10,1.0,,,,1,sad
d_main_16_03_4,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_4,True,,10,10,1.0,,,,1,worry
d_main_16_03_5,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_5,True,,10,10,1.0,,,,1,angry
d_main_16_03_6,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_6,False,,10,10,2.0,,,,1,angry
d_main_16_03_7,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_7,True,,10,10,1.0,,,,1,sad
d_main_16_03_8,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_8,True,,10,10,1.0,,,,1,angry
d_main_16_03_9,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_9,True,,10,10,1.0,,,,1,angry
d_main_16_03_10,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_10,True,,10,1,2.0,,,,1,sad
d_main_16_03_11,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_11,True,,1,1,1.0,,,,1,angry
d_main_16_03_12,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_12,True,,1,1,1.0,,,,1,angry
d_main_16_03_13,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_13,True,,1,10,1.0,,,,1,sad
d_main_16_03_14,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_14,True,,10,10,1.0,,,,1,pain
d_main_16_03_15,d_main_16_03,Self,anis,Self,Locale_MainScenario:d_main_16_03_15,False,,10,10,1.0,,,,1,pain
d_main_16_03_16,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_16,True,,10,10,1.0,,,,1,worry
d_main_16_03_17,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_17,True,,10,10,1.0,,,,1,worry
d_main_16_03_18,d_main_16_03,Self,anis,Self,Locale_MainScenario:d_main_16_03_18,False,,10,10,1.0,,,,1,worry
d_main_16_03_19,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_19,True,,10,100,2.0,,,,1,angry
d_main_16_03_20,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_20,True,,100,100,1.0,,,,1,angry
d_main_16_03_21,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_21,True,,100,100,1.0,,,,1,angry
d_main_16_03_22,d_main_16_03,Choice,anis,,Locale_MainScenario:d_main_16_03_22,False,,100,100,1.0,,d_main_16_03_24,,1,angry
d_main_16_03_23,d_main_16_03,Choice,anis,,Locale_MainScenario:d_main_16_03_23,False,,100,100,1.0,,d_main_16_03_24,,1,angry
d_main_16_03_24,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_24,True,,100,10,1.0,,,,1,sad
d_main_16_03_25,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_25,True,,10,10,1.0,,,,1,sad
d_main_16_03_26,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_26,True,,10,10,1.0,,,,1,worry
d_main_16_03_27,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_27,True,,10,10,1.0,,,,1,void
d_main_16_03_28,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_28,True,,10,100,2.0,,,,1,void
d_main_16_03_29,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_29,True,,100,100,1.0,,,,1,worry
d_main_16_03_30,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_30,True,,100,100,1.0,,,,1,worry
d_main_16_03_31,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_31,True,,100,100,1.0,,,,1,worry
d_main_16_03_32,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_32,True,,100,100,1.0,,,,1,worry
d_main_16_03_33,d_main_16_03,Speech,anis,anis,Locale_MainScenario:d_main_16_03_33,True,,100,10,2.0,,,,1,pain
