id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_35_09_s_1,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_1,False,rapi_red,3,think,cinderella,1,angry,maxwell,13,idle_02,laplace,15,no,drake,17,idle,Jungle2,2,2,1.0,bgm_story_empathize
d_main_35_09_s_2,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_2,True,,3,think,,1,angry,,13,idle_02,,15,no,,17,idle,,2,2,1.0,
d_main_35_09_s_3,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_3,True,,3,think,,1,angry,,13,idle_02,,15,no,,17,idle,,2,2,1.0,
d_main_35_09_s_4,d_main_35_09_s,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_35_09_s_4,True,,3,think,,1,angry,,13,idle_02,,15,no,,17,idle,,2,2,1.0,
d_main_35_09_s_5,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_5,True,,3,think,,1,angry,,13,idle_02,,15,no,,17,idle,,2,S_10,1.0,
d_main_35_09_s_6,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_6,True,,3,think,,1,angry,,13,idle_02,,15,no,,17,idle,,S_10,S_10,1.0,
d_main_35_09_s_7,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_7,True,,3,think,,1,angry,,13,idle_02,,15,no,,17,idle,,S_10,S_10,1.0,
d_main_35_09_s_8,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_8,True,,3,think,,1,angry,,13,idle_02,,15,no,,17,idle,,S_10,S_10,1.0,
d_main_35_09_s_9,d_main_35_09_s,Speech,maxwell,maxwell,Locale_MainScenario:d_main_35_09_s_9,True,,3,idle,,1,angry,,13,idle_02,,15,no,,17,idle,,S_10,12,1.0,
d_main_35_09_s_10,d_main_35_09_s,Speech,cinderella,cinderella,Locale_MainScenario:d_main_35_09_s_10,True,,3,idle,,1,idle,,13,idle_02,,15,no,,17,idle,,12,12,1.0,
