id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_subquest_1063_1,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_1,True,WasteLand_02,1,1,1.0,bgm_recognition_underworld,neon,3,idle,anis,1,void,rapi,13,idle
d_subquest_1063_2,d_subquest_1063,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1063_2,True,,1,13,2.0,,,3,idle,,1,void,,13,idle
d_subquest_1063_3,d_subquest_1063,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1063_3,True,,13,13,1.0,,,3,idle,,1,void,,13,idle
d_subquest_1063_4,d_subquest_1063,Speech,neon,neon,Locale_SubScenario:d_subquest_1063_4,True,,S_30,S_30,1.0,,,3,idle,,1,idle,,13,idle
d_subquest_1063_5,d_subquest_1063,Self,neon,Self,Locale_SubScenario:d_subquest_1063_5,False,,S_30,S_30,1.0,,,3,idle,,1,idle,,13,idle
d_subquest_1063_6,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_6,True,,S_30,12,1.0,,,3,idle,,1,worry,,13,idle
d_subquest_1063_7,d_subquest_1063,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1063_7,False,,12,12,1.0,,,3,idle,,1,worry,,13,think
d_subquest_1063_8,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_8,True,,12,10,2.0,,,3,idle,,1,void,,13,think
d_subquest_1063_9,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_9,True,,10,10,1.0,,,3,idle,,1,void,,13,think
d_subquest_1063_10,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_10,True,,10,10,1.0,,,3,idle,,1,void,,13,idle
d_subquest_1063_11,d_subquest_1063,Speech,neon,neon,Locale_SubScenario:d_subquest_1063_11,True,,10,2,1.0,,,3,worry,,1,void,,13,idle
d_subquest_1063_12,d_subquest_1063,Speech,neon,neon,Locale_SubScenario:d_subquest_1063_12,True,,2,2,1.0,,,3,worry,,1,void,,13,idle
d_subquest_1063_13,d_subquest_1063,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1063_13,True,,2,13,1.0,,,3,worry,,1,void,,13,idle
d_subquest_1063_14,d_subquest_1063,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1063_14,True,,13,13,1.0,,,3,idle,,1,void,,13,idle
d_subquest_1063_15,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_15,True,,13,12,1.0,,,3,idle,,1,worry,,13,idle
d_subquest_1063_16,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_16,True,,12,12,1.0,,,3,idle,,1,worry,,13,idle
d_subquest_1063_17,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_17,True,,12,12,1.0,,,3,idle,,1,worry,,13,idle
d_subquest_1063_18,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_18,True,,12,10,2.0,,,3,idle,,1,worry,,13,idle
d_subquest_1063_19,d_subquest_1063,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1063_19,True,,10,130,2.0,,,3,idle,,1,worry,,13,think
d_subquest_1063_20,d_subquest_1063,Speech,neon,neon,Locale_SubScenario:d_subquest_1063_20,False,,S_30,S_30,1.0,,,3,surprise,,1,worry,,13,think
d_subquest_1063_21,d_subquest_1063,Speech,neon,neon,Locale_SubScenario:d_subquest_1063_21,True,,S_30,S_30,1.0,,,3,surprise,,1,worry,,13,idle
d_subquest_1063_22,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_22,True,,S_30,10,1.0,,,3,surprise,,1,worry,,13,idle
d_subquest_1063_23,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_23,True,,10,10,1.0,,,3,surprise,,1,worry,,13,idle
d_subquest_1063_24,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_24,True,,10,10,1.0,,,3,idle,,1,worry,,13,idle
d_subquest_1063_25,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_25,True,,10,10,1.0,,,3,idle,,1,worry,,13,idle
d_subquest_1063_26,d_subquest_1063,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1063_26,True,,10,130,2.0,,,3,idle,,1,worry,,13,think
d_subquest_1063_27,d_subquest_1063,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1063_27,True,,130,130,1.0,,,3,idle,,1,idle,,13,think
d_subquest_1063_28,d_subquest_1063,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1063_28,True,,130,130,1.0,,,3,idle,,1,idle,,13,idle
d_subquest_1063_29,d_subquest_1063,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1063_29,True,,130,130,1.0,,,3,idle,,1,idle,,13,idle
d_subquest_1063_30,d_subquest_1063,Self,rapi,Self,Locale_SubScenario:d_subquest_1063_30,False,,130,130,1.0,,,3,idle,,1,idle,,13,idle
d_subquest_1063_31,d_subquest_1063,Narration,rapi,Narration,Locale_SubScenario:d_subquest_1063_31,False,,130,3,2.0,,,3,idle,,1,idle,,13,idle
d_subquest_1063_32,d_subquest_1063,Speech,neon,neon,Locale_SubScenario:d_subquest_1063_32,True,,3,3,1.0,,,3,no,,1,idle,,13,idle
d_subquest_1063_33,d_subquest_1063,Speech,neon,neon,Locale_SubScenario:d_subquest_1063_33,True,,3,S_30,2.0,,,3,no,,1,idle,,13,idle
d_subquest_1063_34,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_34,True,,S_30,10,1.0,,,3,no,,1,worry,,13,idle
d_subquest_1063_35,d_subquest_1063,Speech,anis,anis,Locale_SubScenario:d_subquest_1063_35,True,,10,10,1.0,,,3,no,,1,worry,,13,idle
d_subquest_1063_36,d_subquest_1063,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1063_36,False,,10,12,2.0,,,3,idle,,1,worry,,13,think
d_subquest_1063_37,d_subquest_1063,Self,rapi,Self,Locale_SubScenario:d_subquest_1063_37,False,,12,12,1.0,,,3,idle,,1,worry,,13,think
