id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,conversation_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/0/hide_char_id,set_filter_01,set_filter_02,fade,set_camera_shake
d_main_39_af_05_1,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_1,True,anis,1,sad,dancepracticeroom,100,100,1.0,bgm_story_sogood,,,,,,,,,,,,,,,
d_main_39_af_05_2,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_2,True,,1,sad,,100,10,1.0,,,,,,,,,,,,,,,,
d_main_39_af_05_3,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_3,True,,1,sad,,10,10,1.0,,,,,,,,,,,,,,,,
d_main_39_af_05_4,d_main_39_af_05,Narration,anis,,Locale_MainScenario:d_main_39_af_05_4,False,,1,void,,black,black,1.0,,sfx_scn_dooropen,,,,,,,,,,,,,,
d_main_39_af_05_5,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_5,True,,1,void,,1300,130,1.0,,,noise,13,idle,,,,,,,,,,,
d_main_39_af_05_6,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_6,True,,1,void,,130,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_7,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_7,True,,1,void,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_8,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_8,True,,1,idle,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_9,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_9,True,,1,idle,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_10,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_10,True,,1,idle,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_11,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_11,True,,1,idle,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_12,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_12,True,,1,idle,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_13,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_13,True,,1,idle,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_14,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_14,True,,1,worry,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_15,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_15,True,,1,worry,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_16,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_16,True,,1,void,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_17,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_17,True,,1,idle,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_18,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_18,True,,1,idle,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_19,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_19,True,,1,idle,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_20,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_20,True,,1,idle,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_21,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_21,False,,1,idle,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_22,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_22,True,,1,idle,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_23,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_23,True,,1,worry,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_24,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_24,True,,1,void,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_25,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_25,True,,1,void,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_26,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_26,True,,1,void,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_27,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_27,True,,1,worry,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_28,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_28,True,,1,worry,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_29,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_29,True,,1,worry,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_30,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_30,True,,1,worry,,1300,1300,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_31,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_31,True,,1,void,,100,100,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_32,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_32,True,,1,void,,1300,130,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_33,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_33,False,,1,worry,,130,10,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_34,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_34,True,,1,worry,,10,10,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_35,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_35,True,,1,worry,,10,10,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_36,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_36,True,,1,worry,,10,10,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_37,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_37,True,,1,worry,,10,10,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_38,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_38,True,,1,worry,,10,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_39,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_39,True,,1,worry,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_40,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_40,True,,1,worry,,113,113,1.0,,,,13,idle,,,,,,,,,,,
d_main_39_af_05_41,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_41,True,,1,worry,,113,113,1.0,,,,13,smile,,,,,,,,,,,
d_main_39_af_05_42,d_main_39_af_05,Narration,noise,,Locale_MainScenario:d_main_39_af_05_42,False,,1,worry,,black,black,1.0,,sfx_scn_dooropen,,13,smile,,,,,,,,,,,
d_main_39_af_05_43,d_main_39_af_05,Speech,volume,volume,Locale_MainScenario:d_main_39_af_05_43,True,,1,worry,,S_300,S_30,1.0,,,,13,idle,volume,3,idle,,,,,,,,
d_main_39_af_05_44,d_main_39_af_05,Speech,anis,anis,Locale_MainScenario:d_main_39_af_05_44,True,,1,idle,,S_30,31,1.0,,,,13,idle,,3,idle,,,,,,,,
d_main_39_af_05_45,d_main_39_af_05,Speech,volume,volume,Locale_MainScenario:d_main_39_af_05_45,True,,1,idle,,31,31,1.0,,,,13,idle,,3,idle,,,,,,,,
d_main_39_af_05_46,d_main_39_af_05,Speech,noise,noise,Locale_MainScenario:d_main_39_af_05_46,True,,1,idle,,130,130,1.0,,,,13,idle,,3,idle,,,,,,,,
d_main_39_af_05_47,d_main_39_af_05,Speech,volume,volume,Locale_MainScenario:d_main_39_af_05_47,True,,1,idle,,S_30,S_30,1.0,,,,13,idle,,3,idle,,,,,,,,
d_main_39_af_05_48,d_main_39_af_05,Speech,volume,anis,Locale_MainScenario:d_main_39_af_05_48,False,,1,worry,,S_30,S_30,1.0,,,,13,idle,,3,idle,,,,,,,,
d_main_39_af_05_49,d_main_39_af_05,Speech,volume,volume,Locale_MainScenario:d_main_39_af_05_49,True,,1,worry,,S_30,S_30,1.0,,,,13,idle,,3,idle,,,,,,,,
