id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake
d_main_28_09_s_1,d_main_28_09_s,Speech,hammering,hammering,Locale_MainScenario:d_main_28_09_s_1,True,hammering,7,angry,elegg,5,idle,liveryn,3,worry,anis,1,worry,neon,13,idle,rapi,15,idle,CrystalField_1,6,6,1.0,bgm_destroyingcalamity_b,,
d_main_28_09_s_2,d_main_28_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_09_s_2,True,,7,angry,,5,surprise,,3,worry,,1,worry,,13,idle,,15,idle,,6,6,1.0,,,
d_main_28_09_s_3,d_main_28_09_s,Speech,hammering,hammering,Locale_MainScenario:d_main_28_09_s_3,True,,7,pain,,5,surprise,,3,worry,,1,worry,,13,idle,,15,idle,,6,6,1.0,,,
d_main_28_09_s_4,d_main_28_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_09_s_4,True,,7,pain,,5,surprise,,3,worry,,1,worry,,13,idle,,15,idle,,30,30,1.0,,,
d_main_28_09_s_5,d_main_28_09_s,Speech,anis,anis,Locale_MainScenario:d_main_28_09_s_5,True,,7,pain,,5,pain,,3,worry,,1,angry,,13,idle,,15,idle,,30,2,1.0,,,
d_main_28_09_s_6,d_main_28_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_09_s_6,True,,7,pain,,5,pain,,3,surprise,,1,angry,,13,idle,,15,idle,,2,2,1.0,,,
d_main_28_09_s_7,d_main_28_09_s,Speech,neon,neon,Locale_MainScenario:d_main_28_09_s_7,True,,7,angry,,5,pain,,3,surprise,,1,angry,,13,surprise,,15,idle,,S_130,S_130,1.0,,,
d_main_28_09_s_8,d_main_28_09_s,Speech,neon,neon,Locale_MainScenario:d_main_28_09_s_8,True,,7,angry,,5,pain,,3,surprise,,1,angry,,13,surprise,,15,idle,,S_130,S_130,1.0,,,
d_main_28_09_s_9,d_main_28_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_09_s_9,False,,7,angry,,5,pain,,3,surprise,,1,angry,,13,surprise,,15,idle,,1,30,1.0,,,
d_main_28_09_s_10,d_main_28_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_09_s_10,True,,7,angry,,5,pain,,3,surprise,,1,angry,,13,surprise,,15,idle,,30,30,1.0,,,
d_main_28_09_s_11,d_main_28_09_s,Narration,liveryn,,Locale_MainScenario:d_main_28_09_s_11,False,,7,angry,,5,pain,,3,surprise,,1,angry,,13,idle,,15,idle,,30,30,1.0,,sfx_scn_crystalgrowuplarge,Low_2
d_main_28_09_s_12,d_main_28_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_09_s_12,True,,7,angry,,5,pain,,3,worry,,1,worry,,13,idle,,15,idle,,15,15,1.0,,,
d_main_28_09_s_13,d_main_28_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_09_s_13,True,,7,angry,,5,pain,,3,worry,,1,worry,,13,idle,,15,idle,,15,15,1.0,,,
d_main_28_09_s_14,d_main_28_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_09_s_14,True,,7,angry,,5,pain,,3,worry,,1,worry,,13,idle,,15,idle,,30,30,1.0,,,
d_main_28_09_s_15,d_main_28_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_09_s_15,True,,7,angry,,5,pain,,3,worry,,1,worry,,13,idle,,15,idle,,30,30,1.0,,,
d_main_28_09_s_16,d_main_28_09_s,Speech,hammering,hammering,Locale_MainScenario:d_main_28_09_s_16,True,,7,surprise,,5,pain,,3,worry,,1,worry,,13,idle,,15,idle,,7,7,1.0,,,
d_main_28_09_s_17,d_main_28_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_09_s_17,True,,7,surprise,,5,pain,,3,special,,1,worry,,13,idle,,15,idle,,30,300,0.6,,,
d_main_28_09_s_18,d_main_28_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_09_s_18,True,,7,surprise,,5,think,,3,special,,1,worry,,13,idle,,15,idle,,6,6,1.0,,,
d_main_28_09_s_19,d_main_28_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_09_s_19,True,,7,surprise,,5,think,,3,special,,1,worry,,13,idle,,15,idle,,6,6,1.0,,,
d_main_28_09_s_20,d_main_28_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_09_s_20,True,,7,surprise,,5,think,,3,special,,1,worry,,13,idle,,15,idle,,6,6,1.0,,,
d_main_28_09_s_21,d_main_28_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_09_s_21,True,,7,surprise,,5,think,,3,special,,1,worry,,13,idle,,15,idle,,6,4,1.0,,,
d_main_28_09_s_22,d_main_28_09_s,Self,liveryn,,Locale_MainScenario:d_main_28_09_s_22,False,,7,surprise,,5,think,,3,special,,1,worry,,13,idle,,15,idle,,4,4,1.0,,,
d_main_28_09_s_23,d_main_28_09_s,Self,liveryn,,Locale_MainScenario:d_main_28_09_s_23,False,,7,surprise,,5,think,,3,special,,1,worry,,13,idle,,15,idle,,4,4,1.0,,,
d_main_28_09_s_24,d_main_28_09_s,Self,liveryn,,Locale_MainScenario:d_main_28_09_s_24,False,,7,surprise,,5,think,,3,special,,1,worry,,13,idle,,15,idle,,4,4,1.0,,,
d_main_28_09_s_25,d_main_28_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_09_s_25,True,,7,angry,,5,think,,3,surprise,,1,worry,,13,idle,,15,idle,,4,4,1.0,,,
d_main_28_09_s_26,d_main_28_09_s,Self,liveryn,,Locale_MainScenario:d_main_28_09_s_26,False,,7,angry,,5,think,,3,surprise,,1,worry,,13,idle,,15,idle,,4,4,1.0,,,
d_main_28_09_s_27,d_main_28_09_s,Self,liveryn,,Locale_MainScenario:d_main_28_09_s_27,False,,7,angry,,5,think,,3,surprise,,1,worry,,13,idle,,15,idle,,4,4,1.0,,,
d_main_28_09_s_28,d_main_28_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_09_s_28,True,,7,angry,,5,think,,3,worry,,1,worry,,13,idle,,15,idle,,150,150,1.0,,,
d_main_28_09_s_29,d_main_28_09_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_09_s_29,True,,7,angry,,5,pain,,3,worry,,1,worry,,13,idle,,15,idle,,150,150,1.0,,,
d_main_28_09_s_30,d_main_28_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_09_s_30,True,,7,angry,,5,pain,,3,angry,,1,worry,,13,idle,,15,idle,,30,30,1.0,,,
d_main_28_09_s_31,d_main_28_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_09_s_31,True,,7,angry,,5,pain,,3,angry,,1,worry,,13,idle,,15,idle,,30,30,1.0,,,
d_main_28_09_s_32,d_main_28_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_09_s_32,True,,7,angry,,5,idle,,3,angry,,1,worry,,13,idle,,15,idle,,30,4,1.0,,,
d_main_28_09_s_33,d_main_28_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_09_s_33,True,,7,angry,,5,idle,,3,surprise,,1,worry,,13,idle,,15,idle,,4,4,1.0,,,
d_main_28_09_s_34,d_main_28_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_09_s_34,True,,7,angry,,5,idle,,3,surprise,,1,worry,,13,idle,,15,idle,,4,4,1.0,,,
d_main_28_09_s_35,d_main_28_09_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_09_s_35,False,,7,angry,,5,idle,,3,surprise,,1,worry,,13,idle,,15,idle,,4,4,1.0,,,
d_main_28_09_s_36,d_main_28_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_09_s_36,True,,7,angry,,5,idle,,3,surprise,,1,worry,,13,idle,,15,idle,,4,S_50,1.0,,,
d_main_28_09_s_37,d_main_28_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_09_s_37,True,,7,angry,,5,idle,,3,surprise,,1,worry,,13,idle,,15,idle,,S_50,S_50,1.0,,,
d_main_28_09_s_38,d_main_28_09_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_09_s_38,True,,7,angry,,5,delight,,3,surprise,,1,worry,,13,idle,,15,idle,,S_50,S_500,1.0,,,
d_main_28_09_s_39,d_main_28_09_s,Speech,anis,anis,Locale_MainScenario:d_main_28_09_s_39,True,,7,angry,,5,delight,,3,surprise,,1,no,,13,idle,,15,idle,,10,10,1.0,,,
