id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/hide_char_id,characters/6/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
d_main_21_02_e_1,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_1,True,anis,7,void,neon,5,idle,rapi,3,idle,johan,1,idle,harran,13,idle,isabel,15,idle,noah,17,idle,Desert_05,1,1,1.0,ambient_scn_wind,,,,
d_main_21_02_e_2,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_2,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,
d_main_21_02_e_3,d_main_21_02_e,Self,johan,Self,Locale_MainScenario:d_main_21_02_e_3,False,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,
d_main_21_02_e_4,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_4,False,,7,void,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,1,L_10,1.0,,,,,
d_main_21_02_e_5,d_main_21_02_e,Self,johan,Self,Locale_MainScenario:d_main_21_02_e_5,False,,7,void,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,,,,
d_main_21_02_e_6,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_6,False,,7,void,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,,,,
d_main_21_02_e_7,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_7,True,,7,void,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,L_10,1,1.0,,,,,
d_main_21_02_e_8,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_8,True,,7,void,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,
d_main_21_02_e_9,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_9,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,,
d_main_21_02_e_10,d_main_21_02_e,Speech,neon,neon,Locale_MainScenario:d_main_21_02_e_10,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,,
d_main_21_02_e_11,d_main_21_02_e,Self,neon,Self,Locale_MainScenario:d_main_21_02_e_11,False,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,,
d_main_21_02_e_12,d_main_21_02_e,Self,neon,Self,Locale_MainScenario:d_main_21_02_e_12,False,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,,
d_main_21_02_e_13,d_main_21_02_e,Self,neon,Self,Locale_MainScenario:d_main_21_02_e_13,False,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,,
d_main_21_02_e_14,d_main_21_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_02_e_14,True,,7,void,,5,idle,,3,worry,,1,idle,,13,idle,,15,idle,,17,idle,,75,3,1.0,,,,,
d_main_21_02_e_15,d_main_21_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_02_e_15,False,,7,void,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,3,30,0.2,,,,,
d_main_21_02_e_16,d_main_21_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_02_e_16,True,,7,void,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,
d_main_21_02_e_17,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_17,False,,7,void,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,,,,
d_main_21_02_e_18,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_18,True,,7,angry,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,7,70,0.5,,,,,
d_main_21_02_e_19,d_main_21_02_e,Speech,neon,neon,Locale_MainScenario:d_main_21_02_e_19,True,,7,angry,,5,surprise,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,5,S_50,0.5,,,,,
d_main_21_02_e_20,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_20,True,,7,angry,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,70,700,0.2,,,,,
d_main_21_02_e_21,d_main_21_02_e,Speech,neon,neon,Locale_MainScenario:d_main_21_02_e_21,True,,7,angry,,5,no,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,S_50,S_500,0.2,,,,,
d_main_21_02_e_22,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_22,True,,7,no,,5,no,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,70,70,1.0,,,,,
d_main_21_02_e_23,d_main_21_02_e,Speech,neon,neon,Locale_MainScenario:d_main_21_02_e_23,True,,7,no,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,S_50,S_50,1.0,,,,,
d_main_21_02_e_24,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_24,True,,7,idle,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,bgm_story_herecomestrouble,,,,
d_main_21_02_e_25,d_main_21_02_e,Speech,neon,neon,Locale_MainScenario:d_main_21_02_e_25,True,,7,idle,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,,
d_main_21_02_e_26,d_main_21_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_02_e_26,False,,7,idle,,5,delight,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,
d_main_21_02_e_27,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_27,False,,7,idle,,5,delight,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,,,,
d_main_21_02_e_28,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_28,True,,7,idle,,5,delight,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,70,700,0.5,,,,,
d_main_21_02_e_29,d_main_21_02_e,Speech,neon,neon,Locale_MainScenario:d_main_21_02_e_29,True,,7,idle,,5,delight,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,S_50,S_500,0.5,,,,,
d_main_21_02_e_30,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_30,True,,7,idle,,5,delight,,3,idle,,1,no,,13,idle,,15,idle,,17,idle,,L_10,L_100,0.5,,,,,
d_main_21_02_e_31,d_main_21_02_e,Speech,anis,anis,Locale_MainScenario:d_main_21_02_e_31,False,,7,void,,5,no,,3,idle,,1,no,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,,
d_main_21_02_e_32,d_main_21_02_e,Speech,neon,neon,Locale_MainScenario:d_main_21_02_e_32,False,,7,void,,5,no,,3,idle,,1,no,,13,idle,,15,idle,,17,idle,,75,75,1.0,,,,,
d_main_21_02_e_33,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_33,True,,7,void,,5,no,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,1,1,1.0,,,,,
d_main_21_02_e_34,d_main_21_02_e,Speech,neon,neon,Locale_MainScenario:d_main_21_02_e_34,True,,7,void,,5,delight,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,S_50,S_50,1.0,,,,,
d_main_21_02_e_35,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_35,True,,7,void,,5,delight,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,,,,
d_main_21_02_e_36,d_main_21_02_e,Speech,neon,neon,Locale_MainScenario:d_main_21_02_e_36,True,,7,void,,5,delight,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,S_500,S_500,1.0,,,,,
d_main_21_02_e_37,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_37,True,,7,void,,5,delight,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,L_100,L_100,1.0,,,,,
d_main_21_02_e_38,d_main_21_02_e,Speech,neon,neon,Locale_MainScenario:d_main_21_02_e_38,True,,7,void,,5,void,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,L_100,L_100,1.0,,,,,
d_main_21_02_e_39,d_main_21_02_e,Speech,harran,harran,Locale_MainScenario:d_main_21_02_e_39,True,,7,void,,5,void,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_100,113,1.0,,,,,
d_main_21_02_e_40,d_main_21_02_e,Speech,harran,harran,Locale_MainScenario:d_main_21_02_e_40,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,,,,
d_main_21_02_e_41,d_main_21_02_e,Speech,noah,noah,Locale_MainScenario:d_main_21_02_e_41,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,113,1517,1.0,,,,,
d_main_21_02_e_42,d_main_21_02_e,Speech,isabel,isabel,Locale_MainScenario:d_main_21_02_e_42,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1517,1517,1.0,,,,,
d_main_21_02_e_43,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_43,True,,7,void,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,1517,1,1.0,,,,,
d_main_21_02_e_44,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_44,True,,7,void,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,1,L_10,1.0,none,,,,
d_main_21_02_e_45,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_45,True,,7,void,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,,,,
d_main_21_02_e_46,d_main_21_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_02_e_46,False,,7,void,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,L_10,30,1.0,,,,,
d_main_21_02_e_47,d_main_21_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_02_e_47,True,,7,void,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,bgm_intotheswarm,,,,
d_main_21_02_e_48,d_main_21_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_02_e_48,True,,7,void,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,
d_main_21_02_e_49,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_49,True,,7,void,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,,,,
d_main_21_02_e_50,d_main_21_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_02_e_50,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,
d_main_21_02_e_51,d_main_21_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_02_e_51,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,
d_main_21_02_e_52,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_52,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,,,,
d_main_21_02_e_53,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_53,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,,,,
d_main_21_02_e_54,d_main_21_02_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_02_e_54,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,
d_main_21_02_e_55,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_55,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,,,,
d_main_21_02_e_56,d_main_21_02_e,Speech,johan,johan,Locale_MainScenario:d_main_21_02_e_56,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,L_10,L_10,1.0,,,,,
