id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_40_af_02_1,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_1,True,Corridor,S_30,S_300,0.7,bgm_manifest_b,,,,viper,1,idle,,jackal,3,crazy,,neon,5,idle,,eh,7,idle,,,,,
d_main_40_af_02_2,d_main_40_af_02,Narration,jackal,,Locale_MainScenario:d_main_40_af_02_2,False,,black,black,1.0,,sfx_scn_rapidrun,,,,1,idle,,,3,crazy,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_3,d_main_40_af_02,Narration,jackal,,Locale_MainScenario:d_main_40_af_02_3,False,,black,black,1.0,,sfx_scn_aims,,,,1,idle,,,3,crazy,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_4,d_main_40_af_02,Narration,jackal,,Locale_MainScenario:d_main_40_af_02_4,False,,black,black,1.0,,sfx_scn_heavyjump,,,,1,idle,,,3,crazy,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_5,d_main_40_af_02,Narration,jackal,,Locale_MainScenario:d_main_40_af_02_5,False,,black,black,1.0,,sfx_scn_randomlyfight,,,,1,idle,,,3,crazy,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_6,d_main_40_af_02,Narration,jackal,,Locale_MainScenario:d_main_40_af_02_6,False,,black,black,1.0,,,,,,1,idle,,,3,crazy,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_7,d_main_40_af_02,Narration,jackal,,Locale_MainScenario:d_main_40_af_02_7,False,,black,black,1.0,,,,,,1,idle,,,3,crazy,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_8,d_main_40_af_02,Narration,jackal,,Locale_MainScenario:d_main_40_af_02_8,False,,black,black,1.0,,,,,,1,idle,,,3,crazy,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_9,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_9,True,,S_300,S_30,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_10,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_10,True,,S_30,10,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_11,d_main_40_af_02,Speech,neon,neon,Locale_MainScenario:d_main_40_af_02_11,True,,S_50,S_50,1.0,,,,,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,,,
d_main_40_af_02_12,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_12,True,,S_50,53,1.0,,,,,,1,idle,,,3,crazy,,,5,delight,,,7,idle,,,,,
d_main_40_af_02_13,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_13,True,,53,53,1.0,,,,,,1,idle,,,3,angry,,,5,delight,,,7,idle,,,,,
d_main_40_af_02_14,d_main_40_af_02,Speech,neon,neon,Locale_MainScenario:d_main_40_af_02_14,True,,53,53,1.0,,,,,,1,idle,,,3,angry,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_15,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_15,True,,53,53,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_16,d_main_40_af_02,Speech,neon,neon,Locale_MainScenario:d_main_40_af_02_16,True,,53,53,1.0,,,,,,1,idle,,,3,idle,,,5,surprise,,,7,idle,,,,,
d_main_40_af_02_17,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_17,True,,53,53,1.0,,,,,,1,idle,,,3,crazy,,,5,surprise,,,7,idle,,,,,
d_main_40_af_02_18,d_main_40_af_02,Speech,neon,neon,Locale_MainScenario:d_main_40_af_02_18,True,,53,53,1.0,,,,,,1,idle,,,3,crazy,,,5,delight,,,7,idle,,,,,
d_main_40_af_02_19,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_19,True,,53,7,1.5,,,,,,1,idle,,,3,crazy,,,5,delight,,,7,worry,,,,,
d_main_40_af_02_20,d_main_40_af_02,Narration,eh,,Locale_MainScenario:d_main_40_af_02_20,False,,black,black,1.0,,,,,,1,idle,,,3,crazy,,,5,delight,,,7,worry,,,,,
d_main_40_af_02_21,d_main_40_af_02,Narration,eh,,Locale_MainScenario:d_main_40_af_02_21,False,NikkeCorridor,black,black,1.0,,,,,,1,idle,,,3,crazy,,,5,delight,,,7,worry,,,,,
d_main_40_af_02_22,d_main_40_af_02,Speech,neon,neon,Locale_MainScenario:d_main_40_af_02_22,True,,S_50,S_50,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_23,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_23,True,,10,10,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_24,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_24,True,,10,100,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_25,d_main_40_af_02,Narration,viper,,Locale_MainScenario:d_main_40_af_02_25,False,,black,black,1.0,,sfx_scn_footstepmany,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_26,d_main_40_af_02,Narration,viper,,Locale_MainScenario:d_main_40_af_02_26,False,,black,black,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,
d_main_40_af_02_27,d_main_40_af_02,Narration,viper,,Locale_MainScenario:d_main_40_af_02_27,False,,black,black,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,carlson,13,idle,
d_main_40_af_02_28,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_28,True,,L_1300,L_130,0.5,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,
d_main_40_af_02_29,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_29,True,,L_130,10,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,
d_main_40_af_02_30,d_main_40_af_02,Speech,neon,neon,Locale_MainScenario:d_main_40_af_02_30,True,,S_50,S_50,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,
d_main_40_af_02_31,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_31,True,,S_50,70,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,
d_main_40_af_02_32,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_32,True,,70,70,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,
d_main_40_af_02_33,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_33,True,,70,70,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,
d_main_40_af_02_34,d_main_40_af_02,Speech,neon,neon,Locale_MainScenario:d_main_40_af_02_34,True,,70,75,1.0,,,,,,1,idle,,,3,idle,,,5,worry,,,7,idle,,,13,idle,
d_main_40_af_02_35,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_35,True,,75,75,1.0,,,,,,1,idle,,,3,idle,,,5,worry,,,7,idle,,,13,idle,
d_main_40_af_02_36,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_36,True,,75,75,1.0,,,,,,1,idle,,,3,idle,,,5,worry,,,7,idle,,,13,idle,
d_main_40_af_02_37,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_37,True,,10,10,1.0,,,,,,1,idle,,,3,idle,,,5,worry,,,7,idle,,,13,idle,
d_main_40_af_02_38,d_main_40_af_02,Speech,neon,neon,Locale_MainScenario:d_main_40_af_02_38,False,,S_50,S_50,1.0,,,,,,1,idle,,,3,idle,,,5,worry,,,7,idle,,,13,idle,
d_main_40_af_02_39,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_39,True,,S_50,75,1.0,,,,,,1,idle,,,3,idle,,,5,worry,,,7,idle,,,13,idle,
d_main_40_af_02_40,d_main_40_af_02,Speech,neon,neon,Locale_MainScenario:d_main_40_af_02_40,True,,75,75,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,
d_main_40_af_02_41,d_main_40_af_02,Speech,neon,neon,Locale_MainScenario:d_main_40_af_02_41,True,,75,75,1.0,,,,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,13,idle,
d_main_40_af_02_42,d_main_40_af_02,Narration,neon,,Locale_MainScenario:d_main_40_af_02_42,False,,black,black,1.0,,,,,,1,idle,,,3,idle,,,5,idle,neon,,5,idle,,,13,idle,
d_main_40_af_02_43,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_43,True,,100,100,1.0,,,,,,1,idle,,,3,idle,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_44,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_44,True,,100,10,1.0,,,,,,1,idle,,,3,idle,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_45,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_45,True,,10,31,1.0,,,,,,1,idle,,,3,idle,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_46,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_46,True,,31,31,1.0,,,,,,1,idle,,,3,crazy,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_47,d_main_40_af_02,Narration,jackal,,Locale_MainScenario:d_main_40_af_02_47,False,,31,3,1.0,,,,,,1,idle,,,3,crazy,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_48,d_main_40_af_02,Narration,jackal,,Locale_MainScenario:d_main_40_af_02_48,False,,3,3,1.0,,,,,,1,idle,,,3,crazy,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_49,d_main_40_af_02,Narration,jackal,,Locale_MainScenario:d_main_40_af_02_49,False,,3,3,1.0,,sfx_scn_hugegroundcreak,Low_2,,,1,idle,,,3,crazy,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_50,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_50,True,,3,S_30,1.0,,,,,,1,idle,,,3,shy_01,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_51,d_main_40_af_02,Narration,jackal,,Locale_MainScenario:d_main_40_af_02_51,False,,S_30,S_30,1.0,,,,,,1,idle,,,3,shy_01,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_52,d_main_40_af_02,Narration,jackal,,Locale_MainScenario:d_main_40_af_02_52,False,,S_30,S_30,1.0,,,,,,1,idle,,,3,shy_01,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_53,d_main_40_af_02,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_02_53,True,,S_30,S_30,1.0,,,,,,1,idle,,,3,angry,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_54,d_main_40_af_02,Speech,viper,viper,Locale_MainScenario:d_main_40_af_02_54,True,,S_30,31,1.0,,,,,,1,idle,,,3,angry,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_55,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_55,True,,31,113,1.0,,,,,,1,idle,,,3,angry,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_56,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_56,True,,50,50,1.0,,,,,,1,idle,,,3,angry,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_57,d_main_40_af_02,Narration,eh,,Locale_MainScenario:d_main_40_af_02_57,False,,50,500,0.7,,sfx_scn_whooshfast,,,,1,idle,,,3,angry,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_58,d_main_40_af_02,Narration,eh,,Locale_MainScenario:d_main_40_af_02_58,False,,500,500,1.0,,sfx_scn_electricshock,,,,1,idle,,,3,angry,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_59,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_59,True,,L_1300,L_1300,1.0,,,,,,1,idle,,,3,angry,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_60,d_main_40_af_02,Narration,carlson,,Locale_MainScenario:d_main_40_af_02_60,False,,black,black,1.0,,sfx_scn_fireblindly,,,,1,idle,,,3,angry,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_61,d_main_40_af_02,Narration,carlson,,Locale_MainScenario:d_main_40_af_02_61,False,,black,black,1.0,,,,,,1,idle,,,3,angry,,,,,,,5,idle,,,13,idle,
d_main_40_af_02_62,d_main_40_af_02,Narration,carlson,,Locale_MainScenario:d_main_40_af_02_62,False,,black,black,1.0,,,,,,1,idle,,,3,angry,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_63,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_63,True,,L_1300,L_130,1.0,,,,,,1,idle,,,3,angry,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_64,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_64,True,,L_130,1315,1.0,,,,,,1,idle,,,3,angry,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_65,d_main_40_af_02,Speech,carlson,carlson,Locale_MainScenario:d_main_40_af_02_65,True,,1315,1315,1.0,,,,,,1,idle,,,3,angry,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_66,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_66,False,,1315,1315,1.0,,,,,,1,idle,,,3,angry,,,,,,,15,idle,,,13,idle,
d_main_40_af_02_67,d_main_40_af_02,Speech,eh,eh,Locale_MainScenario:d_main_40_af_02_67,True,,1315,1315,1.0,,,,,,1,idle,,,3,angry,,,,,,,15,idle,,,13,idle,
