id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound
d_subquest_1211_01_1,d_subquest_1211_01,Speech,anis,anis,Locale_SubScenario:d_subquest_1211_01_1,True,rapi,1,idle,anis,13,worry,neon,15,idle,JunkMountain,3,13,2.5,none,,
d_subquest_1211_01_2,d_subquest_1211_01,Speech,neon,neon,Locale_SubScenario:d_subquest_1211_01_2,True,,1,idle,,13,worry,,15,worry,,13,14,1.0,,,
d_subquest_1211_01_3,d_subquest_1211_01,Self,,neon,Locale_SubScenario:d_subquest_1211_01_3,False,,1,idle,,13,worry,,15,worry,,14,14,1.0,,,
d_subquest_1211_01_4,d_subquest_1211_01,Speech,roam,roam,Locale_SubScenario:d_subquest_1211_01_4,True,,1,idle,,13,idle,,15,idle,,14,14,1.0,bgm_story_whosdumber,,
d_subquest_1211_01_5,d_subquest_1211_01,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1211_01_5,True,,1,angry,,13,idle,,15,idle,,14,1,0.5,,,
d_subquest_1211_01_6,d_subquest_1211_01,Speech,roam,roam,Locale_SubScenario:d_subquest_1211_01_6,True,,1,angry,,13,idle,,15,idle,,1,1,1.0,,,
d_subquest_1211_01_7,d_subquest_1211_01,Speech,neon,neon,Locale_SubScenario:d_subquest_1211_01_7,True,,1,angry,,13,idle,,15,idle,,1,15,2.0,,,
d_subquest_1211_01_8,d_subquest_1211_01,Speech,roam,roam,Locale_SubScenario:d_subquest_1211_01_8,True,,1,idle,,13,idle,,15,idle,,15,15,1.0,,,
d_subquest_1211_01_9,d_subquest_1211_01,Self,,,Locale_SubScenario:d_subquest_1211_01_9,False,,1,idle,,13,idle,,15,idle,,15,15,1.0,,,
d_subquest_1211_01_10,d_subquest_1211_01,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1211_01_10,True,,1,idle,,13,idle,,15,idle,,1,1,1.0,,,
d_subquest_1211_01_11,d_subquest_1211_01,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1211_01_11,True,,1,idle,,13,idle,,15,idle,,1,1,1.0,,,
d_subquest_1211_01_12,d_subquest_1211_01,Speech,neon,neon,Locale_SubScenario:d_subquest_1211_01_12,True,,1,idle,,13,idle,,15,no,,S_150,S_150,1.0,,,
d_subquest_1211_01_13,d_subquest_1211_01,Speech,roam,roam,Locale_SubScenario:d_subquest_1211_01_13,True,,1,idle,,13,idle,,15,no,,5,5,1.0,,Low_2,
d_subquest_1211_01_14,d_subquest_1211_01,Speech,roam,roam,Locale_SubScenario:d_subquest_1211_01_14,True,,1,idle,,13,idle,,15,no,,5,500,0.5,,Low_2,
d_subquest_1211_01_15,d_subquest_1211_01,Speech,roam,roam,Locale_SubScenario:d_subquest_1211_01_15,True,,1,idle,,13,idle,,15,no,,500,500,1.0,,Low_2,
d_subquest_1211_01_16,d_subquest_1211_01,Speech,anis,anis,Locale_SubScenario:d_subquest_1211_01_16,True,,1,idle,,13,no,,15,idle,,500,500,1.0,,,
d_subquest_1211_01_17,d_subquest_1211_01,Speech,roam,roam,Locale_SubScenario:d_subquest_1211_01_17,True,,1,idle,,13,no,,15,idle,,500,500,1.0,,Low_2,
d_subquest_1211_01_18,d_subquest_1211_01,Speech,anis,anis,Locale_SubScenario:d_subquest_1211_01_18,True,,1,idle,,13,worry,,15,idle,,130,130,1.0,,,
d_subquest_1211_01_19,d_subquest_1211_01,Speech,neon,neon,Locale_SubScenario:d_subquest_1211_01_19,True,,1,idle,,13,worry,,15,surprise,,130,S_150,0.5,,,
d_subquest_1211_01_20,d_subquest_1211_01,Speech,anis,anis,Locale_SubScenario:d_subquest_1211_01_20,True,,1,idle,,13,angry,,15,surprise,,S_150,130,0.5,,,
d_subquest_1211_01_21,d_subquest_1211_01,Narration,,,Locale_SubScenario:d_subquest_1211_01_21,False,,1,idle,,13,angry,,15,surprise,,black,black,1.0,,Low_2,sfx_scn_earthquake
d_subquest_1211_01_22,d_subquest_1211_01,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1211_01_22,True,,1,angry,,13,idle,,15,idle,,1,1,1.0,,,
d_subquest_1211_01_23,d_subquest_1211_01,Speech,roam,roam,Locale_SubScenario:d_subquest_1211_01_23,False,,1,angry,,13,idle,,15,idle,,1,5,0.5,,Low_2,
d_subquest_1211_01_24,d_subquest_1211_01,Speech,anis,anis,Locale_SubScenario:d_subquest_1211_01_24,True,,1,idle,,13,no,,15,idle,,5,12,2.0,,,
d_subquest_1211_01_25,d_subquest_1211_01,Speech,anis,anis,Locale_SubScenario:d_subquest_1211_01_25,True,,1,idle,,13,no,,15,idle,,12,12,1.0,,,
d_subquest_1211_01_26,d_subquest_1211_01,Speech,anis,anis,Locale_SubScenario:d_subquest_1211_01_26,True,,1,idle,,13,delight,,15,idle,,12,130,1.0,,,
