id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,jump_target,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_28_af_02_1,d_main_28_af_02,Narration,Locale_MainScenario:d_main_28_af_02_1,False,CountryVillage_d,13,13,1.0,none,,,,,,,,,,,,,,,,,,,,,,,,,
d_main_28_af_02_2,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_2,True,,13,S_130,1.0,bgm_chapter29_field_drifting,fragile,fragile,fragile,13,idle,trony,15,idle,drilley,1,idle,anis,3,void,neon,5,idle,rapi,7,idle,,,,,
d_main_28_af_02_3,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_3,True,,S_130,S_130,1.0,,fragile,fragile,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_4,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_4,True,,S_130,S_130,1.0,,fragile,fragile,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_5,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_5,True,,S_130,S_130,1.0,,fragile,fragile,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_6,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_6,True,,S_130,150,1.0,,trony,trony,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_7,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_7,True,,150,150,1.0,,trony,trony,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_8,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_8,True,,150,150,1.0,,trony,trony,,13,idle,,15,think,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_9,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_9,True,,150,150,1.0,,trony,trony,,13,idle,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_10,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_10,True,,150,150,1.0,,trony,trony,,13,idle,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_11,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_11,False,,4,4,1.0,,anis,anis,,13,idle,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_12,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_12,False,,4,4,1.0,,neon,neon,,13,idle,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_13,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_13,True,,14,14,1.0,,fragile,fragile,,13,shy,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_14,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_14,True,,14,14,1.0,,fragile,fragile,,13,shy,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_15,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_15,True,,14,14,1.0,,trony,trony,,13,shy,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_16,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_16,True,,14,14,1.0,,trony,trony,,13,shy,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_17,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_17,True,,14,14,1.0,,trony,trony,,13,shy,,15,no,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_18,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_18,True,,14,150,1.0,,trony,trony,,13,shy,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_19,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_19,True,,150,150,1.0,,trony,trony,,13,shy,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_20,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_20,True,,4,4,1.0,,anis,anis,,13,idle,,15,sad,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_21,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_21,True,,4,4,1.0,,neon,neon,,13,idle,,15,sad,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_22,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_22,True,,4,2,1.0,,anis,anis,,13,idle,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_23,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_23,False,,2,2,1.0,,drilley,drilley,,13,idle,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_24,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_24,True,,150,150,1.0,,trony,trony,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_25,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_25,True,,150,150,1.0,,trony,trony,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_26,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_26,False,,30,30,1.0,,anis,anis,,13,idle,,15,idle,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_27,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_27,True,,150,15,1.0,,trony,trony,,13,idle,,15,idle,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_28,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_28,True,,15,15,1.0,,trony,trony,,13,idle,,15,idle,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_29,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_29,True,,15,15,1.0,,trony,trony,,13,idle,,15,idle,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_30,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_30,True,,S_50,S_50,1.0,,neon,neon,,13,idle,,15,idle,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_31,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_31,True,,15,15,1.0,,trony,trony,,13,idle,,15,idle,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_32,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_32,True,,S_50,S_50,1.0,,neon,neon,,13,idle,,15,idle,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_33,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_33,False,,15,15,1.0,,trony,trony,,13,idle,,15,sad,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_34,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_34,True,,15,15,1.0,,trony,trony,,13,idle,,15,no,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_35,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_35,True,,15,15,1.0,,trony,trony,,13,idle,,15,no,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_36,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_36,True,,15,150,1.5,none,trony,trony,,13,idle,,15,sad,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_37,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_37,True,,150,150,1.0,bgm_story_whosdumber,trony,trony,,13,idle,,15,sad,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_38,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_38,True,,150,14,1.0,,fragile,fragile,,13,idle,,15,sad,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_39,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_39,True,,14,14,1.0,,fragile,fragile,,13,idle,,15,sad,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_40,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_40,True,,14,14,1.0,,fragile,fragile,,13,shy,,15,sad,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_41,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_41,True,,14,14,1.0,,fragile,fragile,,13,shy,,15,sad,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_42,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_42,False,,14,14,1.0,,trony,trony,,13,shy,,15,surprise2,,1,idle,,3,worry,,5,idle,,7,idle,,,,,
d_main_28_af_02_43,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_43,True,,70,70,1.0,,rapi,rapi,,13,shy,,15,surprise2,,1,idle,,3,worry,,5,idle,,7,think,,,,,
d_main_28_af_02_44,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_44,True,,14,14,1.0,,fragile,fragile,,13,shy,,15,surprise2,,1,idle,,3,worry,,5,idle,,7,think,,,,,
d_main_28_af_02_45,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_45,True,,14,14,1.0,,fragile,fragile,,13,shy,,15,surprise2,,1,idle,,3,worry,,5,idle,,7,think,,,,,
d_main_28_af_02_46,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_46,True,,14,14,1.0,,fragile,fragile,,13,shy,,15,surprise2,,1,idle,,3,worry,,5,idle,,7,think,,,,,
d_main_28_af_02_47,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_47,True,,30,30,1.0,,anis,anis,,13,shy,,15,surprise2,,1,idle,,3,no,,5,idle,,7,idle,,,,,
d_main_28_af_02_48,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_48,True,,14,14,1.0,,trony,trony,,13,shy,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_49,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_49,True,,14,14,1.0,,trony,trony,,13,shy,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_50,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_50,True,,14,14,1.0,,trony,trony,,13,shy,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_51,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_51,True,,14,14,1.0,,trony,trony,,13,shy,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_52,d_main_28_af_02,Choice,Locale_MainScenario:d_main_28_af_02_52,False,,14,14,1.0,,trony,,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,d_main_28_af_02_54,,,,
d_main_28_af_02_53,d_main_28_af_02,Choice,Locale_MainScenario:d_main_28_af_02_53,False,,14,14,1.0,,trony,,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,d_main_28_af_02_54,,,,
d_main_28_af_02_54,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_54,True,,14,150,1.0,,trony,trony,,13,idle,,15,idle,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_55,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_55,False,,150,150,1.0,,trony,trony,,13,idle,,15,think,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_56,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_56,False,,150,15,1.0,,trony,trony,,13,idle,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_57,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_57,True,,30,30,1.0,,anis,anis,,13,idle,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_58,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_58,True,,15,15,1.0,,trony,trony,,13,idle,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_59,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_59,False,,15,15,1.0,,trony,trony,,13,idle,,15,sad,,1,idle,,3,void,,5,idle,,7,idle,,,,,
d_main_28_af_02_60,d_main_28_af_02,Speech,Locale_MainScenario:d_main_28_af_02_60,True,,15,15,1.0,,trony,trony,,13,idle,,15,think,,1,idle,,3,void,,5,idle,,7,idle,,,,,
