id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,characters/5/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id
d_main_40_af_04_1,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_1,True,neon,1,idle,eh,13,idle,viper,15,idle,jackal,3,idle,OuterRim,1300,130,1.0,bgm_story_eh,,,,,,,,,,,,,,,
d_main_40_af_04_2,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_2,True,,1,idle,,13,idle,,15,idle,,3,idle,,130,113,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_3,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_3,True,,1,idle,,13,idle,,15,idle,,3,idle,,113,113,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_4,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_4,True,,1,idle,,13,idle,,15,idle,,3,idle,,113,113,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_5,d_main_40_af_04,Speech,viper,viper,Locale_MainScenario:d_main_40_af_04_5,True,,1,idle,,13,idle,,15,idle,,3,idle,,113,15,1.5,,,,,,,,,,,,,,,,
d_main_40_af_04_6,d_main_40_af_04,Speech,viper,viper,Locale_MainScenario:d_main_40_af_04_6,True,,1,idle,,13,idle,,15,idle,,3,idle,,15,150,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_7,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_7,True,,1,idle,,13,idle,,15,idle,,3,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_8,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_8,True,,1,idle,,13,idle,,15,idle,,3,idle,,S_10,130,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_9,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_9,True,,1,idle,,13,idle,,15,idle,,3,idle,,130,130,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_10,d_main_40_af_04,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_04_10,True,,1,idle,,13,idle,,15,idle,,3,crazy,,S_30,S_30,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_11,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_11,True,,1,surprise,,13,idle,,15,idle,,3,crazy,,S_30,31,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_12,d_main_40_af_04,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_04_12,True,,1,surprise,,13,idle,,15,idle,,3,crazy,,31,31,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_13,d_main_40_af_04,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_04_13,True,,1,surprise,,13,idle,,15,idle,,3,crazy,,31,31,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_14,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_14,True,,1,delight,,13,idle,,15,idle,,3,crazy,,31,31,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_15,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_15,True,,1,idle,,13,idle,,15,idle,,3,idle,,S_100,S_100,1.0,,Vignetting,black,,,,,,,,,,,,,
d_main_40_af_04_16,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_16,True,,1,idle,,13,idle,,15,idle,,3,idle,,S_100,1300,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_17,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_17,True,,1,idle,,13,idle,,15,idle,,3,idle,,1300,130,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_18,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_18,True,,1,idle,,13,idle,,15,idle,,3,idle,,130,113,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_19,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_19,True,,1,idle,,13,idle,,15,idle,,3,idle,,113,113,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_20,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_20,True,,1,idle,,13,idle,,15,idle,,3,idle,,113,113,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_21,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_21,True,,1,idle,,13,pain,,15,idle,,3,idle,,113,113,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_22,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_22,False,,1,idle,,13,pain,,15,idle,,3,idle,,113,113,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_23,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_23,True,,1,idle,,13,idle,,15,idle,,3,idle,,113,113,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_24,d_main_40_af_04,Narration,eh,,Locale_MainScenario:d_main_40_af_04_24,False,,1,idle,,13,idle,,15,idle,,3,idle,,black,black,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_25,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_25,False,,1,idle,,13,idle,,15,idle,,3,idle,,S_100,S_10,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_26,d_main_40_af_04,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_04_26,True,,1,idle,,13,idle,,15,idle,,3,idle,,S_10,31,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_27,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_27,True,,1,idle,,13,idle,,15,idle,,3,idle,,31,31,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_28,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_28,True,,1,worry,,13,idle,,15,idle,,3,idle,,31,31,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_29,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_29,True,,1,worry,,13,idle,,15,idle,,3,idle,,31,31,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_30,d_main_40_af_04,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_04_30,False,,1,worry,,13,idle,,15,idle,,3,no,,31,31,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_31,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_31,True,,1,idle,,13,idle,,15,idle,,3,no,,31,31,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_32,d_main_40_af_04,Narration,neon,,Locale_MainScenario:d_main_40_af_04_32,False,,1,idle,,13,idle,,15,idle,,3,idle,,black,black,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_33,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_33,True,,1,idle,,13,idle,,15,idle,,3,idle,,1300,1300,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_34,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_34,True,,1,idle,,13,idle,,15,idle,,3,idle,,1300,1300,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_35,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_35,True,,1,idle,,13,idle,,15,idle,,3,idle,,1300,1300,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_36,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_36,True,,1,idle,,13,idle,,15,idle,,3,idle,,1300,1300,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_37,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_37,True,,1,idle,,13,idle,,15,idle,,3,idle,,1300,130,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_38,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_38,True,,1,idle,,13,idle,,15,idle,,3,idle,,130,113,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_39,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_39,True,,1,idle,,13,idle,,15,idle,,3,idle,,113,113,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_40,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_40,True,,1,idle,,13,idle,,15,idle,,3,idle,,113,113,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_41,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_41,True,,1,idle,,13,idle,,15,idle,,3,idle,,113,113,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_42,d_main_40_af_04,Speech,viper,viper,Locale_MainScenario:d_main_40_af_04_42,True,,1,idle,,13,idle,,15,angry,,3,idle,,113,15,1.5,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_43,d_main_40_af_04,Speech,viper,viper,Locale_MainScenario:d_main_40_af_04_43,True,,1,idle,,13,idle,,15,angry,,3,idle,,15,15,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_44,d_main_40_af_04,Speech,viper,viper,Locale_MainScenario:d_main_40_af_04_44,True,,1,idle,,13,idle,,15,angry,,3,idle,,15,15,1.0,,Vignetting,,,,,,,,,,,,,,
d_main_40_af_04_45,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_45,True,,1,idle,,13,idle,,15,angry,,3,idle,,15,1315,1.0,,Vignetting,,mrsmiss,5,no,,,,,,,,,,
d_main_40_af_04_46,d_main_40_af_04,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_04_46,True,,1,idle,,13,idle,,15,angry,,3,idle,,50,50,1.0,,Vignetting,,,5,no,,,,,,,,,,
d_main_40_af_04_47,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_47,True,,1,idle,,13,idle,,15,angry,,3,idle,,130,130,1.0,,Vignetting,,,5,no,,,,,,,,,,
d_main_40_af_04_48,d_main_40_af_04,Narration,eh,,Locale_MainScenario:d_main_40_af_04_48,False,,3,idle,,13,idle,,15,angry,,17,idle,ElevatorOut,black,black,1.0,,Vignetting,black,,5,no,,,,,,,,,,
d_main_40_af_04_49,d_main_40_af_04,Narration,eh,,Locale_MainScenario:d_main_40_af_04_49,False,,3,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,5,no,,,,,,,,,,
d_main_40_af_04_50,d_main_40_af_04,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_04_50,True,,3,idle,,13,idle,,15,idle,,17,idle,,500,50,1.0,,,,,5,no,,,,,,,,,,
d_main_40_af_04_51,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_51,True,,3,idle,,13,idle,,15,idle,,17,idle,,50,53,1.0,,,,,5,no,,,,,,,,,,
d_main_40_af_04_52,d_main_40_af_04,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_04_52,False,,3,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,,5,no,,,,,,,,,,
d_main_40_af_04_53,d_main_40_af_04,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_04_53,True,,3,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,,5,idle,,,,,,,,,,
d_main_40_af_04_54,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_54,True,,3,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,,5,idle,,,,,,,,,,
d_main_40_af_04_55,d_main_40_af_04,Speech,jackal,jackal,Locale_MainScenario:d_main_40_af_04_55,True,,3,idle,,13,idle,,15,idle,,17,idle,,S_1700,S_170,1.0,,,,,5,idle,,,,,,,,,,
d_main_40_af_04_56,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_56,True,,3,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,5,idle,,,,,,,,,,
d_main_40_af_04_57,d_main_40_af_04,Narration,eh,,Locale_MainScenario:d_main_40_af_04_57,False,,3,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,5,idle,,,,,,,,,,
d_main_40_af_04_58,d_main_40_af_04,Narration,eh,,Locale_MainScenario:d_main_40_af_04_58,False,,3,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,3,idle,liveryn,9,worry,sfx_scn_liftdooropen,,,,,,
d_main_40_af_04_59,d_main_40_af_04,Narration,eh,,Locale_MainScenario:d_main_40_af_04_59,False,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,3,idle,,9,worry,,,,,,,
d_main_40_af_04_60,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_60,True,,1,idle,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,3,idle,,9,worry,,,,,,,
d_main_40_af_04_61,d_main_40_af_04,Speech,liveryn,eh,Locale_MainScenario:d_main_40_af_04_61,False,,1,idle,,13,idle,,15,idle,,17,idle,,90,900,1.0,,,,,3,idle,,9,worry,,,,,,,
d_main_40_af_04_62,d_main_40_af_04,Narration,liveryn,,Locale_MainScenario:d_main_40_af_04_62,False,,1,idle,,13,idle,,15,idle,,17,idle,,900,900,1.0,,,,,3,idle,,9,worry,,,,,,,
d_main_40_af_04_63,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_63,True,,1,idle,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,3,idle,,9,worry,,liveryn,,,,,
d_main_40_af_04_64,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_64,True,,1,idle,,13,idle,,15,idle,,17,idle,,S_10,113,1.0,,,,,3,idle,,,,,,,,,,
d_main_40_af_04_65,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_65,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,,,,3,idle,,,,,,,,,,
d_main_40_af_04_66,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_66,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,,,,3,idle,,,,,,,,,,
d_main_40_af_04_67,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_67,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,,,,3,idle,,,,,,,,,,
d_main_40_af_04_68,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_68,True,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,,,,3,idle,,,,,,,,,,
d_main_40_af_04_69,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_69,False,,1,idle,,13,idle,,15,idle,,17,idle,,113,1,1.0,,,,,3,idle,,,,,,,,,,
d_main_40_af_04_70,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_70,True,,1,idle,,13,idle,,15,idle,,17,idle,,1,S_10,1.0,,,,,3,idle,,,,,,,,,,
d_main_40_af_04_71,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_71,True,,1,idle,,13,idle,,15,idle,,17,idle,,S_10,S_10,1.0,,,,,3,idle,,,,,,,,,,
d_main_40_af_04_72,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_72,True,,1,idle,,13,idle,,15,idle,,17,idle,,S_10,130,1.0,,,,,3,idle,,,,,,,,,,
d_main_40_af_04_73,d_main_40_af_04,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_04_73,True,,1,idle,,13,idle,,15,idle,,17,idle,,300,30,1.0,,,,,3,no,,,,,,,,,,
d_main_40_af_04_74,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_74,True,,1,idle,,13,idle,,15,idle,,17,idle,,30,S_10,1.0,,,,,3,no,,,,,,,,,,
d_main_40_af_04_75,d_main_40_af_04,Speech,viper,viper,Locale_MainScenario:d_main_40_af_04_75,True,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,,3,no,,,,,,,,,,
d_main_40_af_04_76,d_main_40_af_04,Speech,mrsmiss,mrsmiss,Locale_MainScenario:d_main_40_af_04_76,True,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,3,no,,,,,,,,,,
d_main_40_af_04_77,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_77,True,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,3,no,,,,,,,,,,
d_main_40_af_04_78,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_78,True,,1,idle,,13,idle,,15,idle,,17,idle,,130,113,1.0,none,,,,3,no,,,,,,,,,,
d_main_40_af_04_79,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_79,True,,1,idle,,13,idle,,15,idle,,17,idle,OuterRim,113,113,1.0,,,black,,3,no,,,,,,viper,jackal,mrsmiss,,
d_main_40_af_04_80,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_80,True,,1,delight,,13,idle,,,,,,,,113,113,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_81,d_main_40_af_04,Speech,eh,eh,Locale_MainScenario:d_main_40_af_04_81,True,,1,delight,,13,idle,,,,,,,,113,113,1.0,,,,,,,,,,,,,,,,
d_main_40_af_04_82,d_main_40_af_04,Speech,neon,neon,Locale_MainScenario:d_main_40_af_04_82,True,,1,delight,,13,idle,,,,,,,,113,113,1.0,,,,,,,,,,,,,,,,
