id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_ex_redash_01_1_1,d_ex_redash_01_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_01_1_1,False,Hospital,black,black,1.0,none,,,,redhood,3,surprise_02,rapunzel_o,5,idle
d_ex_redash_01_1_2,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_2,True,,4,4,1.0,bgm_recognition_underworld,redhood,,,,3,surprise_02,,5,idle
d_ex_redash_01_1_3,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_3,True,,4,4,1.0,,rapunzel_o,,,,3,surprise_02,,5,idle
d_ex_redash_01_1_4,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_4,True,,4,4,1.0,,rapunzel_o,,,,3,surprise_02,,5,idle
d_ex_redash_01_1_5,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_5,True,,4,4,1.0,,rapunzel_o,,,,3,surprise_02,,5,idle
d_ex_redash_01_1_6,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_6,True,,4,3,1.0,,redhood,,,,3,angry,,5,idle
d_ex_redash_01_1_7,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_7,True,,3,3,1.0,,redhood,,,,3,go,,5,idle
d_ex_redash_01_1_8,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_8,True,,3,3,1.0,,redhood,,,,3,go,,5,idle
d_ex_redash_01_1_9,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_9,True,,3,30,1.0,,redhood,,,,3,angry,,5,idle
d_ex_redash_01_1_10,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_10,True,,30,30,1.0,,redhood,,,,3,go,,5,idle
d_ex_redash_01_1_11,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_11,True,,30,30,1.0,,rapunzel_o,,,,3,go,,5,idle
d_ex_redash_01_1_12,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_12,True,,30,3,1.0,,redhood,,,,3,sad_02,,5,idle
d_ex_redash_01_1_13,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_13,True,,3,3,1.0,,redhood,,,,3,sad_02,,5,idle
d_ex_redash_01_1_14,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_14,True,,3,4,1.0,,rapunzel_o,,,,3,sad_02,,5,no
d_ex_redash_01_1_15,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_15,True,,4,4,1.0,,redhood,,,,3,go,,5,no
d_ex_redash_01_1_16,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_16,True,,4,4,1.0,,redhood,,,,3,go,,5,no
d_ex_redash_01_1_17,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_17,True,,4,4,1.0,,redhood,,,,3,go,,5,no
d_ex_redash_01_1_18,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_18,True,,4,4,1.0,,rapunzel_o,,,,3,go,,5,idle
d_ex_redash_01_1_19,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_19,True,,4,4,1.0,,rapunzel_o,,,,3,angry,,5,idle
d_ex_redash_01_1_20,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_20,True,,3,30,0.5,,redhood,,,,3,angry,,5,idle
d_ex_redash_01_1_21,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_21,True,,30,L_50,1.0,,rapunzel_o,,,,3,angry,,5,no
d_ex_redash_01_1_22,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_22,True,,L_50,L_50,1.0,,rapunzel_o,,,,3,angry,,5,no
d_ex_redash_01_1_23,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_23,True,,4,4,1.0,,redhood,,,,3,go,,5,no
d_ex_redash_01_1_24,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_24,True,,4,4,1.0,,rapunzel_o,,,,3,go,,5,angry
d_ex_redash_01_1_25,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_25,True,,4,4,1.0,,rapunzel_o,,,,3,go,,5,angry
d_ex_redash_01_1_26,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_26,True,,4,4,1.0,,redhood,,,,3,surprise_02,,5,angry
d_ex_redash_01_1_27,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_27,True,,4,5,1.0,,rapunzel_o,,,,3,surprise_02,,5,no
d_ex_redash_01_1_28,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_28,True,,5,5,1.0,,rapunzel_o,,,,3,surprise_02,,5,no
d_ex_redash_01_1_29,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_29,True,,5,5,1.0,,rapunzel_o,,,,3,surprise_02,,5,no
d_ex_redash_01_1_30,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_30,True,,5,5,1.0,,redhood,,,,3,sad_02,,5,no
d_ex_redash_01_1_31,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_31,True,,5,L_50,1.0,,rapunzel_o,,,,3,sad_02,,5,angry
d_ex_redash_01_1_32,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_32,True,,L_50,L_50,1.0,,rapunzel_o,,,,3,sad_02,,5,angry
d_ex_redash_01_1_33,d_ex_redash_01_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_1_33,True,,L_50,L_50,1.0,,rapunzel_o,,,,3,sad_02,,5,angry
d_ex_redash_01_1_34,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_34,True,,L_50,30,1.0,,redhood,,,,3,angry,,5,angry
d_ex_redash_01_1_35,d_ex_redash_01_1,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_1_35,True,,30,30,1.0,,redhood,,,,3,angry,,5,angry
