id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_main_20_06_s_1,d_main_20_06_s,Speech,johan,johan,Locale_MainScenario:d_main_20_06_s_1,False,Desert_04,L_20,L_20,1.0,bgm_story_exiter,johan,2,think,,,
d_main_20_06_s_2,d_main_20_06_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_06_s_2,True,,L_20,1,1.0,,,2,think,dorothy,12,worry_02
d_main_20_06_s_3,d_main_20_06_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_06_s_3,True,,1,1,1.0,,,2,think,,12,worry_02
d_main_20_06_s_4,d_main_20_06_s,Speech,johan,johan,Locale_MainScenario:d_main_20_06_s_4,True,,1,1,1.0,,,2,idle,,12,worry_02
d_main_20_06_s_5,d_main_20_06_s,Speech,johan,johan,Locale_MainScenario:d_main_20_06_s_5,True,,1,1,1.0,,,2,idle,,12,worry_02
d_main_20_06_s_6,d_main_20_06_s,Speech,johan,johan,Locale_MainScenario:d_main_20_06_s_6,True,,1,1,1.0,,,2,idle,,12,worry_02
d_main_20_06_s_7,d_main_20_06_s,Speech,johan,johan,Locale_MainScenario:d_main_20_06_s_7,True,,1,1,1.0,,,2,idle,,12,worry_02
d_main_20_06_s_8,d_main_20_06_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_06_s_8,True,,1,1,1.0,,,2,idle,,12,idle_alt
d_main_20_06_s_9,d_main_20_06_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_06_s_9,True,,1,1,1.0,,,2,idle,,12,idle_alt
d_main_20_06_s_10,d_main_20_06_s,Speech,johan,johan,Locale_MainScenario:d_main_20_06_s_10,True,,1,1,1.0,,,2,surprise,,12,idle_alt
d_main_20_06_s_11,d_main_20_06_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_06_s_11,True,,1,120,2.0,,,2,surprise,,12,think_02
d_main_20_06_s_12,d_main_20_06_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_06_s_12,True,,120,120,1.0,,,2,idle,,12,think_02
d_main_20_06_s_13,d_main_20_06_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_06_s_13,True,,120,120,1.0,,,2,idle,,12,think_02
d_main_20_06_s_14,d_main_20_06_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_06_s_14,True,,120,120,1.0,,,2,idle,,12,think_02
d_main_20_06_s_15,d_main_20_06_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_06_s_15,True,,120,1200,2.0,,,2,idle,,12,think_02
d_main_20_06_s_16,d_main_20_06_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_06_s_16,True,,1200,1200,1.0,,,2,idle,,12,think_02
d_main_20_06_s_17,d_main_20_06_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_06_s_17,True,,1200,1200,1.0,,,2,idle,,12,worry_02
d_main_20_06_s_18,d_main_20_06_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_06_s_18,True,,1200,1200,1.0,,,2,idle,,12,worry_02
d_main_20_06_s_19,d_main_20_06_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_20_06_s_19,True,,1200,1200,1.0,,,2,idle,,12,worry_02
