id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_09af_04_1,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_1,True,CommanderRoom,S_10,S_10,0.5,bgm_story_sunnycarnival,novel,1,think,neon,3,idle,anis,5,idle,rapi,7,idle
d_main_09af_04_2,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_2,True,,S_10,S_10,1.0,,,1,think,,3,idle,,5,idle,,7,idle
d_main_09af_04_3,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_3,True,,S_10,S_100,1.0,,,1,think,,3,idle,,5,idle,,7,idle
d_main_09af_04_4,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_4,True,,S_100,S_100,1.0,,,1,think,,3,idle,,5,idle,,7,idle
d_main_09af_04_5,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_5,True,,S_100,S_100,1.0,,,1,think,,3,idle,,5,idle,,7,idle
d_main_09af_04_6,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_6,True,,S_100,S_10,1.0,,,1,think,,3,idle,,5,idle,,7,idle
d_main_09af_04_7,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_7,True,,S_10,S_10,1.0,,,1,think,,3,idle,,5,idle,,7,idle
d_main_09af_04_8,d_main_09af_04,Speech,anis,anis,Locale_MainScenario:d_main_09af_04_8,True,,S_10,50,1.0,,,1,think,,3,idle,,5,no,,7,idle
d_main_09af_04_9,d_main_09af_04,Speech,neon,neon,Locale_MainScenario:d_main_09af_04_9,True,,50,S_30,1.0,,,1,think,,3,no,,5,no,,7,idle
d_main_09af_04_10,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_10,False,,S_30,S_10,1.0,,,1,pain,,3,no,,5,no,,7,idle
d_main_09af_04_11,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_11,True,,S_10,S_10,1.0,,,1,pain,,3,no,,5,no,,7,idle
d_main_09af_04_12,d_main_09af_04,Self,,,Locale_MainScenario:d_main_09af_04_12,False,,S_10,S_10,1.0,,,1,pain,,3,no,,5,no,,7,idle
d_main_09af_04_13,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_13,True,,S_10,S_100,0.5,,,1,idle,,3,no,,5,no,,7,idle
d_main_09af_04_14,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_14,True,,S_100,S_100,1.0,,,1,idle,,3,no,,5,no,,7,idle
d_main_09af_04_15,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_15,True,,S_100,S_100,1.0,,,1,idle,,3,no,,5,no,,7,idle
d_main_09af_04_16,d_main_09af_04,Speech,anis,anis,Locale_MainScenario:d_main_09af_04_16,False,,500,500,1.0,,,1,idle,,3,no,,5,no,,7,idle
d_main_09af_04_17,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_17,True,,S_10,S_10,1.0,none,,1,think,,3,no,,5,no,,7,idle
d_main_09af_04_18,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_18,True,,S_10,S_10,1.0,,,1,think,,3,idle,,5,idle,,7,idle
d_main_09af_04_19,d_main_09af_04,Speech,novel,novel,Locale_MainScenario:d_main_09af_04_19,True,,S_10,S_10,1.0,,,1,think,,3,idle,,5,idle,,7,idle
