id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_main_22_08_1,d_main_22_08,Narration,Locale_MainScenario:d_main_22_08_1,False,Backstreet,black,black,1.0,bgm_mystery,,,moran,1,angry,jin,13,idle
d_main_22_08_2,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_2,True,,1,10,1.0,,moran,moran,,1,angry,,13,idle
d_main_22_08_3,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_3,True,,10,10,1.0,,moran,moran,,1,worry,,13,idle
d_main_22_08_4,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_4,True,,10,113,1.0,,jin,jin,,1,worry,,13,idle
d_main_22_08_5,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_5,True,,113,113,1.0,,jin,jin,,1,worry,,13,idle
d_main_22_08_6,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_6,True,,113,113,1.0,,moran,moran,,1,think,,13,idle
d_main_22_08_7,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_7,True,,113,113,1.0,,moran,moran,,1,think,,13,idle
d_main_22_08_8,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_8,True,,113,113,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_9,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_9,True,,113,113,1.0,,moran,moran,,1,think,,13,idle
d_main_22_08_10,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_10,True,,113,113,1.0,,moran,moran,,1,think,,13,idle
d_main_22_08_11,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_11,True,,113,113,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_12,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_12,True,,113,113,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_13,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_13,True,,113,113,1.0,,moran,moran,,1,think,,13,idle
d_main_22_08_14,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_14,True,,113,13,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_15,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_15,True,,13,L_130,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_16,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_16,True,,L_130,L_130,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_17,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_17,True,,L_130,L_130,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_18,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_18,True,,L_130,L_130,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_19,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_19,True,,10,10,1.0,,moran,moran,,1,think,,13,idle
d_main_22_08_20,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_20,True,,L_130,L_130,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_21,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_21,True,,L_130,L_130,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_22,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_22,True,,10,10,1.0,,moran,moran,,1,think,,13,idle
d_main_22_08_23,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_23,True,,10,10,1.0,,moran,moran,,1,think,,13,idle
d_main_22_08_24,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_24,True,,10,L_130,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_25,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_25,True,,L_130,L_130,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_26,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_26,True,,L_130,L_130,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_27,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_27,True,,L_130,L_130,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_28,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_28,True,,L_130,113,1.0,,moran,moran,,1,think,,13,idle
d_main_22_08_29,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_29,True,,113,113,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_30,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_30,True,,113,113,1.0,,moran,moran,,1,think,,13,idle
d_main_22_08_31,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_31,True,,113,113,1.0,,jin,jin,,1,think,,13,idle
d_main_22_08_32,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_32,True,,113,113,1.0,,moran,moran,,1,angry,,13,idle
d_main_22_08_33,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_33,True,,113,113,1.0,,jin,jin,,1,angry,,13,idle
d_main_22_08_34,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_34,True,,113,113,1.0,,moran,moran,,1,angry,,13,idle
d_main_22_08_35,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_35,True,,113,113,1.0,,jin,jin,,1,angry,,13,idle
d_main_22_08_36,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_36,True,,113,113,1.0,,jin,jin,,1,angry,,13,idle
d_main_22_08_37,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_37,True,,10,10,1.0,,moran,moran,,1,angry,,13,idle
d_main_22_08_38,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_38,True,,L_130,L_130,1.0,,jin,jin,,1,angry,,13,idle
d_main_22_08_39,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_39,True,,L_130,L_130,1.0,,jin,jin,,1,angry,,13,idle
d_main_22_08_40,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_40,False,,10,10,1.0,,moran,moran,,1,angry,,13,idle
d_main_22_08_41,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_41,True,,10,10,1.0,,moran,moran,,1,angry,,13,idle
d_main_22_08_42,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_42,True,,10,10,1.0,,moran,moran,,1,angry,,13,idle
d_main_22_08_43,d_main_22_08,Speech,Locale_MainScenario:d_main_22_08_43,True,,10,10,1.0,,jin,jin,,1,angry,,13,idle
