id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_subquest_1281_s_1,d_subquest_1281_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1281_s_1,True,neon,4,idle,anis,1,no,rapi,13,idle,WasteLand_03,1,100,2.0,bgm_story_shopperholic
d_subquest_1281_s_2,d_subquest_1281_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1281_s_2,True,,4,angry,,1,no,,13,idle,,100,4,1.0,
d_subquest_1281_s_3,d_subquest_1281_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1281_s_3,True,,4,angry,,1,no,,13,idle,,4,4,1.0,
d_subquest_1281_s_4,d_subquest_1281_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1281_s_4,True,,4,angry,,1,worry,,13,idle,,4,1,2.0,
d_subquest_1281_s_5,d_subquest_1281_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1281_s_5,True,,4,angry,,1,worry,,13,idle,,1,1,1.0,
d_subquest_1281_s_6,d_subquest_1281_s,Self,anis,Self,Locale_SubScenario:d_subquest_1281_s_6,False,,4,angry,,1,worry,,13,idle,,1,1,1.0,
d_subquest_1281_s_7,d_subquest_1281_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1281_s_7,True,,4,idle,,1,void,,13,idle,,1,10,2.0,
d_subquest_1281_s_8,d_subquest_1281_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1281_s_8,True,,4,idle,,1,void,,13,idle,,10,10,1.0,
d_subquest_1281_s_9,d_subquest_1281_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1281_s_9,True,,4,idle,,1,idle,,13,idle,,10,10,1.0,
d_subquest_1281_s_10,d_subquest_1281_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1281_s_10,False,,4,idle,,1,idle,,13,idle,,10,10,1.0,
d_subquest_1281_s_11,d_subquest_1281_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1281_s_11,False,,4,no,,1,idle,,13,idle,,10,S_40,2.0,
d_subquest_1281_s_12,d_subquest_1281_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1281_s_12,True,,4,no,,1,idle,,13,idle,,S_40,S_40,1.0,
d_subquest_1281_s_13,d_subquest_1281_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1281_s_13,True,,4,no,,1,worry,,13,idle,,10,10,1.0,
d_subquest_1281_s_14,d_subquest_1281_s,Self,anis,Self,Locale_SubScenario:d_subquest_1281_s_14,False,,4,no,,1,worry,,13,idle,,10,10,1.0,
d_subquest_1281_s_15,d_subquest_1281_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1281_s_15,True,,4,idle,,1,worry,,13,idle,,10,13,0.5,
d_subquest_1281_s_16,d_subquest_1281_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1281_s_16,True,,4,idle,,1,idle,,13,idle,,13,13,1.0,
d_subquest_1281_s_17,d_subquest_1281_s,Self,rapi,Self,Locale_SubScenario:d_subquest_1281_s_17,False,,4,idle,,1,idle,,13,idle,,13,13,1.0,
d_subquest_1281_s_18,d_subquest_1281_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1281_s_18,True,,4,idle,,1,idle,,13,idle,,13,13,1.0,
