id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_main_07_04_1,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_1,True,IceLand_01,1,1,1.0,bgm_belowzero_b,snowwhite,1,idle
d_main_07_04_2,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_2,True,,1,10,1.0,,,1,idle
d_main_07_04_3,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_3,False,,10,10,1.0,,,1,idle
d_main_07_04_4,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_4,True,,10,10,1.0,,,1,idle
d_main_07_04_5,d_main_07_04,Self,snowwhite,Self,Locale_MainScenario:d_main_07_04_5,True,,10,10,1.0,,,1,idle
d_main_07_04_6,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_6,True,,10,1,1.0,,,1,idle
d_main_07_04_7,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_7,True,,1,1,1.0,,,1,idle
d_main_07_04_8,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_8,True,,1,1,1.0,,,1,pain
d_main_07_04_9,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_9,True,,1,100,2.0,,,1,pain
d_main_07_04_10,d_main_07_04,Self,snowwhite,Self,Locale_MainScenario:d_main_07_04_10,True,,100,100,1.0,,,1,pain
d_main_07_04_11,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_11,True,,100,10,1.0,,,1,idle
d_main_07_04_12,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_12,True,,10,10,1.0,,,1,idle
d_main_07_04_13,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_13,True,,10,10,1.0,,,1,idle
d_main_07_04_14,d_main_07_04,Narration,snowwhite,Narration,Locale_MainScenario:d_main_07_04_14,True,,10,100,1.0,,,1,idle
d_main_07_04_15,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_15,True,,100,100,1.0,,,1,idle
d_main_07_04_16,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_16,True,,100,100,1.0,,,1,idle
d_main_07_04_17,d_main_07_04,Self,snowwhite,Self,Locale_MainScenario:d_main_07_04_17,True,,100,100,1.0,,,1,idle
d_main_07_04_18,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_18,False,,100,10,1.0,,,1,idle
d_main_07_04_19,d_main_07_04,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_04_19,True,,10,10,1.0,,,1,idle
