id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_39_af_02_1,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_1,True,OuterRim,300,300,1.0,bgm_story_eh,neon,1,idle,eh,3,idle,viper,13,idle,jackal,15,idle
d_main_39_af_02_2,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_2,True,,300,30,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_3,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_3,True,,30,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_4,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_4,False,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_5,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_5,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_6,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_6,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_7,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_7,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_8,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_8,True,,130,130,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_9,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_9,False,,30,30,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_10,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_10,True,,30,S_10,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_11,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_11,True,,S_10,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_12,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_12,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_13,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_13,False,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_14,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_14,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_15,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_15,False,,300,300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_16,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_16,False,,1300,1300,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_17,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_17,True,,S_100,S_10,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_18,d_main_39_af_02,Speech,viper,viper,Locale_MainScenario:d_main_39_af_02_18,True,,S_10,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_19,d_main_39_af_02,Speech,neon,neon,Locale_MainScenario:d_main_39_af_02_19,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_20,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_20,True,,113,31,1.5,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_21,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_21,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_22,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_22,True,,31,3,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_23,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_23,False,,3,3,1.0,,,1,idle,,3,idle,,13,idle,,15,idle
d_main_39_af_02_24,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_24,True,,3,30,1.0,,,1,idle,,3,pain,,13,idle,,15,idle
d_main_39_af_02_25,d_main_39_af_02,Speech,eh,viper,Locale_MainScenario:d_main_39_af_02_25,False,,30,30,1.0,,,1,idle,,3,pain,,13,idle,,15,idle
d_main_39_af_02_26,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_26,True,,30,300,1.0,,,1,idle,,3,pain,,13,idle,,15,idle
d_main_39_af_02_27,d_main_39_af_02,Speech,eh,eh,Locale_MainScenario:d_main_39_af_02_27,True,,300,300,1.0,,,1,idle,,3,pain,,13,idle,,15,idle
