id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,set_filter_01,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,set_filter_02,fade,jump_target,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_13_08_e_1,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_1,True,modenia,3,idle,rapi,1,idle,anis,13,void,neon,15,idle,Desert_02,3,3,1.0,bgm_disaster,,,,,,,,,,,,,,,,,,
d_main_13_08_e_2,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_2,True,,3,idle,,1,idle,,13,void,,15,idle,,3,3,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_3,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_3,True,,3,idle,,1,idle,,13,void,,15,idle,,3,3,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_4,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_4,True,,3,idle,,1,idle,,13,void,,15,idle,,3,3,1.0,none,,,,,,,,,,,,,,,,,,
d_main_13_08_e_5,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_5,False,,3,angry,,1,idle,,13,void,,15,idle,,3,3,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_6,d_main_13_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_13_08_e_6,True,,3,angry,,1,worry,,13,void,,15,idle,,3,3,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_7,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_7,True,,3,angry,,1,worry,,13,void,,15,idle,,3,30,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_8,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_8,True,,3,angry,,1,worry,,13,void,,15,idle,,30,30,1.0,,Low_2,,,,,,,,,,,,,,,,,
d_main_13_08_e_9,d_main_13_08_e,Narration,modenia,,Locale_MainScenario:d_main_13_08_e_9,True,,3,angry,,1,worry,,13,void,,15,idle,,30,30,1.0,,Low_2,sfx_scn_marinhit,Vignetting,,,,,,,,,,,,,,,
d_main_13_08_e_10,d_main_13_08_e,Narration,modenia,,Locale_MainScenario:d_main_13_08_e_10,True,,3,angry,,1,worry,,13,void,,15,idle,,30,30,1.0,bgm_story_crawlinganxiety,Low_2,,Vignetting,,,,,,,,,,,,,,,
d_main_13_08_e_11,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_11,True,,3,angry,,1,worry,,13,void,,15,idle,,black,black,1.0,,Low_2,,Vignetting,,,,,,,,,,,,,,,
d_main_13_08_e_12,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_12,False,,3,angry,,1,worry,,13,void,,15,idle,,30,300,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_13,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_13,False,,3,angry,,1,worry,,13,void,,15,idle,,300,300,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_14,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_14,True,,3,idle,,1,idle,,13,void,,15,idle,,300,30,2.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_15,d_main_13_08_e,Self,modenia,,Locale_MainScenario:d_main_13_08_e_15,False,,3,idle,,1,idle,,13,void,,15,idle,,30,30,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_16,d_main_13_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_13_08_e_16,False,,3,idle,,1,idle,,13,void,,15,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_17,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_17,True,,3,idle,,1,idle,,13,void,,15,idle,,30,30,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_18,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_18,True,,3,idle,,1,idle,,13,void,,15,idle,,30,30,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_19,d_main_13_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_13_08_e_19,True,,3,idle,,1,angry,,13,void,,15,idle,,30,10,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_20,d_main_13_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_13_08_e_20,True,,3,idle,,1,angry,,13,void,,15,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_21,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_21,True,,3,surprise,,1,angry,,13,void,,15,idle,,10,2,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_22,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_22,True,,3,angry,,1,angry,,13,void,,15,idle,,2,2,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_23,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_23,True,,3,angry,,1,angry,,13,void,,15,idle,,2,2,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_24,d_main_13_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_13_08_e_24,True,,3,angry,,1,angry,,13,void,,15,idle,,2,2,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_25,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_25,True,,3,angry,,1,angry,,13,void,,15,idle,,2,2,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_26,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_26,True,,3,angry,,1,angry,,13,void,,15,idle,,2,3,2.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_27,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_27,True,,3,angry,,1,angry,,13,void,,15,idle,,3,3,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_28,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_28,True,,3,angry,,1,angry,,13,void,,15,idle,,3,3,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_29,d_main_13_08_e,Self,modenia,,Locale_MainScenario:d_main_13_08_e_29,False,,3,angry,,1,angry,,13,void,,15,idle,,3,3,1.0,,,,,,,,,,,,,,,,,,,
d_main_13_08_e_30,d_main_13_08_e,Speech,modenia,modenia,Locale_MainScenario:d_main_13_08_e_30,True,,3,angry,,1,angry,,13,void,,15,idle,,3,30,0.5,,,,,,,,,,,,,,,,,,,
