id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,jump_target
d_ex_outdoorpool_04_1,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_1,True,mary_s,3,idle,pepper_s,1,surprise,noise,13,sad,Pool,13,130,2.0,bgm_story_orangepop,,,
d_ex_outdoorpool_04_2,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_2,True,,3,idle,,1,surprise,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_3,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_3,True,,3,idle,,1,surprise,,13,idle,,130,12,1.0,,,,
d_ex_outdoorpool_04_4,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_4,True,,3,idle,,1,surprise,,13,idle,,12,12,1.0,,,,
d_ex_outdoorpool_04_5,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_5,True,,3,idle,,1,surprise,,13,idle,,12,12,1.0,,,,
d_ex_outdoorpool_04_6,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_6,True,,3,idle,,1,surprise,,13,idle,,12,2,2.0,,,,
d_ex_outdoorpool_04_7,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_7,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,
d_ex_outdoorpool_04_8,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_8,True,,3,idle,,1,idle,,13,sad,,130,130,1.0,,,,
d_ex_outdoorpool_04_9,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_9,True,,3,idle,,1,idle,,13,sad,,130,1300,2.0,,,,
d_ex_outdoorpool_04_10,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_10,True,,3,idle,,1,idle,,13,sad,,30,30,1.0,,,,
d_ex_outdoorpool_04_11,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_11,True,,3,idle,,1,idle,,13,sad,,30,30,1.0,,,,
d_ex_outdoorpool_04_12,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_12,True,,3,idle,,1,idle,,13,idle,,1300,130,1.0,,,,
d_ex_outdoorpool_04_13,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_13,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_14,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_14,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_15,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_15,True,,3,idle,,1,idle,,13,sad,,130,130,1.0,,,,
d_ex_outdoorpool_04_16,d_ex_outdoorpool_04,Self,noise,,Locale_SuddenStory:d_ex_outdoorpool_04_16,False,,3,idle,,1,idle,,13,sad,,130,130,1.0,,,,
d_ex_outdoorpool_04_17,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_17,True,,3,idle,,1,idle,,13,sad,,130,130,1.0,,,,
d_ex_outdoorpool_04_18,d_ex_outdoorpool_04,Self,noise,,Locale_SuddenStory:d_ex_outdoorpool_04_18,False,,3,idle,,1,idle,,13,sad,,130,130,1.0,,,,
d_ex_outdoorpool_04_19,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_19,True,,3,idle,,1,idle,,13,shy,,130,1300,1.0,,,,
d_ex_outdoorpool_04_20,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_20,True,,3,idle,,1,idle,,13,shy,,1300,1300,1.0,,,,
d_ex_outdoorpool_04_21,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_21,True,,3,idle,,1,idle,,13,shy,,30,30,1.0,,,,
d_ex_outdoorpool_04_22,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_22,True,,3,idle,,1,idle,,13,shy,,30,30,1.0,,,,
d_ex_outdoorpool_04_23,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_23,True,,3,idle,,1,idle,,13,shy,,30,30,1.0,,,,
d_ex_outdoorpool_04_24,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_24,True,,3,idle,,1,idle,,13,idle,,1300,130,1.0,,,,
d_ex_outdoorpool_04_25,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_25,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_26,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_26,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_27,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_27,True,,3,think,,1,surprise,,13,idle,,130,12,1.0,,,,
d_ex_outdoorpool_04_28,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_28,True,,3,think,,1,surprise,,13,idle,,12,12,1.0,,,,
d_ex_outdoorpool_04_29,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_29,True,,3,think,,1,surprise,,13,sad,,12,12,1.0,,,,
d_ex_outdoorpool_04_30,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_30,True,,3,think,,1,surprise,,13,sad,,12,12,1.0,,,,
d_ex_outdoorpool_04_31,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_31,True,,3,idle,,1,surprise,,13,idle,,12,2,1.0,,,,
d_ex_outdoorpool_04_32,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_32,True,,3,idle,,1,surprise,,13,idle,,2,2,1.0,,,,
d_ex_outdoorpool_04_33,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_33,True,,3,idle,,1,surprise,,13,idle,,2,2,1.0,,,,
d_ex_outdoorpool_04_34,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_34,True,,3,idle,,1,surprise,,13,idle,,2,2,1.0,,,,
d_ex_outdoorpool_04_35,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_35,True,,3,idle,,1,surprise,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_36,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_36,True,,3,idle,,1,surprise,,13,think,,130,130,1.0,,,,
d_ex_outdoorpool_04_37,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_37,True,,3,idle,,1,surprise,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_38,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_38,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_39,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_39,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_40,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_40,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_41,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_41,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_42,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_42,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_43,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_43,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_44,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_44,True,,3,idle,,1,idle,,13,idle,,30,300,1.0,,,,
d_ex_outdoorpool_04_45,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_45,True,,3,idle,,1,idle,,13,idle,,300,300,1.0,,,,
d_ex_outdoorpool_04_46,d_ex_outdoorpool_04,Self,mary_s,,Locale_SuddenStory:d_ex_outdoorpool_04_46,False,,3,idle,,1,idle,,13,idle,,300,300,1.0,,,,
d_ex_outdoorpool_04_47,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_47,True,,3,idle,,1,idle,,13,idle,,300,30,1.0,,,,
d_ex_outdoorpool_04_48,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_48,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_49,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_49,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_50,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_50,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_51,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_51,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_52,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_52,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_53,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_53,True,,3,idle,,1,idle,,13,angry,,130,130,1.0,,,,
d_ex_outdoorpool_04_54,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_54,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_55,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_55,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_56,d_ex_outdoorpool_04,Monologue,mary_s,,Locale_SuddenStory:d_ex_outdoorpool_04_56,False,,3,idle,,1,idle,,13,idle,,130,13,2.0,,Low_2,,
d_ex_outdoorpool_04_57,d_ex_outdoorpool_04,Self,mary_s,,Locale_SuddenStory:d_ex_outdoorpool_04_57,False,,3,idle,,1,idle,,13,idle,,13,13,1.0,,,,
d_ex_outdoorpool_04_58,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_58,True,,3,idle,,1,idle,,13,shy,,13,130,0.5,,,,
d_ex_outdoorpool_04_59,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_59,True,,3,idle,,1,idle,,13,shy,,130,130,1.0,,,,
d_ex_outdoorpool_04_60,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_60,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_61,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_61,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_62,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_62,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_63,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_63,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_64,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_64,True,,3,idle,,1,angry,,13,idle,,30,S_10,2.0,,,,
d_ex_outdoorpool_04_65,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_65,True,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,,,
d_ex_outdoorpool_04_66,d_ex_outdoorpool_04,Monologue,pepper_s,,Locale_SuddenStory:d_ex_outdoorpool_04_66,False,,3,idle,,1,angry,,13,idle,,black,black,1.0,,,,
d_ex_outdoorpool_04_67,d_ex_outdoorpool_04,Monologue,pepper_s,,Locale_SuddenStory:d_ex_outdoorpool_04_67,False,,3,idle,,1,angry,,13,idle,,black,black,1.0,,,sfx_scn_shower,
d_ex_outdoorpool_04_68,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_68,True,,3,idle,,1,idle,,13,sad,,130,1300,0.5,,Low_2,,
d_ex_outdoorpool_04_69,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_69,True,,3,idle,,1,idle,,13,sad,,1300,1300,1.0,,,,
d_ex_outdoorpool_04_70,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_70,True,,3,idle,,1,idle,,13,sad,,1300,1300,1.0,,,,
d_ex_outdoorpool_04_71,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_71,True,,3,idle,,1,idle,,13,idle,,1300,1300,1.0,,,,
d_ex_outdoorpool_04_72,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_72,True,,3,idle,,1,idle,,13,idle,,1300,1300,1.0,,,,
d_ex_outdoorpool_04_73,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_73,True,,3,idle,,1,idle,,13,idle,,1300,130,1.0,,,,
d_ex_outdoorpool_04_74,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_74,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_75,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_75,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_76,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_76,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_77,d_ex_outdoorpool_04,Self,mary_s,,Locale_SuddenStory:d_ex_outdoorpool_04_77,False,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_78,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_78,True,,3,idle,,1,idle,,13,sad,,130,130,1.0,,,,
d_ex_outdoorpool_04_79,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_79,True,,3,idle,,1,special,,13,sad,,130,12,1.0,,,,
d_ex_outdoorpool_04_80,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_80,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,
d_ex_outdoorpool_04_81,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_81,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,
d_ex_outdoorpool_04_82,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_82,True,,3,idle,,1,idle,,13,sad,,12,12,1.0,,,,
d_ex_outdoorpool_04_83,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_83,True,,3,idle,,1,idle,,13,sad,,12,2,1.0,,,,
d_ex_outdoorpool_04_84,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_84,True,,3,idle,,1,idle,,13,sad,,2,2,1.0,,,,
d_ex_outdoorpool_04_85,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_85,True,,3,idle,,1,idle,,13,sad,,130,130,1.0,,,,
d_ex_outdoorpool_04_86,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_86,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_87,d_ex_outdoorpool_04,Monologue,noise,,Locale_SuddenStory:d_ex_outdoorpool_04_87,False,,3,idle,,1,idle,,13,think,,130,130,1.0,none,,,
d_ex_outdoorpool_04_88,d_ex_outdoorpool_04,Monologue,noise,,Locale_SuddenStory:d_ex_outdoorpool_04_88,False,,3,idle,,1,idle,,13,idle,,130,130,1.0,bgm_story_cosmos,,,
d_ex_outdoorpool_04_89,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_89,True,,3,idle,,1,idle,,13,idle,,130,13,2.0,,,,
d_ex_outdoorpool_04_90,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_90,True,,3,idle,,1,idle,,13,idle,,13,13,1.0,,,,
d_ex_outdoorpool_04_91,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_91,True,,3,idle,,1,idle,,13,think,,13,13,1.0,,,,
d_ex_outdoorpool_04_92,d_ex_outdoorpool_04,Monologue,noise,,Locale_SuddenStory:d_ex_outdoorpool_04_92,False,,3,idle,,1,idle,,13,think,,black,black,1.0,,,,
d_ex_outdoorpool_04_93,d_ex_outdoorpool_04,Monologue,noise,,Locale_SuddenStory:d_ex_outdoorpool_04_93,False,,3,idle,,1,idle,,13,think,,black,black,1.0,,,,
d_ex_outdoorpool_04_94,d_ex_outdoorpool_04,Narration,noise,,Locale_SuddenStory:d_ex_outdoorpool_04_94,False,,3,idle,,1,idle,,13,think,,black,black,1.0,,,sfx_scn_spraywater,
d_ex_outdoorpool_04_95,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_95,True,,3,idle,,1,idle,,13,idle,,13,130,1.0,,,,
d_ex_outdoorpool_04_96,d_ex_outdoorpool_04,Monologue,noise,,Locale_SuddenStory:d_ex_outdoorpool_04_96,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,,,
d_ex_outdoorpool_04_97,d_ex_outdoorpool_04,Monologue,noise,,Locale_SuddenStory:d_ex_outdoorpool_04_97,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,,,
d_ex_outdoorpool_04_98,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_98,True,,3,idle,,1,surprise,,13,think,,130,130,1.0,none,,,
d_ex_outdoorpool_04_99,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_99,True,,3,think,,1,surprise,,13,think,,130,2,2.0,,,,
d_ex_outdoorpool_04_100,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_100,True,,3,think,,1,surprise,,13,think,,2,2,1.0,,,,
d_ex_outdoorpool_04_101,d_ex_outdoorpool_04,Self,pepper_s,,Locale_SuddenStory:d_ex_outdoorpool_04_101,False,,3,think,,1,surprise,,13,think,,2,2,1.0,,,,
d_ex_outdoorpool_04_102,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_102,True,,3,think,,1,surprise,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_103,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_103,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,bgm_story_impression,,,
d_ex_outdoorpool_04_104,d_ex_outdoorpool_04,Speech,pepper_s,pepper_s,Locale_SuddenStory:d_ex_outdoorpool_04_104,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,,,,
d_ex_outdoorpool_04_105,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_105,True,,3,idle,,1,idle,,13,smile,,2,12,1.0,,,,
d_ex_outdoorpool_04_106,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_106,True,,3,idle,,1,idle,,13,smile,,12,12,1.0,,,,
d_ex_outdoorpool_04_107,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_107,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_108,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_108,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_109,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_109,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_110,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_110,True,,3,idle,,1,idle,,13,sad,,130,130,1.0,,,,
d_ex_outdoorpool_04_111,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_111,True,,3,idle,,1,idle,,13,sad,,30,30,1.0,,,,
d_ex_outdoorpool_04_112,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_112,True,,3,idle,,1,idle,,13,sad,,30,30,1.0,,,,
d_ex_outdoorpool_04_113,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_113,True,,3,idle,,1,idle,,13,idle,,130,1300,2.0,,,,
d_ex_outdoorpool_04_114,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_114,True,,3,idle,,1,idle,,13,idle,,1300,1300,1.0,,,,
d_ex_outdoorpool_04_115,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_115,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_116,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_116,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_117,d_ex_outdoorpool_04,Speech,mary_s,mary_s,Locale_SuddenStory:d_ex_outdoorpool_04_117,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_118,d_ex_outdoorpool_04,Self,mary_s,,Locale_SuddenStory:d_ex_outdoorpool_04_118,False,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,
d_ex_outdoorpool_04_119,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_119,True,,3,idle,,1,idle,,13,idle,,1300,130,1.0,,,,
d_ex_outdoorpool_04_120,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_120,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_121,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_121,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_122,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_122,True,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,
d_ex_outdoorpool_04_123,d_ex_outdoorpool_04,Choice,noise,,Locale_SuddenStory:d_ex_outdoorpool_04_123,False,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,d_ex_outdoorpool_04_130
d_ex_outdoorpool_04_124,d_ex_outdoorpool_04,Choice,noise,,Locale_SuddenStory:d_ex_outdoorpool_04_124,False,,3,idle,,1,idle,,13,idle,,130,130,1.0,,,,d_ex_outdoorpool_04_125
d_ex_outdoorpool_04_125,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_125,True,,3,idle,,1,idle,,13,shy,,130,130,1.0,,,,
d_ex_outdoorpool_04_126,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_126,True,,3,idle,,1,idle,,13,shy,,130,130,1.0,,,,
d_ex_outdoorpool_04_127,d_ex_outdoorpool_04,Speech,noise,noise,Locale_SuddenStory:d_ex_outdoorpool_04_127,True,,3,idle,,1,idle,,13,sad,,130,130,1.0,,,,
