id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_subquest_1013_1,d_subquest_1013,Speech,anis,anis,Locale_SubScenario:d_subquest_1013_1,True,Desert_03,1,1,1.0,bgm_distress,neon,3,idle,anis,1,idle,rapi,13,idle
d_subquest_1013_2,d_subquest_1013,Speech,neon,neon,Locale_SubScenario:d_subquest_1013_2,True,,1,2,1.0,,,3,idle,,1,idle,,13,idle
d_subquest_1013_3,d_subquest_1013,Speech,anis,anis,Locale_SubScenario:d_subquest_1013_3,True,,2,2,1.0,,,3,idle,,1,void,,13,idle
d_subquest_1013_4,d_subquest_1013,Speech,neon,neon,Locale_SubScenario:d_subquest_1013_4,True,,2,2,1.0,,,3,idle,,1,void,,13,idle
d_subquest_1013_5,d_subquest_1013,Self,neon,Self,Locale_SubScenario:d_subquest_1013_5,False,,2,2,1.0,,,3,idle,,1,void,,13,idle
d_subquest_1013_6,d_subquest_1013,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1013_6,True,,2,12,1.0,,,3,idle,,1,void,,13,idle
d_subquest_1013_7,d_subquest_1013,Speech,anis,anis,Locale_SubScenario:d_subquest_1013_7,True,,12,12,1.0,,,3,idle,,1,worry,,13,idle
d_subquest_1013_8,d_subquest_1013,Speech,neon,neon,Locale_SubScenario:d_subquest_1013_8,True,,12,2,0.5,,,3,surprise,,1,worry,,13,idle
d_subquest_1013_9,d_subquest_1013,Speech,anis,anis,Locale_SubScenario:d_subquest_1013_9,True,,2,2,1.0,,,3,surprise,,1,idle,,13,idle
d_subquest_1013_10,d_subquest_1013,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1013_10,True,,2,12,1.0,,,3,surprise,,1,idle,,13,think
d_subquest_1013_11,d_subquest_1013,Speech,anis,anis,Locale_SubScenario:d_subquest_1013_11,True,,12,12,1.0,,,3,idle,,1,worry,,13,think
d_subquest_1013_12,d_subquest_1013,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1013_12,True,,12,12,1.0,,,3,idle,,1,worry,,13,idle
d_subquest_1013_13,d_subquest_1013,Speech,anis,anis,Locale_SubScenario:d_subquest_1013_13,True,,12,12,1.0,,,3,idle,,1,no,,13,idle
d_subquest_1013_14,d_subquest_1013,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1013_14,True,,12,12,1.0,,,3,idle,,1,no,,13,idle
d_subquest_1013_15,d_subquest_1013,Speech,anis,anis,Locale_SubScenario:d_subquest_1013_15,True,,12,10,2.0,,,3,idle,,1,idle,,13,idle
d_subquest_1013_16,d_subquest_1013,Self,anis,Self,Locale_SubScenario:d_subquest_1013_16,False,,10,10,1.0,,,3,idle,,1,idle,,13,idle
d_subquest_1013_17,d_subquest_1013,Self,anis,Self,Locale_SubScenario:d_subquest_1013_17,False,,10,10,1.0,,,3,idle,,1,idle,,13,idle
d_subquest_1013_18,d_subquest_1013,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1013_18,False,,10,130,2.0,,,3,idle,,1,idle,,13,think
d_subquest_1013_19,d_subquest_1013,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1013_19,True,,130,130,1.0,,,3,idle,,1,idle,,13,think
d_subquest_1013_20,d_subquest_1013,Speech,anis,anis,Locale_SubScenario:d_subquest_1013_20,True,,130,12,1.0,,,3,idle,,1,idle,,13,think
d_subquest_1013_21,d_subquest_1013,Speech,neon,neon,Locale_SubScenario:d_subquest_1013_21,True,,12,2,1.0,,,3,worry,,1,idle,,13,idle
d_subquest_1013_22,d_subquest_1013,Speech,neon,neon,Locale_SubScenario:d_subquest_1013_22,True,,2,2,1.0,,,3,worry,,1,idle,,13,idle
d_subquest_1013_23,d_subquest_1013,Speech,anis,anis,Locale_SubScenario:d_subquest_1013_23,True,,2,2,1.0,,,3,worry,,1,idle,,13,idle
d_subquest_1013_24,d_subquest_1013,Speech,neon,neon,Locale_SubScenario:d_subquest_1013_24,True,,2,S_30,2.0,,,3,no,,1,idle,,13,idle
d_subquest_1013_25,d_subquest_1013,Speech,anis,anis,Locale_SubScenario:d_subquest_1013_25,True,,S_30,10,2.0,,,3,no,,1,void,,13,idle
d_subquest_1013_26,d_subquest_1013,Speech,neon,neon,Locale_SubScenario:d_subquest_1013_26,True,,10,2,0.5,,,3,worry,,1,void,,13,idle
d_subquest_1013_27,d_subquest_1013,Speech,anis,anis,Locale_SubScenario:d_subquest_1013_27,True,,2,2,1.0,,,3,worry,,1,worry,,13,idle
d_subquest_1013_28,d_subquest_1013,Speech,neon,neon,Locale_SubScenario:d_subquest_1013_28,True,,2,2,1.0,,,3,idle,,1,worry,,13,idle
d_subquest_1013_29,d_subquest_1013,Speech,neon,neon,Locale_SubScenario:d_subquest_1013_29,True,,2,2,1.0,,,3,idle,,1,worry,,13,idle
d_subquest_1013_30,d_subquest_1013,Speech,neon,neon,Locale_SubScenario:d_subquest_1013_30,True,,2,2,1.0,,,3,idle,,1,idle,,13,idle
d_subquest_1013_31,d_subquest_1013,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1013_31,False,,2,13,2.0,,,3,idle,,1,idle,,13,think
d_subquest_1013_32,d_subquest_1013,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1013_32,True,,13,13,1.0,,,3,idle,,1,idle,,13,think
