id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_25_05_e_1,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_1,True,CityForest_03,10,100,1.0,bgm_chaser,dorothy,3,think,anis,1,angry,neon,13,angry
d_main_25_05_e_2,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_2,True,,100,100,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_3,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_3,True,,100,100,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_4,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_4,True,,100,100,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_5,d_main_25_05_e,Speech,neon,neon,Locale_MainScenario:d_main_25_05_e_5,True,,100,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_6,d_main_25_05_e,Speech,neon,neon,Locale_MainScenario:d_main_25_05_e_6,True,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_7,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_7,True,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_8,d_main_25_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_e_8,True,,30,30,1.0,,,3,idle,,1,angry,,13,angry
d_main_25_05_e_9,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_9,True,,10,10,1.0,,,3,idle,,1,angry,,13,angry
d_main_25_05_e_10,d_main_25_05_e,Speech,neon,neon,Locale_MainScenario:d_main_25_05_e_10,True,,S_130,S_130,1.0,,,3,idle,,1,angry,,13,angry
d_main_25_05_e_11,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_11,True,,100,100,1.0,,,3,idle,,1,angry,,13,angry
d_main_25_05_e_12,d_main_25_05_e,Speech,neon,neon,Locale_MainScenario:d_main_25_05_e_12,True,,S_1300,S_1300,1.0,,,3,idle,,1,angry,,13,angry
d_main_25_05_e_13,d_main_25_05_e,Self,neon,,Locale_MainScenario:d_main_25_05_e_13,False,,30,30,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_14,d_main_25_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_e_14,False,,30,30,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_15,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_15,True,,30,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_16,d_main_25_05_e,Speech,neon,neon,Locale_MainScenario:d_main_25_05_e_16,True,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_17,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_17,True,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_18,d_main_25_05_e,Speech,neon,neon,Locale_MainScenario:d_main_25_05_e_18,True,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_19,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_19,True,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_20,d_main_25_05_e,Speech,neon,neon,Locale_MainScenario:d_main_25_05_e_20,True,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_21,d_main_25_05_e,Self,neon,,Locale_MainScenario:d_main_25_05_e_21,False,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_22,d_main_25_05_e,Self,neon,,Locale_MainScenario:d_main_25_05_e_22,False,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_23,d_main_25_05_e,Speech,neon,neon,Locale_MainScenario:d_main_25_05_e_23,True,,12,S_130,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_24,d_main_25_05_e,Self,neon,,Locale_MainScenario:d_main_25_05_e_24,False,,S_130,S_130,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_25,d_main_25_05_e,Speech,neon,neon,Locale_MainScenario:d_main_25_05_e_25,True,,S_130,S_130,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_26,d_main_25_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_e_26,True,,30,30,1.0,,,3,angry,,1,angry,,13,angry
d_main_25_05_e_27,d_main_25_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_e_27,True,,30,30,1.0,,,3,angry,,1,angry,,13,angry
d_main_25_05_e_28,d_main_25_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_e_28,True,,30,30,1.0,,,3,angry,,1,angry,,13,angry
d_main_25_05_e_29,d_main_25_05_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_e_29,True,,30,30,1.0,,,3,angry,,1,angry,,13,angry
d_main_25_05_e_30,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_30,True,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_31,d_main_25_05_e,Speech,neon,neon,Locale_MainScenario:d_main_25_05_e_31,True,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_32,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_32,True,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_33,d_main_25_05_e,Speech,neon,neon,Locale_MainScenario:d_main_25_05_e_33,True,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_34,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_34,True,,12,12,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_35,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_35,True,,12,10,1.0,,,3,think,,1,angry,,13,angry
d_main_25_05_e_36,d_main_25_05_e,Speech,anis,anis,Locale_MainScenario:d_main_25_05_e_36,True,,10,10,1.0,,,3,think,,1,angry,,13,angry
