id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_37_04_1,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_1,True,CommanderRoom,10,10,1.0,bgm_inark,avistar,5,idle,neon,3,idle,anis,1,idle,eyeri,13,idle
d_main_37_04_2,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_2,True,,10,1,1.0,,,5,idle,,3,idle,,1,idle,,13,idle
d_main_37_04_3,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_3,True,,1,2,1.0,,,5,idle,,3,worry,,1,idle,,13,idle
d_main_37_04_4,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_4,True,,2,2,1.0,,,5,idle,,3,worry,,1,void,,13,idle
d_main_37_04_5,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_5,True,,2,2,1.0,,,5,idle,,3,worry,,1,void,,13,idle
d_main_37_04_6,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_6,True,,2,2,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_7,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_7,True,,2,2,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_8,d_main_37_04,Speech,eyeri,eyeri,Locale_MainScenario:d_main_37_04_8,True,,2,12,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_9,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_9,True,,12,12,1.0,,,5,idle,,3,idle,,1,no,,13,idle
d_main_37_04_10,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_10,True,,12,12,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_11,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_11,True,,12,10,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_12,d_main_37_04,Speech,avistar,avistar,Locale_MainScenario:d_main_37_04_12,True,,L_50,L_50,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_13,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_13,True,,2,2,1.0,,,5,idle,,3,idle,,1,idle,,13,idle
d_main_37_04_14,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_14,True,,2,2,1.0,,,5,idle,,3,surprise,,1,idle,,13,idle
d_main_37_04_15,d_main_37_04,Speech,avistar,avistar,Locale_MainScenario:d_main_37_04_15,True,,L_50,L_50,1.0,,,5,idle,,3,surprise,,1,idle,,13,idle
d_main_37_04_16,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_16,True,,10,10,1.0,,,5,idle,,3,surprise,,1,worry,,13,idle
d_main_37_04_17,d_main_37_04,Speech,avistar,avistar,Locale_MainScenario:d_main_37_04_17,True,,L_50,L_50,1.0,,,5,idle,,3,surprise,,1,worry,,13,idle
d_main_37_04_18,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_18,True,,S_30,S_30,1.0,,,5,idle,,3,idle,,1,worry,,13,idle
d_main_37_04_19,d_main_37_04,Speech,avistar,avistar,Locale_MainScenario:d_main_37_04_19,True,,L_50,L_50,1.0,,,5,no,,3,idle,,1,worry,,13,idle
d_main_37_04_20,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_20,True,,10,10,1.0,,,5,no,,3,idle,,1,no,,13,idle
d_main_37_04_21,d_main_37_04,Speech,avistar,avistar,Locale_MainScenario:d_main_37_04_21,True,,L_50,L_50,1.0,,,5,idle,,3,idle,,1,no,,13,idle
d_main_37_04_22,d_main_37_04,Speech,avistar,avistar,Locale_MainScenario:d_main_37_04_22,True,,L_50,L_50,1.0,,,5,idle,,3,idle,,1,no,,13,idle
d_main_37_04_23,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_23,True,,10,10,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_24,d_main_37_04,Speech,avistar,avistar,Locale_MainScenario:d_main_37_04_24,True,,L_50,L_50,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_25,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_25,True,,L_50,2,1.0,,,5,idle,,3,delight,,1,void,,13,idle
d_main_37_04_26,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_26,True,,2,2,1.0,,,5,idle,,3,delight,,1,no,,13,idle
d_main_37_04_27,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_27,True,,2,2,1.0,,,5,idle,,3,idle,,1,no,,13,idle
d_main_37_04_28,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_28,True,,2,2,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_29,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_29,True,,2,2,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_30,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_30,True,,2,2,1.0,,,5,idle,,3,delight,,1,void,,13,idle
d_main_37_04_31,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_31,False,,2,2,1.0,,,5,idle,,3,delight,,1,void,,13,idle
d_main_37_04_32,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_32,True,,2,2,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_33,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_33,True,,2,2,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_34,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_34,True,,2,2,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_35,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_35,True,,2,2,1.0,,,5,idle,,3,idle,,1,angry,,13,idle
d_main_37_04_36,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_36,True,,2,2,1.0,,,5,idle,,3,idle,,1,angry,,13,idle
d_main_37_04_37,d_main_37_04,Speech,anis,anis,Locale_MainScenario:d_main_37_04_37,False,,2,2,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_38,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_38,True,,2,S_30,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_39,d_main_37_04,Speech,eyeri,eyeri,Locale_MainScenario:d_main_37_04_39,True,,L_130,L_130,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_40,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_40,True,,S_30,S_30,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_41,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_41,True,,S_30,S_30,1.0,,,5,idle,,3,idle,,1,void,,13,idle
d_main_37_04_42,d_main_37_04,Speech,eyeri,eyeri,Locale_MainScenario:d_main_37_04_42,False,,L_130,13,1.0,,,5,idle,,3,idle,,1,void,,13,void
d_main_37_04_43,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_43,True,,S_30,S_30,1.0,,,5,idle,,3,idle,,1,void,,13,void
d_main_37_04_44,d_main_37_04,Speech,eyeri,eyeri,Locale_MainScenario:d_main_37_04_44,True,,13,13,1.0,,,5,idle,,3,idle,,1,void,,13,void
d_main_37_04_45,d_main_37_04,Speech,neon,neon,Locale_MainScenario:d_main_37_04_45,True,,S_30,S_30,1.0,,,5,idle,,3,idle,,1,void,,13,void
d_main_37_04_46,d_main_37_04,Speech,eyeri,eyeri,Locale_MainScenario:d_main_37_04_46,True,,13,13,1.0,,,5,idle,,3,idle,,1,void,,13,void
