id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id
d_ex_command_03_1,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_1,False,CommanderRoom_n,3,1,2.0,none,,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_2,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_2,False,,1,1,2.0,,,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_3,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_3,False,,black,black,1.0,,sfx_scn_knock,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_4,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_4,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_5,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_5,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_6,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_6,False,,1,10,2.0,,sfx_scn_autodooropen,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_7,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_7,True,,10,10,1.0,bgm_story_kneeldownfools,,isabel,isabel,isabel,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_8,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_8,True,,10,10,1.0,,,isabel,isabel,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_9,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_9,True,,10,10,1.0,,,isabel,isabel,,1,shy,,,,,,,,,,,,,,,
d_ex_command_03_10,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_10,True,,10,10,1.0,,,isabel,isabel,,1,shy,,,,,,,,,,,,,,,
d_ex_command_03_11,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_11,False,,10,10,1.0,,,isabel,,,1,shy,,,,,,,,,,,,,,,
d_ex_command_03_12,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_12,True,,10,10,1.0,,,isabel,isabel,,1,good,,,,,,,,,,,,,,,
d_ex_command_03_13,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_13,True,,10,10,1.0,,,isabel,isabel,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_14,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_14,True,,10,10,1.0,,,isabel,isabel,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_15,d_ex_command_03,Monologue,Locale_SuddenStory:d_ex_command_03_15,False,,10,100,1.0,,,isabel,,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_16,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_16,False,,100,100,1.0,,,isabel,,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_17,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_17,True,,100,100,1.0,,,isabel,isabel,,1,surprise,,,,,,,,,,,,,,,
d_ex_command_03_18,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_18,True,,100,100,2.0,,,isabel,isabel,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_19,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_19,True,,100,100,1.0,,,isabel,isabel,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_20,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_20,True,,100,100,1.0,,,isabel,isabel,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_21,d_ex_command_03,Monologue,Locale_SuddenStory:d_ex_command_03_21,False,,100,10,1.0,,,isabel,,,1,idle,Low_2,,,,,,,,,,,,,,
d_ex_command_03_22,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_22,False,,10,10,1.0,,,isabel,,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_23,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_23,True,,10,10,2.0,,,isabel,isabel,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_24,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_24,True,,10,10,1.0,,,isabel,isabel,,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_25,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_25,True,,10,10,1.0,,,isabel,isabel,,1,good,,,,,,,,,,,,,,,
d_ex_command_03_26,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_26,False,,10,100,0.5,,,isabel,,,1,idle,,isabel,,,,,,,,,,,,,
d_ex_command_03_27,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_27,True,,100,10,2.0,,,isabel,isabel,isabel,1,idle,,,,,,,,,,,,,,,
d_ex_command_03_28,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_28,False,,10,150,1.0,,,,,,15,idle,,isabel,,,,,,,,,,,,,
d_ex_command_03_29,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_29,False,,150,150,1.0,,sfx_scn_shower,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_30,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_30,False,,150,150,1.0,,,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_31,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_31,False,,black,black,1.0,,sfx_scn_knock,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_32,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_32,False,,150,15,1.0,,,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_33,d_ex_command_03,Monologue,Locale_SuddenStory:d_ex_command_03_33,False,,15,15,1.0,,sfx_scn_knock,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_34,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_34,True,,15,15,1.0,,,unknown,unknown,,,,,,,,,,,,,,,,,,
d_ex_command_03_35,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_35,False,,15,1,1.0,,,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_36,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_36,False,,1,10,2.0,,sfx_scn_autodooropen,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_37,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_37,True,,10,10,1.0,,,rapunzel,rapunzel,,,,,,rapunzel,1,delight,,,,,,,,,,
d_ex_command_03_38,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_38,True,,10,10,1.0,,,rapunzel,rapunzel,,,,,,,1,shy,,,,,,,,,,
d_ex_command_03_39,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_39,True,,10,10,1.0,,,rapunzel,rapunzel,,,,,,,1,shy,,,,,,,,,,
d_ex_command_03_40,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_40,True,,10,10,1.0,,,rapunzel,rapunzel,,,,,,,1,shy,,,,,,,,,,
d_ex_command_03_41,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_41,True,,10,100,0.5,,,rapunzel,rapunzel,,,,,,,1,delight,,,,,,,,,,
d_ex_command_03_42,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_42,True,,100,100,1.0,,,rapunzel,rapunzel,,,,,,,1,delight,,,,,,,,,,
d_ex_command_03_43,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_43,True,,100,100,1.0,,,rapunzel,rapunzel,,,,,,,1,pain,,,,,,,,,,
d_ex_command_03_44,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_44,False,,100,100,1.0,,,rapunzel,,,,,,,,1,pain,,,,,,,,,,
d_ex_command_03_45,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_45,True,,100,100,1.0,,,rapunzel,rapunzel,,,,,,,1,pain,,,,,,,,,,
d_ex_command_03_46,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_46,True,,100,100,1.0,,,rapunzel,rapunzel,,,,,,,1,pain,,,,,,,,,,
d_ex_command_03_47,d_ex_command_03,Monologue,Locale_SuddenStory:d_ex_command_03_47,False,,100,10,2.0,,,rapunzel,,,,,Low_2,,,1,pain,,,,,,,,,,
d_ex_command_03_48,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_48,False,,10,10,1.0,,,rapunzel,,,,,,,,1,pain,,,,,,,,,,
d_ex_command_03_49,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_49,True,,10,10,1.0,,,rapunzel,rapunzel,,,,,,,1,pain,,,,,,,,,,
d_ex_command_03_50,d_ex_command_03,Monologue,Locale_SuddenStory:d_ex_command_03_50,False,,10,10,1.0,,,rapunzel,,,,,,,,1,pain,,,,,,,,,,
d_ex_command_03_51,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_51,False,,10,10,1.0,,sfx_scn_walk,rapunzel,,,,,,,,1,pain,,,,,,,,,,
d_ex_command_03_52,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_52,False,,10,10,1.0,,,rapunzel,,,,,,,,1,pain,,,,,,,,,,
d_ex_command_03_53,d_ex_command_03,Monologue,Locale_SuddenStory:d_ex_command_03_53,False,,10,10,1.0,,,rapunzel,,,,,,,,1,pain,,,,,,,,,,
d_ex_command_03_54,d_ex_command_03,Monologue,Locale_SuddenStory:d_ex_command_03_54,False,,10,10,1.0,,,rapunzel,,,,,,,,1,pain,,,,,,,,,,
d_ex_command_03_55,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_55,False,,10,10,1.0,,,rapunzel,,,,,,,,1,pain,,,,,,,,,,
d_ex_command_03_56,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_56,False,,10,100,0.5,,,rapunzel,rapunzel,,,,,,,1,delight,,,,,,,,,,
d_ex_command_03_57,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_57,True,,100,100,1.0,,,rapunzel,rapunzel,,,,,,,1,shy,,,,,,,,,,
d_ex_command_03_58,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_58,False,,100,100,1.0,,,rapunzel,,,,,,,,1,shy,,,,,,,,,,
d_ex_command_03_59,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_59,True,,100,10,2.0,,,rapunzel,rapunzel,,,,,,,1,delight,,,,,,,,,,
d_ex_command_03_60,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_60,True,,10,130,2.0,,,rapunzel,rapunzel,,,,,,,13,shy,,,,,,,,,,
d_ex_command_03_61,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_61,True,,130,130,1.0,,,rapunzel,rapunzel,,,,,,,13,shy,,,,,,,,,,
d_ex_command_03_62,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_62,False,,black,black,1.0,,sfx_scn_knock,,,,,,,,,13,shy,rapunzel,,,,,,,,,
d_ex_command_03_63,d_ex_command_03,Monologue,Locale_SuddenStory:d_ex_command_03_63,False,,130,13,2.0,,sfx_scn_blanket,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_64,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_64,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_65,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_65,False,,13,1,1.0,,sfx_scn_autodooropen,,,,,,,,,,,,,,,,,,,,
d_ex_command_03_66,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_66,True,,1,S_10,1.0,,,yan,yan,,,,,,,,,,yan,1,idle,,,,,,
d_ex_command_03_67,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_67,True,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,idle,,,,,,
d_ex_command_03_68,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_68,True,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,surprise,,,,,,
d_ex_command_03_69,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_69,True,,S_10,S_100,0.5,,,yan,yan,,,,,,,,,,,1,surprise,,,,,,
d_ex_command_03_70,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_70,True,,S_100,S_100,1.0,,,yan,yan,,,,,,,,,,,1,delight,,,,,,
d_ex_command_03_71,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_71,False,,S_100,S_100,1.0,,,yan,,,,,,,,,,,,1,delight,,,,,,
d_ex_command_03_72,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_72,True,,S_100,S_100,1.0,,,yan,yan,,,,,,,,,,,1,shy,,,,,,
d_ex_command_03_73,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_73,True,,S_100,S_100,1.0,,,yan,yan,,,,,,,,,,,1,shy,,,,,,
d_ex_command_03_74,d_ex_command_03,Narration,Locale_SuddenStory:d_ex_command_03_74,False,,S_100,S_100,1.0,,sfx_scn_shower,yan,,,,,,,,,,,,1,shy,,,,,,
d_ex_command_03_75,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_75,True,,S_100,S_100,1.0,,,yan,yan,,,,,,,,,,,1,etc,,,,,,
d_ex_command_03_76,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_76,True,,S_100,S_10,2.0,,,yan,yan,,,,,,,,,,,1,etc,,,,,,
d_ex_command_03_77,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_77,True,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,etc,,,,,,
d_ex_command_03_78,d_ex_command_03,Choice,Locale_SuddenStory:d_ex_command_03_78,False,,S_10,S_10,1.0,,,yan,,,,,,,,,,,,1,etc,d_ex_command_03_80,,,,,
d_ex_command_03_79,d_ex_command_03,Choice,Locale_SuddenStory:d_ex_command_03_79,False,,S_10,S_10,1.0,,,yan,,,,,,,,,,,,1,etc,d_ex_command_03_82,,,,,
d_ex_command_03_80,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_80,True,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,etc,,,,,,
d_ex_command_03_81,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_81,True,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,shy,d_ex_command_03_83,,,,,
d_ex_command_03_82,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_82,True,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,shy,,,,,,
d_ex_command_03_83,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_83,True,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,delight,,,,,,
d_ex_command_03_84,d_ex_command_03,Speech,Locale_SuddenStory:d_ex_command_03_84,True,,S_10,S_10,1.0,,,yan,yan,,,,,,,,,,,1,idle,,,,,,
d_ex_command_03_85,d_ex_command_03,Monologue,Locale_SuddenStory:d_ex_command_03_85,False,,S_10,S_100,2.0,,,yan,,,,,Low_2,,,,,,,1,idle,,,,,,
d_ex_command_03_86,d_ex_command_03,Self,Locale_SuddenStory:d_ex_command_03_86,False,,S_100,S_100,1.0,,,yan,,,,,,,,,,,,1,idle,,,,,,
