id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_main_30_03_e_1,d_main_30_03_e,Self,Locale_MainScenario:d_main_30_03_e_1,False,CrystalCity,1,1,1.0,bgm_chapter30_field_whitecity,,,,,,,,,,,
d_main_30_03_e_2,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_2,True,,1,10,1.0,,shifty_c,shifty_c,shifty_c,OP_center,idle,,,,,,
d_main_30_03_e_3,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_3,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,idle,,,,,,
d_main_30_03_e_4,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_4,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_5,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_5,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_6,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_6,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_7,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_7,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_8,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_8,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_9,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_9,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_10,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_10,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_11,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_11,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_12,d_main_30_03_e,Self,Locale_MainScenario:d_main_30_03_e_12,False,,10,10,1.0,,shifty_c,,,OP_center,worry,,,,,,
d_main_30_03_e_13,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_13,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_14,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_14,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_15,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_15,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_16,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_16,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_17,d_main_30_03_e,Self,Locale_MainScenario:d_main_30_03_e_17,False,,10,10,1.0,,shifty_c,,,OP_center,worry,,,,,,
d_main_30_03_e_18,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_18,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,
d_main_30_03_e_19,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_19,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,
d_main_30_03_e_20,d_main_30_03_e,Self,Locale_MainScenario:d_main_30_03_e_20,False,,10,10,1.0,,shifty_c,,,OP_center,think,,,,,,
d_main_30_03_e_21,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_21,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,idle,,,,,,
d_main_30_03_e_22,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_22,True,ElevatorOut,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,shifty_c,Grey,,,,
d_main_30_03_e_23,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_23,True,,10,1,1.0,,shifty_c,shifty_c,,,,,Grey,,,,
d_main_30_03_e_24,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_24,True,,1,1,1.0,,shifty_c,shifty_c,,,,,Grey,,,,
d_main_30_03_e_25,d_main_30_03_e,Self,Locale_MainScenario:d_main_30_03_e_25,False,CrystalCity,black,black,1.0,,shifty_c,,,,,,Grey,,,,
d_main_30_03_e_26,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_26,True,,1,1,1.0,,shifty_c,shifty_c,shifty_c,OP_center,worry,,,,,,
d_main_30_03_e_27,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_27,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_28,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_28,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_29,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_29,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_30,d_main_30_03_e,Self,Locale_MainScenario:d_main_30_03_e_30,False,,1,1,1.0,,shifty_c,,,OP_center,worry,,,,,,
d_main_30_03_e_31,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_31,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,
d_main_30_03_e_32,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_32,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,
d_main_30_03_e_33,d_main_30_03_e,Self,Locale_MainScenario:d_main_30_03_e_33,False,,1,1,1.0,,shifty_c,,,OP_center,think,,,,,,
d_main_30_03_e_34,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_34,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_35,d_main_30_03_e,Self,Locale_MainScenario:d_main_30_03_e_35,False,,1,1,1.0,,shifty_c,,,OP_center,worry,,,,,,
d_main_30_03_e_36,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_36,True,,1,1,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_37,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_37,True,,1,10,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,
d_main_30_03_e_38,d_main_30_03_e,Self,Locale_MainScenario:d_main_30_03_e_38,False,,10,10,1.0,,shifty_c,,,OP_center,think,,,,,,
d_main_30_03_e_39,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_39,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,
d_main_30_03_e_40,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_40,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,
d_main_30_03_e_41,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_41,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,
d_main_30_03_e_42,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_42,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_43,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_43,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_44,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_44,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_45,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_45,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_46,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_46,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_47,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_47,True,Office,black,black,1.0,,shifty_c,shifty_c,,OP_center,worry,shifty_c,Grey,ingrid,1,idle,
d_main_30_03_e_48,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_48,True,,L_10,L_10,1.0,,shifty_c,shifty_c,,,,,Grey,,1,idle,
d_main_30_03_e_49,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_49,True,,black,black,1.0,,shifty_c,shifty_c,,,,,,,1,idle,ingrid
d_main_30_03_e_50,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_50,True,CrystalCity,black,black,1.0,,shifty_c,shifty_c,,,,,,,,,
d_main_30_03_e_51,d_main_30_03_e,Self,Locale_MainScenario:d_main_30_03_e_51,False,,10,10,1.0,,shifty_c,,shifty_c,OP_center,worry,,,,,,
d_main_30_03_e_52,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_52,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_53,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_53,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_54,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_54,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_55,d_main_30_03_e,Self,Locale_MainScenario:d_main_30_03_e_55,False,,10,10,1.0,,shifty_c,,,OP_center,worry,,,,,,
d_main_30_03_e_56,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_56,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,
d_main_30_03_e_57,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_57,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,
d_main_30_03_e_58,d_main_30_03_e,Self,Locale_MainScenario:d_main_30_03_e_58,False,,10,10,1.0,,shifty_c,,,OP_center,think,,,,,,
d_main_30_03_e_59,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_59,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_60,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_60,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_61,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_61,True,,10,10,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_62,d_main_30_03_e,Self,Locale_MainScenario:d_main_30_03_e_62,False,,10,10,1.0,,shifty_c,,,OP_center,worry,,,,,,
d_main_30_03_e_63,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_63,True,,10,100,1.0,,shifty_c,shifty_c,,OP_center,worry,,,,,,
d_main_30_03_e_64,d_main_30_03_e,Speech,Locale_MainScenario:d_main_30_03_e_64,True,,100,100,1.0,,shifty_c,shifty_c,,OP_center,think,,,,,,
