id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_subquest_1340_1,d_subquest_1340,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1340_1,True,Destroyedcity,10,10,1.0,bgm_collapse,anis,3,void,rapi,1,idle,neon,13,idle
d_subquest_1340_2,d_subquest_1340,Speech,anis,anis,Locale_SubScenario:d_subquest_1340_2,True,,10,2,1.0,,,3,void,,1,idle,,13,idle
d_subquest_1340_3,d_subquest_1340,Speech,anis,anis,Locale_SubScenario:d_subquest_1340_3,True,,2,2,1.0,,,3,void,,1,idle,,13,idle
d_subquest_1340_4,d_subquest_1340,Speech,neon,neon,Locale_SubScenario:d_subquest_1340_4,True,,S_130,S_130,1.0,,,3,void,,1,idle,,13,idle
d_subquest_1340_5,d_subquest_1340,Speech,anis,anis,Locale_SubScenario:d_subquest_1340_5,True,,30,30,1.0,,,3,void,,1,idle,,13,idle
d_subquest_1340_6,d_subquest_1340,Speech,neon,neon,Locale_SubScenario:d_subquest_1340_6,True,,S_130,S_130,1.0,,,3,void,,1,idle,,13,surprise
d_subquest_1340_7,d_subquest_1340,Speech,anis,anis,Locale_SubScenario:d_subquest_1340_7,True,,30,30,1.0,,,3,worry,,1,idle,,13,surprise
d_subquest_1340_8,d_subquest_1340,Speech,anis,anis,Locale_SubScenario:d_subquest_1340_8,True,,30,30,1.0,,,3,worry,,1,idle,,13,idle
d_subquest_1340_9,d_subquest_1340,Speech,anis,anis,Locale_SubScenario:d_subquest_1340_9,True,,30,300,2.0,,,3,worry,,1,idle,,13,idle
d_subquest_1340_10,d_subquest_1340,Speech,anis,anis,Locale_SubScenario:d_subquest_1340_10,True,,300,2,2.0,,,3,void,,1,idle,,13,idle
d_subquest_1340_11,d_subquest_1340,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1340_11,True,,2,2,1.0,,,3,void,,1,idle,,13,idle
d_subquest_1340_12,d_subquest_1340,Speech,anis,anis,Locale_SubScenario:d_subquest_1340_12,True,,2,2,1.0,,,3,void,,1,idle,,13,idle
d_subquest_1340_13,d_subquest_1340,Self,anis,,Locale_SubScenario:d_subquest_1340_13,False,,2,2,1.0,,,3,void,,1,idle,,13,idle
d_subquest_1340_14,d_subquest_1340,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1340_14,True,,2,10,1.0,,,3,void,,1,idle,,13,idle
d_subquest_1340_15,d_subquest_1340,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1340_15,True,,10,10,1.0,,,3,void,,1,idle,,13,idle
d_subquest_1340_16,d_subquest_1340,Speech,anis,anis,Locale_SubScenario:d_subquest_1340_16,True,,10,30,1.0,,,3,worry,,1,idle,,13,idle
d_subquest_1340_17,d_subquest_1340,Speech,anis,anis,Locale_SubScenario:d_subquest_1340_17,True,,30,30,1.0,,,3,void,,1,idle,,13,idle
