id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,set_camera_shake,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
d_ex_redash_04_4_1,d_ex_redash_04_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_4_1,False,rapunzel_o,1,idle,Church,black,black,1.0,none,,,,,,,,,,,,
d_ex_redash_04_4_2,d_ex_redash_04_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_4_2,False,,1,idle,,5,5,1.0,bgm_story_backtonormal,sfx_scn_rustydooropen,,,,,,,,,,,
d_ex_redash_04_4_3,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_3,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_4,d_ex_redash_04_4,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_04_4_4,False,,5,no,,5,5,1.0,,,,,,,,,,,,,
d_ex_redash_04_4_5,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_5,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_6,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_6,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_7,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_7,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_8,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_8,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_9,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_9,True,,5,pain_01,,5,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_10,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_10,True,,5,pain_01,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_11,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_11,True,,5,pain_01,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_12,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_12,True,,5,pain_01,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_13,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_13,True,,5,pain_01,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_14,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_14,True,,5,pain_02,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_15,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_15,True,,5,surprise,,L_50,5,0.7,,,rapunzel_o,Low_2,,,,,,,,,
d_ex_redash_04_4_16,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_16,True,,5,sad,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_17,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_17,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_18,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_18,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_19,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_19,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_20,d_ex_redash_04_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_4_20,False,,5,no,,5,5,1.0,,sfx_scn_knock,,Low_2,,,,,,,,,
d_ex_redash_04_4_21,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_21,False,,5,surprise,,5,L_50,0.5,,,rapunzel_o,Low_2,,,,,,,,,
d_ex_redash_04_4_22,d_ex_redash_04_4,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_04_4_22,False,,5,surprise,,L_50,L_50,1.0,,,,,,,,,,,,,
d_ex_redash_04_4_23,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_23,True,,5,surprise,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_24,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_24,False,,5,surprise,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_25,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_25,True,,5,no,,L_50,L_50,1.0,,,rapunzel_o,Low_2,,,,,,,,,
d_ex_redash_04_4_26,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_26,True,,5,no,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_27,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_27,True,,5,surprise,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_28,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_28,True,,5,think,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_29,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_29,True,,5,think,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_30,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_30,True,,5,no,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_31,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_31,True,,5,surprise,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_32,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_32,True,,5,pain_01,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_33,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_33,False,,5,surprise,,L_50,L_50,1.0,,,rapunzel_o,Low_2,,,,,,,,,
d_ex_redash_04_4_34,d_ex_redash_04_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_4_34,False,,5,surprise,,L_50,1,0.5,,sfx_scn_heavytrip,,Low_2,rapunzel_o,,,,,,,,
d_ex_redash_04_4_35,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_35,True,rapunzel_o,5,surprise,,1,L_50,0.5,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_36,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_36,True,,5,surprise,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_37,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_37,True,,5,surprise,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_38,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_38,True,,5,surprise,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_39,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_39,False,,5,no,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_40,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_40,True,,5,no,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_41,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_41,True,,5,no,,L_50,L_50,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_42,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_42,True,,5,no,,L_50,L_50,1.0,,,rapunzel_o,Low_2,,,,,,,,,
d_ex_redash_04_4_43,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_43,True,,5,no,,L_50,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_44,d_ex_redash_04_4,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_04_4_44,False,,5,no,,5,5,1.0,,,,,,,,,,,,,
d_ex_redash_04_4_45,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_45,True,,5,pain_01,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_46,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_46,True,,5,pain_01,,5,5,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_47,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_47,True,,5,pain_01,,5,5,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_48,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_48,True,,5,pain_01,,5,5,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_49,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_49,True,,5,pain_01,,5,5,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_50,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_50,True,,5,surprise,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_51,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_51,True,,5,surprise,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_52,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_52,True,,5,surprise,,5,5,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_53,d_ex_redash_04_4,Speech,unknown,Locale_SuddenStory:d_ex_redash_04_4_53,True,,5,surprise,,5,5,1.0,,,unknown,,,,,,,,,,
d_ex_redash_04_4_54,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_54,True,,5,pain_01,,5,L_50,0.7,,,rapunzel_o,,,,,,,,,,
