id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_17_11_1,d_main_17_11,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_11_1,True,IceLand_04,10,10,1.0,bgm_story_6f6e6573656c66,rapunzel,1,idle,anis,13,void,neon,15,surprise,rapi,17,idle
d_main_17_11_2,d_main_17_11,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_11_2,True,,10,10,1.0,,,1,idle,,13,void,,15,surprise,,17,idle
d_main_17_11_3,d_main_17_11,Speech,rapi,rapi,Locale_MainScenario:d_main_17_11_3,True,,170,170,1.0,,,1,idle,,13,void,,15,surprise,,17,idle
d_main_17_11_4,d_main_17_11,Speech,rapi,rapi,Locale_MainScenario:d_main_17_11_4,True,,170,170,1.0,,,1,idle,,13,void,,15,surprise,,17,idle
d_main_17_11_5,d_main_17_11,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_11_5,True,,10,10,1.0,,,1,no,,13,void,,15,surprise,,17,idle
d_main_17_11_6,d_main_17_11,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_11_6,True,,10,10,1.0,,,1,no,,13,void,,15,surprise,,17,idle
d_main_17_11_7,d_main_17_11,Speech,rapi,rapi,Locale_MainScenario:d_main_17_11_7,True,,170,170,1.0,,,1,no,,13,void,,15,surprise,,17,idle
d_main_17_11_8,d_main_17_11,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_11_8,False,,10,10,1.0,,,1,no,,13,void,,15,surprise,,17,idle
d_main_17_11_9,d_main_17_11,Speech,rapi,rapi,Locale_MainScenario:d_main_17_11_9,True,,170,170,1.0,,,1,no,,13,void,,15,surprise,,17,idle
d_main_17_11_10,d_main_17_11,Speech,rapi,rapi,Locale_MainScenario:d_main_17_11_10,True,,170,170,1.0,,,1,no,,13,void,,15,surprise,,17,idle
d_main_17_11_11,d_main_17_11,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_11_11,True,,10,10,1.0,,,1,idle,,13,void,,15,surprise,,17,idle
d_main_17_11_12,d_main_17_11,Speech,rapi,rapi,Locale_MainScenario:d_main_17_11_12,True,,170,170,1.0,,,1,idle,,13,void,,15,surprise,,17,idle
d_main_17_11_13,d_main_17_11,Speech,rapi,rapi,Locale_MainScenario:d_main_17_11_13,True,,170,170,1.0,,,1,idle,,13,void,,15,surprise,,17,idle
d_main_17_11_14,d_main_17_11,Speech,anis,anis,Locale_MainScenario:d_main_17_11_14,False,,130,130,1.0,,,1,idle,,13,void,,15,surprise,,17,idle
d_main_17_11_15,d_main_17_11,Speech,neon,neon,Locale_MainScenario:d_main_17_11_15,False,,S_150,S_150,1.0,,,1,idle,,13,void,,15,surprise,,17,idle
d_main_17_11_16,d_main_17_11,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_11_16,True,,10,10,1.0,,,1,no,,13,void,,15,surprise,,17,idle
d_main_17_11_17,d_main_17_11,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_11_17,True,,10,10,1.0,,,1,no,,13,void,,15,surprise,,17,idle
d_main_17_11_18,d_main_17_11,Speech,rapi,rapi,Locale_MainScenario:d_main_17_11_18,True,,170,170,1.0,,,1,idle,,13,void,,15,surprise,,17,think
