id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_22_03_1,d_main_22_03,Speech,anis,anis,Locale_MainScenario:d_main_22_03_1,True,rapi,1,idle,anis,13,idle,neon,15,idle,poli,3,idle,miranda,5,idle,Destroyedcity,1315,1315,1.0,bgm_collapse_a,,,,
d_main_22_03_2,d_main_22_03,Speech,neon,neon,Locale_MainScenario:d_main_22_03_2,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,1315,1315,1.0,,,,,
d_main_22_03_3,d_main_22_03,Speech,rapi,rapi,Locale_MainScenario:d_main_22_03_3,True,,1,idle,,13,idle,,15,idle,,3,idle,,5,idle,,10,10,1.0,,,,,
d_main_22_03_4,d_main_22_03,Speech,miranda,miranda,Locale_MainScenario:d_main_22_03_4,True,,1,idle,,13,void,,15,idle,,3,idle,,5,idle,,S_50,S_50,1.0,,,,,
d_main_22_03_5,d_main_22_03,Speech,anis,anis,Locale_MainScenario:d_main_22_03_5,True,,1,idle,,13,void,,15,idle,,3,idle,,5,idle,,1315,1315,1.0,,,,,
d_main_22_03_6,d_main_22_03,Speech,neon,neon,Locale_MainScenario:d_main_22_03_6,True,,1,idle,,13,void,,15,idle,,3,idle,,5,idle,,1315,1315,1.0,,,,,
d_main_22_03_7,d_main_22_03,Speech,anis,anis,Locale_MainScenario:d_main_22_03_7,True,,1,idle,,13,sad,,15,idle,,3,idle,,5,idle,,1315,1315,1.0,,,,,
d_main_22_03_8,d_main_22_03,Speech,rapi,rapi,Locale_MainScenario:d_main_22_03_8,True,,1,idle,,13,sad,,15,idle,,3,idle,,5,idle,,1315,113,1.5,,,,,
d_main_22_03_9,d_main_22_03,Speech,anis,anis,Locale_MainScenario:d_main_22_03_9,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,,,,
d_main_22_03_10,d_main_22_03,Speech,enikk_op_l,enikk_op_l,Locale_MainScenario:d_main_22_03_10,True,,1,idle,,13,worry,,15,idle,,3,idle,,5,idle,,113,113,1.0,,enikk_op_l,OP_leftup,special,
