id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_23_03_e_1,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_1,True,OuterrimWall,10,10,1.0,bgm_greyhaze_a,,moran,1,worry,,rapi,7,idle,,anis,5,void,,neon,3,idle,,,,,
d_main_23_03_e_2,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_2,True,,10,10,1.0,,,,1,worry,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_3,d_main_23_03_e,Self,,,Locale_MainScenario:d_main_23_03_e_3,False,,10,10,1.0,,,,1,worry,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_4,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_4,False,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_5,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_5,True,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_6,d_main_23_03_e,Self,,,Locale_MainScenario:d_main_23_03_e_6,False,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_7,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_7,True,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_8,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_8,True,,10,10,1.0,,,,1,worry,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_9,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_9,True,,10,10,1.0,,,,1,worry,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_10,d_main_23_03_e,Self,,,Locale_MainScenario:d_main_23_03_e_10,False,,10,10,1.0,,,,1,worry,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_11,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_11,True,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_12,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_12,True,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_13,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_13,True,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_14,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_14,True,,10,10,1.0,,,,1,idle,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_15,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_15,True,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_16,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_16,True,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_17,d_main_23_03_e,Speech,rapi,rapi,Locale_MainScenario:d_main_23_03_e_17,True,,70,70,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_18,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_18,True,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_19,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_19,True,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_20,d_main_23_03_e,Speech,neon,neon,Locale_MainScenario:d_main_23_03_e_20,True,,10,2,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_21,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_21,True,,2,2,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_22,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_22,True,,2,2,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_23,d_main_23_03_e,Speech,anis,anis,Locale_MainScenario:d_main_23_03_e_23,True,,2,5,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_24,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_24,True,,5,1,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_25,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_25,True,,1,1,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_26,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_26,True,,1,1,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_27,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_27,True,,1,1,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_28,d_main_23_03_e,Self,,,Locale_MainScenario:d_main_23_03_e_28,False,,1,1,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_29,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_29,True,,1,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_30,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_30,True,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_31,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_31,True,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_32,d_main_23_03_e,Self,,,Locale_MainScenario:d_main_23_03_e_32,False,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_33,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_33,True,,10,10,1.0,,,,1,think,,,7,idle,,,5,void,,,3,idle,,,,,
d_main_23_03_e_34,d_main_23_03_e,Narration,,,Locale_MainScenario:d_main_23_03_e_34,False,OuterRim,black,black,1.0,,black,,1,think,moran,,7,idle,rapi,,5,void,anis,,3,idle,neon,,,,
d_main_23_03_e_35,d_main_23_03_e,Narration,,,Locale_MainScenario:d_main_23_03_e_35,False,,4,4,1.0,,,,,,,,,,,,,,,,,,,,,,
d_main_23_03_e_36,d_main_23_03_e,Speech,anis,anis,Locale_MainScenario:d_main_23_03_e_36,False,,4,4,1.0,,,moran,1,think,,rapi,7,idle,,anis,5,sad,,neon,3,worry,,,,,
d_main_23_03_e_37,d_main_23_03_e,Speech,neon,neon,Locale_MainScenario:d_main_23_03_e_37,True,,4,4,1.0,,,,1,think,,,7,idle,,,5,sad,,,3,worry,,,,,
d_main_23_03_e_38,d_main_23_03_e,Speech,anis,anis,Locale_MainScenario:d_main_23_03_e_38,True,,4,4,1.0,,,,1,think,,,7,idle,,,5,worry,,,3,worry,,,,,
d_main_23_03_e_39,d_main_23_03_e,Speech,anis,anis,Locale_MainScenario:d_main_23_03_e_39,True,,4,4,1.0,,,,1,think,,,7,idle,,,5,worry,,,3,worry,,,,,
d_main_23_03_e_40,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_40,True,,10,10,1.0,,,,1,idle,,,7,idle,,,5,worry,,,3,worry,,,,,
d_main_23_03_e_41,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_41,True,,10,10,1.0,,,,1,idle,,,7,idle,,,5,worry,,,3,worry,,,,,
d_main_23_03_e_42,d_main_23_03_e,Speech,anis,anis,Locale_MainScenario:d_main_23_03_e_42,True,,50,50,1.0,,,,1,idle,,,7,idle,,,5,worry,,,3,worry,,,,,
d_main_23_03_e_43,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_43,True,,1,16,1.0,,,,15,angry,,,7,idle,,,5,worry,,,3,worry,,,,,
d_main_23_03_e_44,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_44,True,,16,16,1.0,,,,15,angry,,,7,idle,,,5,worry,,,3,worry,,outerrimman,17,idle,
d_main_23_03_e_45,d_main_23_03_e,Speech,moran,moran,Locale_MainScenario:d_main_23_03_e_45,True,,16,16,1.0,,,,15,think,,,7,idle,,,5,worry,,,3,worry,,,17,idle,
d_main_23_03_e_46,d_main_23_03_e,Speech,outerrimman,outerrimman,Locale_MainScenario:d_main_23_03_e_46,True,,16,16,1.0,,,,15,think,,,7,idle,,,5,worry,,,3,worry,,,17,idle,
