id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_subquest_1311_e_1,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_1,True,Grassland,1,1,1.0,bgm_story_edenin,,isabel,1,idle
d_subquest_1311_e_2,d_subquest_1311_e,Self,isabel,,Locale_SubScenario:d_subquest_1311_e_2,False,,1,1,1.0,,,,1,idle
d_subquest_1311_e_3,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_3,True,,1,S_10,1.0,,,,1,idle
d_subquest_1311_e_4,d_subquest_1311_e,Monologue,isabel,,Locale_SubScenario:d_subquest_1311_e_4,False,,S_10,S_10,1.0,,,,1,idle
d_subquest_1311_e_5,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_5,True,,S_10,S_10,1.0,,,,1,good
d_subquest_1311_e_6,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_6,True,,S_10,S_10,1.0,,,,1,good
d_subquest_1311_e_7,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_7,False,,S_10,S_10,1.0,,,,1,idle
d_subquest_1311_e_8,d_subquest_1311_e,Self,isabel,,Locale_SubScenario:d_subquest_1311_e_8,False,,S_10,S_10,1.0,,,,1,idle
d_subquest_1311_e_9,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_9,True,,S_10,S_10,1.0,,,,1,shy
d_subquest_1311_e_10,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_10,True,,S_10,S_10,1.0,,,,1,shy
d_subquest_1311_e_11,d_subquest_1311_e,Self,isabel,,Locale_SubScenario:d_subquest_1311_e_11,False,,S_10,S_10,1.0,,,,1,shy
d_subquest_1311_e_12,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_12,False,,S_10,S_10,1.0,,,,1,shy
d_subquest_1311_e_13,d_subquest_1311_e,Self,isabel,,Locale_SubScenario:d_subquest_1311_e_13,False,,S_10,S_10,1.0,,,,1,shy
d_subquest_1311_e_14,d_subquest_1311_e,Choice,isabel,,Locale_SubScenario:d_subquest_1311_e_14,False,,S_10,S_10,1.0,,d_subquest_1311_e_16,,1,shy
d_subquest_1311_e_15,d_subquest_1311_e,Choice,isabel,,Locale_SubScenario:d_subquest_1311_e_15,False,,S_10,S_10,1.0,,d_subquest_1311_e_18,,1,shy
d_subquest_1311_e_16,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_16,True,,S_10,S_10,1.0,,,,1,shy
d_subquest_1311_e_17,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_17,True,,S_10,S_10,1.0,,d_subquest_1311_e_20,,1,shy
d_subquest_1311_e_18,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_18,True,,S_10,S_10,1.0,,,,1,shy
d_subquest_1311_e_19,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_19,True,,S_10,S_10,1.0,,d_subquest_1311_e_20,,1,shy
d_subquest_1311_e_20,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_20,True,,S_10,S_10,1.0,,,,1,shy
d_subquest_1311_e_21,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_21,True,,S_10,S_10,1.0,,,,1,shy
d_subquest_1311_e_22,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_22,True,,S_10,S_10,1.0,,,,1,shy
d_subquest_1311_e_23,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_23,False,,S_10,S_10,1.0,,,,1,idle
d_subquest_1311_e_24,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_24,True,,S_10,S_10,1.0,,,,1,idle
d_subquest_1311_e_25,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_25,True,,S_10,S_10,1.0,,,,1,idle
d_subquest_1311_e_26,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_26,True,,S_10,S_100,1.0,,,,1,idle
d_subquest_1311_e_27,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_27,True,,S_100,S_100,1.0,,,,1,idle
d_subquest_1311_e_28,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_28,True,,S_100,S_100,1.0,,,,1,idle
d_subquest_1311_e_29,d_subquest_1311_e,Choice,isabel,,Locale_SubScenario:d_subquest_1311_e_29,False,,S_100,S_100,1.0,,d_subquest_1311_e_31,,1,idle
d_subquest_1311_e_30,d_subquest_1311_e,Choice,isabel,,Locale_SubScenario:d_subquest_1311_e_30,False,,S_100,S_100,1.0,,d_subquest_1311_e_34,,1,idle
d_subquest_1311_e_31,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_31,False,,S_100,S_100,1.0,,,,1,surprise
d_subquest_1311_e_32,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_32,True,,S_100,S_100,1.0,,,,1,shy
d_subquest_1311_e_33,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_33,True,,S_100,S_100,1.0,,d_subquest_1311_e_37,,1,shy
d_subquest_1311_e_34,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_34,False,,S_100,S_100,1.0,,,,1,surprise
d_subquest_1311_e_35,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_35,True,,S_100,S_100,1.0,,,,1,shy
d_subquest_1311_e_36,d_subquest_1311_e,Speech,isabel,isabel,Locale_SubScenario:d_subquest_1311_e_36,True,,S_100,S_100,1.0,,d_subquest_1311_e_37,,1,shy
d_subquest_1311_e_37,d_subquest_1311_e,Monologue,,,Locale_SubScenario:d_subquest_1311_e_37,False,,black,black,1.0,,,,1,shy
