id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_34_07_s_1,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_1,True,BlackSea,90,9,1.0,bgm_disaster,,,,behemoth,9,idle,,anis,3,angry,,neon,1,worry,,rapi,13,angry,,eunhwa_t,15,idle,,emma_t,17,worry,,vesti_t,19,idle,
d_main_34_07_s_2,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_2,False,,black,black,1.0,,sfx_scn_explosionhuge,Low_2,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_3,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_3,False,,black,black,1.0,,sfx_scn_groundstompmany,Low_2,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_4,d_main_34_07_s,Speech,anis,anis,Locale_MainScenario:d_main_34_07_s_4,True,,2,2,1.0,,,,,,9,idle,,,3,sad,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_5,d_main_34_07_s,Speech,neon,neon,Locale_MainScenario:d_main_34_07_s_5,True,,2,2,1.0,,,,,,9,idle,,,3,sad,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_6,d_main_34_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_34_07_s_6,True,,2,12,2.0,,,,,,9,idle,,,3,sad,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_7,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_7,True,,90,90,1.0,,,,,,9,shy,,,3,sad,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_8,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_8,False,,90,90,1.0,,sfx_scn_explosionhuge,Low_2,,,9,shy,,,3,sad,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_9,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_9,False,,90,90,1.0,,,,,,9,shy,,,3,sad,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_10,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_10,False,,90,90,1.0,,,,,,9,shy,,,3,angry,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_11,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_11,False,,90,90,1.0,,,,,,9,shy,,,3,angry,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_12,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_12,False,,90,90,1.0,,,,,,9,shy,,,3,angry,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_13,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_13,False,,90,90,1.0,,,,,,9,shy,,,3,angry,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_14,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_14,False,,90,90,1.0,,,,,,9,shy,,,3,angry,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_15,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_15,False,,90,90,1.0,,,,,,9,shy,,,3,angry,,,1,worry,,,13,angry,,,15,idle,,,17,worry,,,19,idle,
d_main_34_07_s_16,d_main_34_07_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_07_s_16,True,,15,15,1.0,,,,,,9,shy,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_17,d_main_34_07_s,Speech,emma_t,emma_t,Locale_MainScenario:d_main_34_07_s_17,True,,15,18,1.0,,,,,,9,shy,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_18,d_main_34_07_s,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_07_s_18,True,,18,18,1.0,,,,,,9,shy,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_19,d_main_34_07_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_07_s_19,True,,150,150,1.0,,,,,,9,shy,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_20,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_20,True,,90,90,1.0,,,,,,9,good,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_21,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_21,True,,90,90,1.0,,,,,,9,good,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_22,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_22,True,,90,90,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_23,d_main_34_07_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_07_s_23,True,,150,150,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_24,d_main_34_07_s,Speech,anis,anis,Locale_MainScenario:d_main_34_07_s_24,True,,30,30,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_25,d_main_34_07_s,Narration,anis,,Locale_MainScenario:d_main_34_07_s_25,False,,30,3,1.0,,sfx_scn_explosionhuge,Low_2,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_26,d_main_34_07_s,Speech,anis,anis,Locale_MainScenario:d_main_34_07_s_26,True,,3,3,1.0,,,,,,9,idle,,,3,sad,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_27,d_main_34_07_s,Monologue,anis,,Locale_MainScenario:d_main_34_07_s_27,False,,3,3,1.0,,,,,,9,idle,,,3,sad,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_28,d_main_34_07_s,Monologue,anis,,Locale_MainScenario:d_main_34_07_s_28,False,,3,3,1.0,,,,,,9,idle,,,3,sad,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_29,d_main_34_07_s,Self,anis,,Locale_MainScenario:d_main_34_07_s_29,False,,3,3,1.0,,,,,,9,idle,,,3,sad,,,1,worry,,,13,angry,,,15,angry,,,17,worry,,,19,idle,
d_main_34_07_s_30,d_main_34_07_s,Speech,anis,anis,Locale_MainScenario:d_main_34_07_s_30,True,,3,3,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,19,worry,,,17,idle,
d_main_34_07_s_31,d_main_34_07_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_07_s_31,True,,16,16,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,19,worry,,,17,idle,
d_main_34_07_s_32,d_main_34_07_s,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_07_s_32,True,,16,16,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,idle,,,19,worry,,,17,idle,
d_main_34_07_s_33,d_main_34_07_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_07_s_33,True,,16,16,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,idle,,,19,worry,,,17,idle,
d_main_34_07_s_34,d_main_34_07_s,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_07_s_34,True,,16,16,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,idle,,,19,worry,,,17,idle,
d_main_34_07_s_35,d_main_34_07_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_07_s_35,False,,16,16,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,19,worry,,,17,idle,
d_main_34_07_s_36,d_main_34_07_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:d_main_34_07_s_36,True,,16,150,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,19,worry,,,17,idle,
d_main_34_07_s_37,d_main_34_07_s,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_07_s_37,True,,150,XS_170,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,19,worry,,,17,idle,
d_main_34_07_s_38,d_main_34_07_s,Self,rapi,,Locale_MainScenario:d_main_34_07_s_38,False,,130,130,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,19,worry,,,17,idle,
d_main_34_07_s_39,d_main_34_07_s,Speech,rapi,rapi,Locale_MainScenario:d_main_34_07_s_39,True,,130,130,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,13,angry,,,15,angry,,,19,idle,,,17,idle,
d_main_34_07_s_40,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_40,False,,black,black,1.0,,sfx_scn_rapi_mode,,,,9,idle,,,3,angry,,,1,worry,,rapi_r,7,angry,rapi,,15,angry,,,19,worry,,,5,idle,
d_main_34_07_s_41,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_41,False,,6,6,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,idle,
d_main_34_07_s_42,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_42,False,,6,6,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,idle,
d_main_34_07_s_43,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_43,False,,6,6,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,idle,
d_main_34_07_s_44,d_main_34_07_s,Speech,rapi_r,rapi_r,Locale_MainScenario:d_main_34_07_s_44,True,,6,70,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,idle,
d_main_34_07_s_45,d_main_34_07_s,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_07_s_45,True,,70,XS_50,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,rage,
d_main_34_07_s_46,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_46,True,,90,90,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,rage,
d_main_34_07_s_47,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_47,True,,90,9,0.5,,,,,,9,smile,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,rage,
d_main_34_07_s_48,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_48,False,,black,black,1.0,,sfx_scn_heavyjump,,,,9,smile,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,rage,
d_main_34_07_s_49,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_49,False,,black,black,1.0,,sfx_scn_groundstomp,,,,9,idle,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,rage,
d_main_34_07_s_50,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_50,False,,black,black,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,rage,
d_main_34_07_s_51,d_main_34_07_s,Speech,rapi_r,rapi_r,Locale_MainScenario:d_main_34_07_s_51,True,,6,6,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,rage,
d_main_34_07_s_52,d_main_34_07_s,Speech,vesti_t,vesti_t,Locale_MainScenario:d_main_34_07_s_52,True,,6,6,1.0,,,,,,9,idle,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,rage,
d_main_34_07_s_53,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_53,True,,9,90,1.0,,,,,,9,good,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,rage,
d_main_34_07_s_54,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_54,False,,90,90,1.0,,sfx_scn_hugegroundcreak,Low_2,,,9,good,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,rage,
d_main_34_07_s_55,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_55,False,,black,black,1.0,,,,,,9,good,,,3,angry,,,1,worry,,,7,angry,,,15,angry,,,19,worry,,,5,rage,
d_main_34_07_s_56,d_main_34_07_s,Self,behemoth,,Locale_MainScenario:d_main_34_07_s_56,False,,90,90,1.0,,,,,,9,good,,,3,angry,,,1,worry,,,7,angry,,,15,angry,eunhwa_t,,19,worry,emma_t,,5,rage,
d_main_34_07_s_57,d_main_34_07_s,Speech,rapi_r,rapi_r,Locale_MainScenario:d_main_34_07_s_57,True,,90,70,0.5,,,,,,9,good,,,3,angry,,,1,worry,,,7,angry,,,,,,,,,,,5,rage,
d_main_34_07_s_58,d_main_34_07_s,Narration,rapi_r,,Locale_MainScenario:d_main_34_07_s_58,False,,black,black,1.0,,sfx_scn_explosions,,,,9,good,,,3,angry,,,1,worry,,,7,angry,rapi_r,,,,,,,,,,5,rage,vesti_t
d_main_34_07_s_59,d_main_34_07_s,Narration,rapi_r,,Locale_MainScenario:d_main_34_07_s_59,False,,black,black,1.0,,sfx_scn_explosionhuge,,Blur_High,,9,good,,,3,angry,,,1,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_60,d_main_34_07_s,Monologue,rapi_r,,Locale_MainScenario:d_main_34_07_s_60,False,,black,black,1.0,,,,Blur_High,,9,good,,,3,angry,,,1,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_61,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_61,False,,black,black,1.0,,,,Blur_High,,9,good,,,3,angry,,,1,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_62,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_62,False,,black,black,1.0,,,,Blur_High,,9,good,,,3,angry,,,1,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_63,d_main_34_07_s,Speech,anis,anis,Locale_MainScenario:d_main_34_07_s_63,True,,2,2,1.0,,,,,,9,good,,,3,angry,,,1,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_64,d_main_34_07_s,Speech,neon,neon,Locale_MainScenario:d_main_34_07_s_64,True,,2,2,1.0,,,,,,9,good,,,3,angry,,,1,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_65,d_main_34_07_s,Speech,anis,anis,Locale_MainScenario:d_main_34_07_s_65,True,,2,2,1.0,,,,,,9,good,,,3,angry,,,1,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_66,d_main_34_07_s,Monologue,anis,,Locale_MainScenario:d_main_34_07_s_66,False,,2,2,1.0,,,,,,9,good,,,3,angry,,,1,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_67,d_main_34_07_s,Speech,anis,anis,Locale_MainScenario:d_main_34_07_s_67,True,,2,30,1.0,,,,,,9,good,,,3,angry,,,1,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_68,d_main_34_07_s,Speech,behemoth,behemoth,Locale_MainScenario:d_main_34_07_s_68,True,,90,900,0.5,,,,,,9,idle,,,3,angry,,,1,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_69,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_69,False,,black,black,1.0,,sfx_scn_heavyjump,,,,9,idle,,,7,angry,,,1,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_70,d_main_34_07_s,Monologue,behemoth,,Locale_MainScenario:d_main_34_07_s_70,False,,black,black,1.0,,,,,,9,idle,,,7,angry,,,1,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_71,d_main_34_07_s,Narration,behemoth,,Locale_MainScenario:d_main_34_07_s_71,False,,black,black,1.0,,sfx_scn_machinebreak,Low_2,,,9,idle,,,7,angry,,,5,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_72,d_main_34_07_s,Speech,anis,anis,Locale_MainScenario:d_main_34_07_s_72,True,,8,6,2.0,,,,,,9,idle,,,7,angry,,,5,worry,,,,,,,,,,,,,,,,,
d_main_34_07_s_73,d_main_34_07_s,Speech,neon,neon,Locale_MainScenario:d_main_34_07_s_73,True,,6,6,1.0,,,,,,9,idle,,,7,angry,,,5,worry,,,,,,,,,,,,,,,,,
