id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_05_11_s_1,d_main_05_11_s,Speech,anis,anis,Locale_MainScenario:d_main_05_11_s_1,True,alice,3,idle,ludmilla,1,idle,rapi,13,idle,anis,15,delight,neon,17,idle,IceLand_03,150,150,1.0,bgm_emergency
d_main_05_11_s_2,d_main_05_11_s,Speech,neon,neon,Locale_MainScenario:d_main_05_11_s_2,True,,3,idle,,1,idle,,13,idle,,15,delight,,17,idle,,150,S_170,1.0,
d_main_05_11_s_3,d_main_05_11_s,Speech,neon,neon,Locale_MainScenario:d_main_05_11_s_3,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,S_170,S_170,1.0,
d_main_05_11_s_4,d_main_05_11_s,Speech,neon,neon,Locale_MainScenario:d_main_05_11_s_4,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,no,,S_170,S_1700,0.5,
d_main_05_11_s_5,d_main_05_11_s,Speech,neon,neon,Locale_MainScenario:d_main_05_11_s_5,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,no,,S_1700,S_1700,1.0,
d_main_05_11_s_6,d_main_05_11_s,Speech,neon,neon,Locale_MainScenario:d_main_05_11_s_6,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,no,,S_1700,S_170,3.0,
d_main_05_11_s_7,d_main_05_11_s,Speech,anis,anis,Locale_MainScenario:d_main_05_11_s_7,True,,3,idle,,1,idle,,13,idle,,15,no,,17,no,,S_170,150,1.0,
d_main_05_11_s_8,d_main_05_11_s,Speech,rapi,rapi,Locale_MainScenario:d_main_05_11_s_8,True,,3,idle,,1,idle,,13,idle,,15,no,,17,idle,,150,130,1.0,
d_main_05_11_s_9,d_main_05_11_s,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_11_s_9,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,10,1.0,
d_main_05_11_s_10,d_main_05_11_s,Speech,rapi,rapi,Locale_MainScenario:d_main_05_11_s_10,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,
d_main_05_11_s_11,d_main_05_11_s,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_11_s_11,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,
d_main_05_11_s_12,d_main_05_11_s,Speech,rapi,rapi,Locale_MainScenario:d_main_05_11_s_12,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,
d_main_05_11_s_13,d_main_05_11_s,Speech,alice,alice,Locale_MainScenario:d_main_05_11_s_13,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,113,31,1.0,
d_main_05_11_s_14,d_main_05_11_s,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_11_s_14,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,
d_main_05_11_s_15,d_main_05_11_s,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_11_s_15,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,
d_main_05_11_s_16,d_main_05_11_s,Speech,alice,alice,Locale_MainScenario:d_main_05_11_s_16,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,31,S_30,1.0,
d_main_05_11_s_17,d_main_05_11_s,Speech,alice,alice,Locale_MainScenario:d_main_05_11_s_17,True,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,S_30,S_300,1.0,
d_main_05_11_s_18,d_main_05_11_s,Speech,ludmilla,ludmilla,Locale_MainScenario:d_main_05_11_s_18,True,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,S_300,100,1.0,
d_main_05_11_s_19,d_main_05_11_s,Speech,rapi,rapi,Locale_MainScenario:d_main_05_11_s_19,True,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,13,13,1.0,
d_main_05_11_s_20,d_main_05_11_s,Self,rapi,Self,Locale_MainScenario:d_main_05_11_s_20,True,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,13,13,1.0,
d_main_05_11_s_21,d_main_05_11_s,Speech,rapi,rapi,Locale_MainScenario:d_main_05_11_s_21,True,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,13,1300,0.5,
