id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_subquest_1151_e_1,d_subquest_1151_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1151_e_1,True,neon,3,surprise,anis,1,idle,rapi,13,idle,soldierow,17,idle,Desert_01,3,3,1.0,bgm_story_armageddon
d_subquest_1151_e_2,d_subquest_1151_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1151_e_2,True,,3,surprise,,1,idle,,13,idle,,17,idle,,3,17,1.0,
d_subquest_1151_e_3,d_subquest_1151_e,Speech,soldierow,massproduction01,Locale_SubScenario:d_subquest_1151_e_3,True,,3,idle,,1,idle,,13,idle,,17,idle,,17,170,1.0,
d_subquest_1151_e_4,d_subquest_1151_e,Speech,soldierow,massproduction01,Locale_SubScenario:d_subquest_1151_e_4,True,,3,idle,,1,idle,,13,idle,,17,idle,,170,170,1.0,
d_subquest_1151_e_5,d_subquest_1151_e,Speech,soldierow,massproduction01,Locale_SubScenario:d_subquest_1151_e_5,True,,3,idle,,1,idle,,13,idle,,17,idle,,170,170,1.0,
d_subquest_1151_e_6,d_subquest_1151_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1151_e_6,False,,3,idle,,1,idle,,13,angry,,17,idle,,170,130,1.0,
d_subquest_1151_e_7,d_subquest_1151_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1151_e_7,True,,3,idle,,1,worry,,13,angry,,17,idle,,130,10,1.0,
d_subquest_1151_e_8,d_subquest_1151_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1151_e_8,True,,3,idle,,1,worry,,13,angry,,17,idle,,10,10,1.0,
d_subquest_1151_e_9,d_subquest_1151_e,Self,anis,Self,Locale_SubScenario:d_subquest_1151_e_9,False,,3,idle,,1,worry,,13,angry,,17,idle,,10,10,1.0,
d_subquest_1151_e_10,d_subquest_1151_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1151_e_10,True,,3,idle,,1,worry,,13,idle,,17,idle,,130,130,1.0,
