id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
d_main_24_05_e_1,d_main_24_05_e,Speech,anis,anis,Locale_MainScenario:d_main_24_05_e_1,True,mihara,7,idle,yuni,5,surprise,syuen,3,pain,rapi,1,angry,neon,13,idle,anis,15,angry,MissilisOffice,14,14,1.0,bgm_story_destinedtofight,
d_main_24_05_e_2,d_main_24_05_e,Speech,neon,neon,Locale_MainScenario:d_main_24_05_e_2,True,,7,idle,,5,surprise,,3,pain,,1,angry,,13,worry,,15,angry,,14,14,1.0,,
d_main_24_05_e_3,d_main_24_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_05_e_3,True,,7,idle,,5,surprise,,3,pain,,1,angry,,13,worry,,15,angry,,14,12,1.0,,
d_main_24_05_e_4,d_main_24_05_e,Self,,Self,Locale_MainScenario:d_main_24_05_e_4,False,,7,idle,,5,surprise,,3,pain,,1,angry,,13,idle,,15,angry,,S_50,S_50,1.0,,
d_main_24_05_e_5,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_5,True,,7,idle,,5,surprise,,3,pain,,1,idle,,13,idle,,15,angry,,S_50,S_50,1.0,,
d_main_24_05_e_6,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_6,True,,7,idle,,5,shy,,3,pain,,1,idle,,13,idle,,15,angry,,S_50,4,2.0,,
d_main_24_05_e_7,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_7,True,,7,idle,,5,shy,,3,pain,,1,idle,,13,idle,,15,angry,,4,4,1.0,,
d_main_24_05_e_8,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_8,True,,7,idle,,5,shy,,3,pain,,1,idle,,13,idle,,15,angry,,4,4,1.0,,
d_main_24_05_e_9,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_9,True,,7,idle,,5,shy,,3,pain,,1,idle,,13,idle,,15,angry,,4,4,1.0,,
d_main_24_05_e_10,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_10,True,,7,idle,,5,shy,,3,pain,,1,idle,,13,idle,,15,angry,,4,4,1.0,,
d_main_24_05_e_11,d_main_24_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_05_e_11,True,,7,idle,,5,shy,,3,pain,,1,angry,,13,idle,,15,angry,,4,1,0.3,,
d_main_24_05_e_12,d_main_24_05_e,Self,,Self,Locale_MainScenario:d_main_24_05_e_12,False,,7,idle,,5,shy,,3,pain,,1,angry,,13,idle,,15,angry,,1,1,1.0,,
d_main_24_05_e_13,d_main_24_05_e,Speech,anis,anis,Locale_MainScenario:d_main_24_05_e_13,True,,7,idle,,5,shy,,3,pain,,1,angry,,13,idle,,15,angry,,1,14,0.3,,
d_main_24_05_e_14,d_main_24_05_e,Self,,Self,Locale_MainScenario:d_main_24_05_e_14,False,,7,idle,,5,shy,,3,pain,,1,angry,,13,idle,,15,angry,,S_50,S_50,1.0,,
d_main_24_05_e_15,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_15,True,,7,idle,,5,surprise,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_16,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_16,False,,7,idle,,5,think,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,2.0,,
d_main_24_05_e_17,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_17,True,,7,idle,,5,think,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_18,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_18,True,,7,idle,,5,think,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_19,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_19,True,,7,idle,,5,think,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_20,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_20,True,,7,idle,,5,special,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_21,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_21,True,,7,idle,,5,pain,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_500,0.7,,
d_main_24_05_e_22,d_main_24_05_e,Narration,,Narration,Locale_MainScenario:d_main_24_05_e_22,False,,7,idle,,5,pain,,3,pain,,1,idle,,13,idle,,15,idle,,black,black,1.0,,
d_main_24_05_e_23,d_main_24_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_24_05_e_23,True,,7,idle,,5,pain,,3,pain,,1,angry,,13,idle,,15,idle,,1,10,0.5,,
d_main_24_05_e_24,d_main_24_05_e,Monologue,,Monologue,Locale_MainScenario:d_main_24_05_e_24,False,,7,idle,,5,pain,,3,pain,,1,angry,,13,idle,,15,idle,,10,10,1.0,,
d_main_24_05_e_25,d_main_24_05_e,Self,,Self,Locale_MainScenario:d_main_24_05_e_25,False,,7,idle,,5,pain,,3,pain,,1,angry,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_26,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_26,True,,7,idle,,5,special,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_27,d_main_24_05_e,Self,,Self,Locale_MainScenario:d_main_24_05_e_27,False,,7,idle,,5,special,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_28,d_main_24_05_e,Self,,Self,Locale_MainScenario:d_main_24_05_e_28,False,,7,idle,,5,special,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_29,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_29,True,,7,idle,,5,special,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_30,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_30,True,,7,idle,,5,special,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_31,d_main_24_05_e,Self,,Self,Locale_MainScenario:d_main_24_05_e_31,False,,7,idle,,5,special,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
d_main_24_05_e_32,d_main_24_05_e,Speech,yuni,yuni,Locale_MainScenario:d_main_24_05_e_32,True,,7,idle,,5,special,,3,pain,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,,
