id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target
d_ex_maidcafe_06_1,d_ex_maidcafe_06,Narration,Narration,Locale_SuddenStory:d_ex_maidcafe_06_1,False,MaidCafe,black,black,1.0,sfx_scn_toyshopbell,none,,,,,,,,
d_ex_maidcafe_06_2,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_2,True,,1,1,1.0,,bgm_story_orangepop,marciana,marciana,1,surprise,,,,
d_ex_maidcafe_06_3,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_3,False,,1,1,1.0,,,,,1,surprise,,,,
d_ex_maidcafe_06_4,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_4,True,,1,1,1.0,,,marciana,,1,surprise,,,,
d_ex_maidcafe_06_5,d_ex_maidcafe_06,Narration,Narration,Locale_SuddenStory:d_ex_maidcafe_06_5,False,,1,1,1.0,sfx_scn_run,,,,1,surprise,cocoa,7,delight,
d_ex_maidcafe_06_6,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_6,True,,3,S_30,1.0,,,cocoa,,1,surprise,,3,delight,
d_ex_maidcafe_06_7,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_7,True,,10,10,1.0,,,marciana,,1,panic,,3,delight,
d_ex_maidcafe_06_8,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_8,True,,S_30,S_30,1.0,,,cocoa,,1,panic,,3,delight,
d_ex_maidcafe_06_9,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_9,False,,31,31,1.0,,,,,1,panic,,3,idle,
d_ex_maidcafe_06_10,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_10,True,,31,31,1.0,,,cocoa,,1,panic,,3,serious,
d_ex_maidcafe_06_11,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_11,True,,31,31,1.0,,,marciana,,1,surprise,,3,serious,
d_ex_maidcafe_06_12,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_12,True,,31,31,1.0,,,cocoa,,1,surprise,,3,serious,
d_ex_maidcafe_06_13,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_13,True,,31,31,1.0,,,cocoa,,1,surprise,,3,serious,
d_ex_maidcafe_06_14,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_14,True,,31,31,1.0,,,marciana,,1,panic,,3,serious,
d_ex_maidcafe_06_15,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_15,True,,31,31,1.0,,,marciana,,1,panic,,3,serious,
d_ex_maidcafe_06_16,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_16,True,,S_30,S_30,1.0,,,cocoa,,1,surprise,,3,serious,
d_ex_maidcafe_06_17,d_ex_maidcafe_06,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_06_17,False,,S_30,S_30,1.0,sfx_scn_run,,,,1,surprise,,7,serious,
d_ex_maidcafe_06_18,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_18,False,,1,1,1.0,,,marciana,,1,surprise,,7,serious,
d_ex_maidcafe_06_19,d_ex_maidcafe_06,Choice,,Locale_SuddenStory:d_ex_maidcafe_06_19,True,,1,1,1.0,,,,,1,surprise,,7,serious,d_ex_maidcafe_06_21
d_ex_maidcafe_06_20,d_ex_maidcafe_06,Choice,,Locale_SuddenStory:d_ex_maidcafe_06_20,True,,1,1,1.0,,,,,1,surprise,,7,serious,d_ex_maidcafe_06_24
d_ex_maidcafe_06_21,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_21,True,,1,1,1.0,,,marciana,,1,shy_02,,7,serious,
d_ex_maidcafe_06_22,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_22,False,,1,1,1.0,,,marciana,,1,surprise,,7,serious,
d_ex_maidcafe_06_23,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_23,True,,1,100,2.0,,,marciana,,1,shy,,7,serious,d_ex_maidcafe_06_29
d_ex_maidcafe_06_24,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_24,True,,1,1,1.0,,,marciana,,1,surprise,,7,serious,
d_ex_maidcafe_06_25,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_25,True,,1,1,1.0,,,marciana,,1,shy_02,,7,serious,
d_ex_maidcafe_06_26,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_26,True,,1,100,1.0,,,marciana,,1,shy,,7,serious,
d_ex_maidcafe_06_27,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_27,True,,100,100,1.0,,,,,1,shy,,7,serious,
d_ex_maidcafe_06_28,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_28,True,,100,100,1.0,,,marciana,,1,shy,,7,serious,d_ex_maidcafe_06_29
d_ex_maidcafe_06_29,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_29,True,,100,31,2.0,,,cocoa,,1,surprise,,3,idle,
d_ex_maidcafe_06_30,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_30,True,,31,31,1.0,,,cocoa,,1,surprise,,3,idle,
d_ex_maidcafe_06_31,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_31,False,,31,31,1.0,,,marciana,,1,panic,,3,idle,
d_ex_maidcafe_06_32,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_32,False,,31,31,1.0,,,,,1,panic,,3,idle,
d_ex_maidcafe_06_33,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_33,True,,31,31,1.0,,,marciana,,1,surprise,,3,idle,
d_ex_maidcafe_06_34,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_34,True,,31,S_30,1.0,,,cocoa,,1,surprise,,3,serious,
d_ex_maidcafe_06_35,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_35,True,,S_30,S_30,1.0,,,cocoa,,1,surprise,,3,serious,
d_ex_maidcafe_06_36,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_36,True,,S_30,31,1.0,,,cocoa,,1,surprise,,3,serious,
d_ex_maidcafe_06_37,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_37,True,,31,31,1.0,,,marciana,,1,panic,,3,serious,
d_ex_maidcafe_06_38,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_38,True,,31,31,1.0,,,cocoa,,1,panic,,3,serious,
d_ex_maidcafe_06_39,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_39,False,,31,31,1.0,,,,,1,panic,,3,serious,
d_ex_maidcafe_06_40,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_40,True,,31,31,1.0,,,cocoa,,1,panic,,3,serious,
d_ex_maidcafe_06_41,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_41,True,,31,31,1.0,,,cocoa,,1,shy,,3,delight,
d_ex_maidcafe_06_42,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_42,False,,31,31,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_43,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_43,True,,31,31,1.0,,,cocoa,,1,shy,,3,delight,
d_ex_maidcafe_06_44,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_44,False,,31,31,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_45,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_45,False,,31,31,1.0,,,marciana,,1,shy,,3,serious,
d_ex_maidcafe_06_46,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_46,False,,31,31,1.0,,,,,1,shy,,3,serious,
d_ex_maidcafe_06_47,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_47,True,,31,31,1.0,,,cocoa,,1,shy,,3,serious,
d_ex_maidcafe_06_48,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_48,True,,31,100,1.0,,,marciana,,1,panic,,3,serious,
d_ex_maidcafe_06_49,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_49,True,,100,100,1.0,,,marciana,,1,panic,,3,serious,
d_ex_maidcafe_06_50,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_50,True,,100,100,1.0,,,cocoa,,1,panic,,3,serious,
d_ex_maidcafe_06_51,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_51,True,,100,100,1.0,,,marciana,,1,panic,,3,serious,
d_ex_maidcafe_06_52,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_52,True,,100,31,2.0,,,cocoa,,1,panic,,3,delight,
d_ex_maidcafe_06_53,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_53,False,,10,10,1.0,,,marciana,,1,shy,,3,delight,
d_ex_maidcafe_06_54,d_ex_maidcafe_06,Narration,Narration,Locale_SuddenStory:d_ex_maidcafe_06_54,True,,S_30,S_30,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_55,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_55,False,,100,100,1.0,,,marciana,,1,shy,,3,delight,
d_ex_maidcafe_06_56,d_ex_maidcafe_06,Narration,Narration,Locale_SuddenStory:d_ex_maidcafe_06_56,True,,S_300,S_300,1.0,,,,,1,shy,,3,delight,
d_ex_maidcafe_06_57,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_57,True,,S_300,31,2.0,,,marciana,,1,shy_02,,3,delight,
d_ex_maidcafe_06_58,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_58,True,,31,31,1.0,,,cocoa,,1,shy_02,,3,delight,
d_ex_maidcafe_06_59,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_59,False,,31,31,1.0,,,marciana,,1,surprise,,3,delight,
d_ex_maidcafe_06_60,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_60,True,,31,31,1.0,,,marciana,,1,shy,,3,delight,
d_ex_maidcafe_06_61,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_61,True,,31,31,1.0,,,cocoa,,1,shy,,3,serious,
d_ex_maidcafe_06_62,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_62,True,,31,31,1.0,,,cocoa,,1,shy,,3,serious,
d_ex_maidcafe_06_63,d_ex_maidcafe_06,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_06_63,True,,31,31,1.0,sfx_scn_run,,,,1,shy,,7,idle,
d_ex_maidcafe_06_64,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_64,False,,31,1,1.0,,,marciana,,1,shy,,7,idle,
d_ex_maidcafe_06_65,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_65,False,,1,1,1.0,,,,,1,shy,,7,idle,
d_ex_maidcafe_06_66,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_66,False,,1,1,1.0,,,,,1,shy,,7,idle,
d_ex_maidcafe_06_67,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_67,False,,1,1,1.0,,,marciana,,1,shy,,7,idle,
d_ex_maidcafe_06_68,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_68,True,,1,1,1.0,,,marciana,,1,shy_02,,7,idle,
d_ex_maidcafe_06_69,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_69,False,,1,1,1.0,,,,,1,surprise,,7,idle,
d_ex_maidcafe_06_70,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_70,False,,1,10,1.0,,,marciana,,1,delight,,7,idle,
d_ex_maidcafe_06_71,d_ex_maidcafe_06,Speech,marciana,Locale_SuddenStory:d_ex_maidcafe_06_71,True,,10,10,1.0,,,marciana,,1,delight,,7,idle,
d_ex_maidcafe_06_72,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_72,False,,10,10,1.0,,,,,1,delight,,7,idle,
d_ex_maidcafe_06_73,d_ex_maidcafe_06,Monologue,Monologue,Locale_SuddenStory:d_ex_maidcafe_06_73,False,,10,10,1.0,,,,,1,delight,,7,idle,
d_ex_maidcafe_06_74,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_74,True,,10,31,1.0,,,cocoa,,1,idle,,3,serious,
d_ex_maidcafe_06_75,d_ex_maidcafe_06,Speech,cocoa,Locale_SuddenStory:d_ex_maidcafe_06_75,True,,31,31,1.0,,,cocoa,,1,idle,,3,serious,
d_ex_maidcafe_06_76,d_ex_maidcafe_06,Self,Self,Locale_SuddenStory:d_ex_maidcafe_06_76,False,,31,31,1.0,,,,,1,surprise,,3,serious,
