id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_main_25_05_s_1,d_main_25_05_s,Speech,anis,anis,Locale_MainScenario:d_main_25_05_s_1,True,CityForest_03,12,12,1.0,bgm_chaser,dorothy,3,think,anis,1,angry,neon,13,idle
d_main_25_05_s_2,d_main_25_05_s,Speech,anis,anis,Locale_MainScenario:d_main_25_05_s_2,True,,12,12,1.0,,,3,think,,1,angry,,13,idle
d_main_25_05_s_3,d_main_25_05_s,Speech,anis,anis,Locale_MainScenario:d_main_25_05_s_3,True,,12,12,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_4,d_main_25_05_s,Speech,neon,neon,Locale_MainScenario:d_main_25_05_s_4,True,,12,12,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_5,d_main_25_05_s,Speech,anis,anis,Locale_MainScenario:d_main_25_05_s_5,True,,12,12,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_6,d_main_25_05_s,Speech,anis,anis,Locale_MainScenario:d_main_25_05_s_6,False,,12,10,2.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_7,d_main_25_05_s,Speech,anis,anis,Locale_MainScenario:d_main_25_05_s_7,True,,10,10,1.0,,,3,think,,1,angry,,13,idle
d_main_25_05_s_8,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_8,True,,10,30,1.0,,,3,think,,1,angry,,13,idle
d_main_25_05_s_9,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_9,True,,30,30,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_10,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_10,True,,30,30,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_11,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_11,True,,30,30,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_12,d_main_25_05_s,Speech,neon,neon,Locale_MainScenario:d_main_25_05_s_12,True,,S_130,S_130,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_13,d_main_25_05_s,Speech,neon,neon,Locale_MainScenario:d_main_25_05_s_13,True,,S_130,S_130,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_14,d_main_25_05_s,Speech,neon,neon,Locale_MainScenario:d_main_25_05_s_14,True,,S_130,S_130,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_15,d_main_25_05_s,Speech,anis,anis,Locale_MainScenario:d_main_25_05_s_15,True,,S_130,12,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_16,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_16,True,,30,30,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_17,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_17,True,,30,30,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_18,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_18,True,,30,30,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_19,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_19,True,,30,30,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_20,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_20,True,,30,30,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_21,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_21,True,,30,30,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_22,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_22,True,,30,30,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_23,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_23,True,,30,30,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_24,d_main_25_05_s,Self,dorothy,,Locale_MainScenario:d_main_25_05_s_24,False,,30,30,1.0,,,3,think,,1,void,,13,idle
d_main_25_05_s_25,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_25,True,,30,30,1.0,,,3,idle,,1,void,,13,idle
d_main_25_05_s_26,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_26,True,,30,30,1.0,,,3,idle,,1,void,,13,idle
d_main_25_05_s_27,d_main_25_05_s,Speech,neon,neon,Locale_MainScenario:d_main_25_05_s_27,True,,12,12,1.0,,,3,idle,,1,void,,13,delight
d_main_25_05_s_28,d_main_25_05_s,Speech,anis,anis,Locale_MainScenario:d_main_25_05_s_28,False,,12,12,1.0,,,3,idle,,1,no,,13,idle
d_main_25_05_s_29,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_29,True,,12,30,1.0,,,3,idle,,1,no,,13,idle
d_main_25_05_s_30,d_main_25_05_s,Speech,dorothy,dorothy,Locale_MainScenario:d_main_25_05_s_30,True,,30,30,1.0,,,3,idle,,1,void,,13,idle
d_main_25_05_s_31,d_main_25_05_s,Speech,anis,anis,Locale_MainScenario:d_main_25_05_s_31,True,,12,12,1.0,,,3,idle,,1,angry,,13,idle
d_main_25_05_s_32,d_main_25_05_s,Speech,neon,neon,Locale_MainScenario:d_main_25_05_s_32,True,,12,12,1.0,,,3,idle,,1,angry,,13,angry
