id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_subquest_1043_s_1,d_subquest_1043_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1043_s_1,True,WasteLand_04,130,130,1.0,none,,anis,3,void,neon,1,idle,rapi,13,idle
d_subquest_1043_s_2,d_subquest_1043_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1043_s_2,True,,130,130,1.0,,,,3,void,,1,idle,,13,idle
d_subquest_1043_s_3,d_subquest_1043_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1043_s_3,True,,130,130,1.0,,,,3,void,,1,idle,,13,idle
d_subquest_1043_s_4,d_subquest_1043_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1043_s_4,True,,130,130,1.0,,,,3,void,,1,idle,,13,idle
d_subquest_1043_s_5,d_subquest_1043_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_s_5,True,,130,12,1.0,bgm_story_tuffguys,,,3,void,,1,no,,13,idle
d_subquest_1043_s_6,d_subquest_1043_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_s_6,True,,12,2,1.0,,,,3,void,,1,no,,13,idle
d_subquest_1043_s_7,d_subquest_1043_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_s_7,True,,2,2,1.0,,,,3,void,,1,delight,,13,idle
d_subquest_1043_s_8,d_subquest_1043_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_s_8,True,,2,30,1.0,,,,3,void,,1,delight,,13,idle
d_subquest_1043_s_9,d_subquest_1043_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_s_9,True,,S_10,S_10,1.0,,,,3,void,,1,no,,13,idle
d_subquest_1043_s_10,d_subquest_1043_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_s_10,True,,S_10,S_100,0.5,,Low_2,,3,void,,1,no,,13,idle
d_subquest_1043_s_11,d_subquest_1043_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_s_11,True,,S_100,S_10,1.0,,,,3,void,,1,delight,,13,idle
d_subquest_1043_s_12,d_subquest_1043_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_s_12,True,,S_10,30,2.0,,,,3,no,,1,delight,,13,idle
d_subquest_1043_s_13,d_subquest_1043_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_s_13,True,,S_10,S_10,1.0,,,,3,no,,1,surprise,,13,idle
d_subquest_1043_s_14,d_subquest_1043_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_s_14,True,,30,300,0.5,,,,3,sad,,1,surprise,,13,idle
d_subquest_1043_s_15,d_subquest_1043_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_s_15,True,,300,2,2.0,,,,3,sad,,1,no,,13,idle
d_subquest_1043_s_16,d_subquest_1043_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1043_s_16,True,,2,130,2.0,,,,3,sad,,1,no,,13,think
d_subquest_1043_s_17,d_subquest_1043_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1043_s_17,True,,130,130,1.0,,,,3,void,,1,idle,,13,idle
d_subquest_1043_s_18,d_subquest_1043_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_s_18,True,,30,30,1.0,,,,3,void,,1,idle,,13,idle
d_subquest_1043_s_19,d_subquest_1043_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_s_19,True,,30,2,1.0,,,,3,void,,1,idle,,13,idle
d_subquest_1043_s_20,d_subquest_1043_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_s_20,True,,2,2,1.0,,,,3,idle,,1,idle,,13,idle
d_subquest_1043_s_21,d_subquest_1043_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_s_21,True,,2,2,1.0,,,,3,idle,,1,idle,,13,idle
d_subquest_1043_s_22,d_subquest_1043_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1043_s_22,True,,130,130,1.0,,,,3,idle,,1,idle,,13,idle
d_subquest_1043_s_23,d_subquest_1043_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_s_23,True,,130,30,2.0,,,,3,delight,,1,idle,,13,idle
d_subquest_1043_s_24,d_subquest_1043_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_s_24,True,,30,30,1.0,,,,3,idle,,1,idle,,13,idle
