id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_21_03_s_1,d_main_21_03_s,Speech,johan,johan,Locale_MainScenario:d_main_21_03_s_1,True,anis,7,void,neon,5,idle,rapi,3,idle,johan,1,idle,harran,13,idle,noah,15,idle,Desert_05,1,1,1.0,bgm_intotheswarm_a
d_main_21_03_s_2,d_main_21_03_s,Monologue,johan,Monologue,Locale_MainScenario:d_main_21_03_s_2,False,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,1,1,1.0,
d_main_21_03_s_3,d_main_21_03_s,Self,johan,Self,Locale_MainScenario:d_main_21_03_s_3,False,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,1,1,1.0,
d_main_21_03_s_4,d_main_21_03_s,Speech,johan,johan,Locale_MainScenario:d_main_21_03_s_4,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,1,1,1.0,
d_main_21_03_s_5,d_main_21_03_s,Speech,johan,johan,Locale_MainScenario:d_main_21_03_s_5,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,1,1,1.0,
d_main_21_03_s_6,d_main_21_03_s,Speech,johan,johan,Locale_MainScenario:d_main_21_03_s_6,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,1,L_10,1.0,
d_main_21_03_s_7,d_main_21_03_s,Speech,johan,johan,Locale_MainScenario:d_main_21_03_s_7,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,
d_main_21_03_s_8,d_main_21_03_s,Speech,anis,anis,Locale_MainScenario:d_main_21_03_s_8,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,7,7,1.0,
d_main_21_03_s_9,d_main_21_03_s,Speech,anis,anis,Locale_MainScenario:d_main_21_03_s_9,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,7,70,1.0,
d_main_21_03_s_10,d_main_21_03_s,Speech,johan,johan,Locale_MainScenario:d_main_21_03_s_10,False,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,
d_main_21_03_s_11,d_main_21_03_s,Speech,anis,anis,Locale_MainScenario:d_main_21_03_s_11,False,,7,no,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,70,700,2.0,
d_main_21_03_s_12,d_main_21_03_s,Speech,anis,anis,Locale_MainScenario:d_main_21_03_s_12,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,700,70,1.0,
d_main_21_03_s_13,d_main_21_03_s,Speech,johan,johan,Locale_MainScenario:d_main_21_03_s_13,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,
d_main_21_03_s_14,d_main_21_03_s,Speech,johan,johan,Locale_MainScenario:d_main_21_03_s_14,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,
d_main_21_03_s_15,d_main_21_03_s,Speech,neon,neon,Locale_MainScenario:d_main_21_03_s_15,True,,7,void,,5,worry,,3,idle,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,
d_main_21_03_s_16,d_main_21_03_s,Speech,neon,neon,Locale_MainScenario:d_main_21_03_s_16,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,S_50,S_50,1.0,
d_main_21_03_s_17,d_main_21_03_s,Speech,johan,johan,Locale_MainScenario:d_main_21_03_s_17,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,
d_main_21_03_s_18,d_main_21_03_s,Self,johan,Self,Locale_MainScenario:d_main_21_03_s_18,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,
d_main_21_03_s_19,d_main_21_03_s,Speech,johan,johan,Locale_MainScenario:d_main_21_03_s_19,True,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_10,L_10,1.0,
