id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
d_subquest_1330_s_1,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_1,True,DestroyedStreet,S_130,14,1.0,bgm_collapse,neon,5,idle,anis,3,void,rapi,1,idle,privaty,13,idle,yulha,15,idle,admi,17,idle
d_subquest_1330_s_2,d_subquest_1330_s,Speech,yulha,yulha,Locale_SubScenario:d_subquest_1330_s_2,True,,14,14,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_3,d_subquest_1330_s,Speech,admi,admi,Locale_SubScenario:d_subquest_1330_s_3,True,,14,16,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_4,d_subquest_1330_s,Self,admi,,Locale_SubScenario:d_subquest_1330_s_4,False,,16,16,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_5,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_5,True,,S_130,S_130,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_6,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_6,True,,S_130,S_130,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_7,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_7,True,,S_130,S_130,1.0,,,5,idle,,3,void,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_8,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_8,True,,S_130,S_130,1.0,,,5,idle,,3,void,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_9,d_subquest_1330_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1330_s_9,True,,30,30,1.0,,,5,idle,,3,angry,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_10,d_subquest_1330_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1330_s_10,True,,30,30,1.0,,,5,idle,,3,angry,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_11,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_11,True,,S_130,S_130,1.0,,,5,idle,,3,angry,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_12,d_subquest_1330_s,Speech,yulha,yulha,Locale_SubScenario:d_subquest_1330_s_12,True,,S_130,14,1.0,,,5,idle,,3,void,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_13,d_subquest_1330_s,Speech,yulha,yulha,Locale_SubScenario:d_subquest_1330_s_13,True,,14,14,1.0,,,5,idle,,3,void,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_14,d_subquest_1330_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1330_s_14,True,,14,12,2.0,,,5,idle,,3,void,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_15,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_15,True,,12,S_130,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_16,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_16,True,,S_130,S_130,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_17,d_subquest_1330_s,Speech,admi,admi,Locale_SubScenario:d_subquest_1330_s_17,True,,XS_170,XS_170,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_18,d_subquest_1330_s,Speech,admi,admi,Locale_SubScenario:d_subquest_1330_s_18,True,,XS_170,XS_170,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_19,d_subquest_1330_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1330_s_19,True,,10,10,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_20,d_subquest_1330_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1330_s_20,True,,10,10,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_21,d_subquest_1330_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1330_s_21,True,,10,10,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_22,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_22,True,,10,12,1.0,,,5,idle,,3,void,,1,idle,,13,surprise,,15,idle,,17,idle
d_subquest_1330_s_23,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_23,True,,12,12,1.0,,,5,idle,,3,void,,1,idle,,13,surprise,,15,idle,,17,idle
d_subquest_1330_s_24,d_subquest_1330_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1330_s_24,True,,4,4,1.0,,,5,angry,,3,sad,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_25,d_subquest_1330_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1330_s_25,True,,4,4,1.0,,,5,angry,,3,angry,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_26,d_subquest_1330_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1330_s_26,True,,4,4,1.0,,,5,angry,,3,angry,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_27,d_subquest_1330_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1330_s_27,True,,4,4,1.0,,,5,angry,,3,angry,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_28,d_subquest_1330_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1330_s_28,True,,4,4,1.0,,,5,angry,,3,angry,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_29,d_subquest_1330_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1330_s_29,True,,4,4,1.0,,,5,angry,,3,sad,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_30,d_subquest_1330_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1330_s_30,True,,4,4,1.0,,,5,angry,,3,void,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_31,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_31,True,,S_130,S_130,1.0,,,5,angry,,3,void,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_32,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_32,True,,S_130,S_130,1.0,,,5,idle,,3,void,,1,idle,,13,shy,,15,idle,,17,idle
d_subquest_1330_s_33,d_subquest_1330_s,Speech,yulha,yulha,Locale_SubScenario:d_subquest_1330_s_33,True,,L_150,L_150,1.0,,,5,idle,,3,void,,1,idle,,13,shy,,15,angry,,17,idle
d_subquest_1330_s_34,d_subquest_1330_s,Speech,yulha,yulha,Locale_SubScenario:d_subquest_1330_s_34,True,,L_150,L_150,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,angry,,17,idle
d_subquest_1330_s_35,d_subquest_1330_s,Speech,admi,admi,Locale_SubScenario:d_subquest_1330_s_35,True,,L_150,XS_170,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_36,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_36,True,,S_130,S_130,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_37,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_37,True,,S_130,S_130,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_38,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_38,True,,S_130,S_130,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_39,d_subquest_1330_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1330_s_39,True,,10,10,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_40,d_subquest_1330_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1330_s_40,True,,10,10,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_41,d_subquest_1330_s,Self,rapi,,Locale_SubScenario:d_subquest_1330_s_41,False,,10,10,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_42,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_42,True,,10,S_130,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
d_subquest_1330_s_43,d_subquest_1330_s,Speech,privaty,privaty,Locale_SubScenario:d_subquest_1330_s_43,True,,S_130,S_130,1.0,,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle
