id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
d_main_28_01_e_1,d_main_28_01_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_01_e_1,True,CrystalCity,2,2,1.0,bgm_destroyingcalamity_a,elegg,5,worry,hammering,3,surprise,liveryn,1,idle,rapi,13,idle,anis,15,void,neon,17,idle
d_main_28_01_e_2,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_2,True,,2,2,1.0,,,5,worry,,3,surprise,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_3,d_main_28_01_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_01_e_3,True,,2,2,1.0,,,5,worry,,3,smile,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_4,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_4,True,,2,2,1.0,,,5,worry,,3,smile,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_5,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_5,True,,2,2,1.0,,,5,worry,,3,smile,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_6,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_6,True,,2,2,1.0,,,5,worry,,3,smile,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_7,d_main_28_01_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_01_e_7,True,,S_50,S_50,1.0,,,5,worry,,3,smile,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_8,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_8,True,,10,10,1.0,,,5,worry,,3,smile,,1,smile,,13,idle,,15,void,,17,idle
d_main_28_01_e_9,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_9,True,,10,10,1.0,,,5,worry,,3,smile,,1,smile,,13,idle,,15,void,,17,idle
d_main_28_01_e_10,d_main_28_01_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_01_e_10,True,,S_50,S_50,1.0,,,5,idle,,3,smile,,1,smile,,13,idle,,15,void,,17,idle
d_main_28_01_e_11,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_11,True,,10,1,1.0,,,5,idle,,3,smile,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_12,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_12,True,,1,1,1.0,,,5,idle,,3,smile,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_13,d_main_28_01_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_01_e_13,True,,1,2,1.0,,,5,idle,,3,smile,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_14,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_14,True,,2,2,1.0,,,5,idle,,3,smile,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_15,d_main_28_01_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_01_e_15,True,,2,4,1.0,,,5,idle,,3,smile,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_16,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_16,True,,4,4,1.0,,,5,idle,,3,smile,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_17,d_main_28_01_e,Speech,hammering,hammering,Locale_MainScenario:d_main_28_01_e_17,False,,4,4,1.0,,,5,idle,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_18,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_18,True,,4,12,1.0,,,5,idle,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_19,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_19,True,,12,12,1.0,,,5,idle,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_20,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_20,True,,12,12,1.0,,,5,idle,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_21,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_21,True,,12,12,1.0,,,5,idle,,3,worry,,1,surprise,,13,idle,,15,void,,17,idle
d_main_28_01_e_22,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_22,True,,12,12,1.0,,,5,idle,,3,worry,,1,surprise,,13,idle,,15,void,,17,idle
d_main_28_01_e_23,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_23,True,,12,12,1.0,,,5,idle,,3,worry,,1,surprise,,13,idle,,15,void,,17,idle
d_main_28_01_e_24,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_24,True,,12,12,1.0,,,5,idle,,3,worry,,1,surprise,,13,idle,,15,void,,17,idle
d_main_28_01_e_25,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_25,True,,12,12,1.0,,,5,idle,,3,worry,,1,surprise,,13,idle,,15,void,,17,idle
d_main_28_01_e_26,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_26,True,,12,12,1.0,,,5,idle,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_27,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_27,True,,12,12,1.0,,,5,idle,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_28,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_28,True,,12,12,1.0,,,5,idle,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_29,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_29,True,,12,12,1.0,,,5,idle,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_30,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_30,True,,12,130,1.0,,,5,idle,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_31,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_31,True,,130,130,1.0,,,5,idle,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_32,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_32,True,,130,130,1.0,,,5,idle,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_33,d_main_28_01_e,Speech,elegg,elegg,Locale_MainScenario:d_main_28_01_e_33,False,,S_50,S_50,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_34,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_34,True,,130,130,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_35,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_35,True,,130,130,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_36,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_36,True,,130,130,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_37,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_37,True,,130,130,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_38,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_38,True,,130,130,1.0,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
d_main_28_01_e_39,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_39,False,,10,10,1.0,,,5,think,,3,worry,,1,surprise,,13,idle,,15,void,,17,idle
d_main_28_01_e_40,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_40,False,,130,130,1.0,,,5,think,,3,worry,,1,surprise,,13,idle,,15,void,,17,idle
d_main_28_01_e_41,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_41,True,,130,13,1.0,,,5,think,,3,worry,,1,surprise,,13,idle,,15,void,,17,idle
d_main_28_01_e_42,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_42,True,,13,13,1.0,,,5,think,,3,worry,,1,surprise,,13,idle,,15,void,,17,idle
d_main_28_01_e_43,d_main_28_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_28_01_e_43,True,,13,13,1.0,,,5,think,,3,worry,,1,surprise,,13,idle,,15,void,,17,idle
d_main_28_01_e_44,d_main_28_01_e,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_01_e_44,True,,13,10,0.6,,,5,think,,3,worry,,1,idle,,13,idle,,15,void,,17,idle
