id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,jump_target,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim
d_main_04af_03_1,d_main_04af_03,Monologue,Locale_MainScenario:d_main_04af_03_1,True,OutpostOut,1,1,1.0,bgm_inark,,,,,,,,,,,,,,,,,,,,,,,
d_main_04af_03_2,d_main_04af_03,Monologue,Locale_MainScenario:d_main_04af_03_2,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
d_main_04af_03_3,d_main_04af_03,Choice,Locale_MainScenario:d_main_04af_03_3,True,,1,1,1.0,,Choice,d_main_04af_03_5,,,,,,,,,,,,,,,,,,,,,
d_main_04af_03_4,d_main_04af_03,Choice,Locale_MainScenario:d_main_04af_03_4,True,,1,1,1.0,,Choice,d_main_04af_03_18,,,,,,,,,,,,,,,,,,,,,
d_main_04af_03_5,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_5,False,OutpostOut,10,10,1.0,,rapi,,rapi,rapi,1,idle,black,,,,,,,,,,,,,,,,
d_main_04af_03_6,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_6,True,,10,10,1.0,,rapi,,rapi,,1,idle,,,,,,,,,,,,,,,,,
d_main_04af_03_7,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_7,True,,10,10,1.0,,rapi,,rapi,,1,idle,,,,,,,,,,,,,,,,,
d_main_04af_03_8,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_8,True,,10,10,1.0,,rapi,,rapi,,1,idle,,,,,,,,,,,,,,,,,
d_main_04af_03_9,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_9,True,,10,10,1.0,,rapi,,rapi,,1,idle,,,,,,,,,,,,,,,,,
d_main_04af_03_10,d_main_04af_03,Self,Locale_MainScenario:d_main_04af_03_10,True,,10,10,1.0,,rapi,,Self,,1,idle,,,,,,,,,,,,,,,,,
d_main_04af_03_11,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_11,True,,10,10,1.0,,rapi,,rapi,,1,idle,,,,,,,,,,,,,,,,,
d_main_04af_03_12,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_12,True,,10,10,1.0,,rapi,,rapi,,1,idle,,,,,,,,,,,,,,,,,
d_main_04af_03_13,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_13,True,,10,10,1.0,,rapi,,rapi,,1,idle,,,,,,,,,,,,,,,,,
d_main_04af_03_14,d_main_04af_03,Self,Locale_MainScenario:d_main_04af_03_14,True,,10,10,1.0,,rapi,,Self,,1,idle,,,,,,,,,,,,,,,,,
d_main_04af_03_15,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_15,False,,10,10,1.0,,rapi,,rapi,,1,idle,,,,,,,,,,,,,,,,,
d_main_04af_03_16,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_16,True,,10,100,1.0,,rapi,,rapi,,1,idle,,,,,,,,,,,,,,,,,
d_main_04af_03_17,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_17,True,,100,100,1.0,,rapi,d_main_04af_03_49,rapi,,1,idle,,,,,,,,,,,,,,,,,
d_main_04af_03_18,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_18,True,OutpostOut,97,97,1.0,,mihara,,mihara,rapi,1,idle,black,mihara,9,idle,yuni,7,think,,,,,,,,,,
d_main_04af_03_19,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_19,True,,97,97,1.0,,yuni,,yuni,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_20,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_20,True,,97,97,1.0,,yuni,,yuni,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_21,d_main_04af_03,Self,Locale_MainScenario:d_main_04af_03_21,False,,97,97,1.0,,yuni,,Self,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_22,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_22,True,,97,S_70,1.0,,yuni,,yuni,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_23,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_23,True,,S_70,S_70,1.0,,yuni,,yuni,,,,,,9,idle,,7,surprise,,,,,,,,,,
d_main_04af_03_24,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_24,True,,S_70,S_70,1.0,,yuni,,yuni,,,,,,9,idle,,7,surprise,,,,,,,,,,
d_main_04af_03_25,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_25,True,,S_70,S_700,1.0,,yuni,,yuni,,,,,,9,idle,,7,pain,,,,,,,,,,
d_main_04af_03_26,d_main_04af_03,Self,Locale_MainScenario:d_main_04af_03_26,True,,S_700,S_700,1.0,,yuni,,Self,,,,,,9,idle,,7,pain,,,,,,,,,,
d_main_04af_03_27,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_27,True,,S_700,S_70,1.0,,yuni,,yuni,,,,,,9,idle,,7,pain,,,,,,,,,,
d_main_04af_03_28,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_28,True,,S_70,90,1.0,,mihara,,mihara,,,,,,9,idle,,7,pain,,,,,,,,,,
d_main_04af_03_29,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_29,True,,90,90,1.0,,mihara,,mihara,,,,,,9,idle,,7,pain,,,,,,,,,,
d_main_04af_03_30,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_30,False,,90,97,1.0,,yuni,,yuni,,,,,,9,idle,,7,pain,,,,,,,,,,
d_main_04af_03_31,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_31,True,,97,97,1.0,,yuni,,yuni,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_32,d_main_04af_03,Self,Locale_MainScenario:d_main_04af_03_32,True,,97,97,1.0,,yuni,,Self,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_33,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_33,True,,97,97,1.0,,mihara,,mihara,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_34,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_34,False,,S_70,S_70,1.0,,yuni,,yuni,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_35,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_35,False,,90,90,1.0,,mihara,,mihara,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_36,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_36,True,,S_70,S_70,1.0,,yuni,,yuni,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_37,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_37,True,,90,90,1.0,,mihara,,mihara,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_38,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_38,True,,S_70,S_70,1.0,,yuni,,yuni,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_39,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_39,True,,90,90,1.0,,mihara,,mihara,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_40,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_40,False,,S_70,S_70,1.0,,yuni,,yuni,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_41,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_41,True,,90,90,1.0,,mihara,,mihara,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_42,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_42,True,,S_70,S_70,1.0,,yuni,,yuni,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_43,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_43,True,,90,90,1.0,,mihara,,mihara,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_44,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_44,True,,90,900,1.0,,mihara,,mihara,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_45,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_45,True,,900,900,1.0,,mihara,,mihara,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_46,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_46,True,,900,900,1.0,,mihara,,mihara,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_47,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_47,True,,900,900,1.0,,mihara,,mihara,,,,,,9,idle,,7,think,,,,,,,,,,
d_main_04af_03_48,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_48,False,,S_70,S_700,1.0,none,yuni,d_main_04af_03_49,yuni,,,,,,9,idle,,7,idle,,,,,,,,,,
d_main_04af_03_49,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_49,True,Office,1719,1719,1.0,bgm_story_fairytalesend_a,andersen,,andersen,,,,black,,9,idle,yuni,7,idle,mihara,andersen,19,idle,ingrid,17,idle,,,
d_main_04af_03_50,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_50,True,,1719,1719,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_51,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_51,True,,1719,1719,1.0,,ingrid,,ingrid,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_52,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_52,True,,1719,1719,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,,
d_main_04af_03_53,d_main_04af_03,Speech,Locale_MainScenario:d_main_04af_03_53,True,,1719,1719,1.0,,andersen,,andersen,,,,,,,,,,,,,19,idle,,17,idle,,,
