id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_17_05_e_1,d_main_17_05_e,Speech,neon,neon,Locale_MainScenario:d_main_17_05_e_1,True,snowwhite,1,idle,rapunzel,13,idle,hongryeon,3,idle,anis,15,idle,neon,17,surprise,rapi,19,idle,IceLand_02,S_170,S_170,1.0,bgm_blackgunsmoke_b
d_main_17_05_e_2,d_main_17_05_e,Speech,rapi,rapi,Locale_MainScenario:d_main_17_05_e_2,True,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,190,190,1.0,
d_main_17_05_e_3,d_main_17_05_e,Speech,anis,anis,Locale_MainScenario:d_main_17_05_e_3,True,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,150,150,1.0,
d_main_17_05_e_4,d_main_17_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_05_e_4,True,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,L_10,L_10,1.0,
d_main_17_05_e_5,d_main_17_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_05_e_5,True,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,L_10,L_10,1.0,
d_main_17_05_e_6,d_main_17_05_e,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_05_e_6,True,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,130,130,1.0,
d_main_17_05_e_7,d_main_17_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_05_e_7,True,,1,idle,,13,idle,,3,pain,,15,idle,,17,surprise,,19,idle,,30,30,1.0,
d_main_17_05_e_8,d_main_17_05_e,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_05_e_8,True,,1,idle,,13,idle,,3,pain,,15,idle,,17,surprise,,19,idle,,130,130,1.0,
d_main_17_05_e_9,d_main_17_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_05_e_9,True,,1,pain,,13,idle,,3,pain,,15,idle,,17,surprise,,19,idle,,L_10,L_10,1.0,
d_main_17_05_e_10,d_main_17_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_05_e_10,True,,1,idle,,13,idle,,3,pain,,15,idle,,17,surprise,,19,idle,,L_10,L_10,1.0,
d_main_17_05_e_11,d_main_17_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_05_e_11,True,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,L_10,L_100,1.0,
d_main_17_05_e_12,d_main_17_05_e,Self,snowwhite,,Locale_MainScenario:d_main_17_05_e_12,False,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,L_100,L_100,1.0,
d_main_17_05_e_13,d_main_17_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_05_e_13,False,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,L_100,L_100,1.0,
d_main_17_05_e_14,d_main_17_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_05_e_14,True,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,L_100,300,1.0,
d_main_17_05_e_15,d_main_17_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_05_e_15,True,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,300,300,1.0,
d_main_17_05_e_16,d_main_17_05_e,Self,hongryeon,,Locale_MainScenario:d_main_17_05_e_16,False,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,300,300,1.0,
d_main_17_05_e_17,d_main_17_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_05_e_17,True,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,300,30,1.0,
d_main_17_05_e_18,d_main_17_05_e,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_05_e_18,True,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,30,130,1.0,
d_main_17_05_e_19,d_main_17_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_05_e_19,True,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,130,30,1.0,
d_main_17_05_e_20,d_main_17_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_05_e_20,False,,1,pain,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,L_10,L_10,1.0,
d_main_17_05_e_21,d_main_17_05_e,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_05_e_21,True,,1,idle,,13,idle,,3,idle,,15,idle,,17,surprise,,19,idle,,L_10,L_100,1.0,
