id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,fade,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_main_16_13_e_1,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_1,True,IceLand_n,15,150,2.0,ambient_scn_wind,,,,,,,,,,,,,,,,,,rapi,15,think,,anis,17,void,,neon,19,idle,
d_main_16_13_e_2,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_2,True,,150,150,1.0,,,,,,,,,,,,,,,,,,,,15,idle,,,17,void,,,19,idle,
d_main_16_13_e_3,d_main_16_13_e,Speech,anis,anis,Locale_MainScenario:d_main_16_13_e_3,True,,150,170,1.0,,,,,,,,,,,,,,,,,,,,15,idle,,,17,worry,,,19,idle,
d_main_16_13_e_4,d_main_16_13_e,Speech,anis,anis,Locale_MainScenario:d_main_16_13_e_4,True,,170,170,1.0,,,,,,,,,,,,,,,,,,,,15,idle,,,17,worry,,,19,idle,
d_main_16_13_e_5,d_main_16_13_e,Speech,neon,neon,Locale_MainScenario:d_main_16_13_e_5,True,,170,S_190,1.0,,,,,,,,,,,,,,,,,,,,15,idle,,,17,worry,,,19,worry,
d_main_16_13_e_6,d_main_16_13_e,Speech,anis,anis,Locale_MainScenario:d_main_16_13_e_6,True,,170,170,1.0,,,,,,,,,,,,,,,,,,,,15,idle,,,17,sad,,,19,worry,
d_main_16_13_e_7,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_7,True,,170,16,1.0,,,,,,,,,,,,,,,,,,,,15,idle,,,17,sad,,,19,idle,
d_main_16_13_e_8,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_8,True,,16,15,2.0,,,,,,,,,,,,,,,,,,,,15,think,,,17,void,,,19,idle,
d_main_16_13_e_9,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_9,True,,15,15,1.0,,,,,,,,,,,,,,,,,,,,15,think,,,17,void,,,19,idle,
d_main_16_13_e_10,d_main_16_13_e,Self,rapi,Self,Locale_MainScenario:d_main_16_13_e_10,False,,15,15,1.0,,,,,,,,,,,,,,,,,,,,15,think,,,17,void,,,19,idle,
d_main_16_13_e_11,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_11,True,,15,150,0.5,,,,,,,,,,,,,,,,,,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_12,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_12,True,,150,150,1.0,,,,,,,,,,,,,,,,,,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_13,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_13,True,,150,150,1.0,,,,,,,,,,,,,,,,,,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_14,d_main_16_13_e,Self,rapi,Self,Locale_MainScenario:d_main_16_13_e_14,False,,150,150,1.0,,,,,,,,,,,,,,,,,,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_15,d_main_16_13_e,Self,rapi,Self,Locale_MainScenario:d_main_16_13_e_15,False,,150,150,1.0,,,,,,,,,,,,,,,,,,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_16,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_16,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,15,idle,,,17,void,,,19,idle,
d_main_16_13_e_17,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_17,True,,black,black,1.0,,,,,,,,,,,,,,,,,,,,15,idle,,,17,void,,,19,idle,
d_main_16_13_e_18,d_main_16_13_e,Self,,Self,Locale_MainScenario:d_main_16_13_e_18,False,,15,1,0.3,none,,,,,,,,,,,,,,,,,,,15,idle,,,17,void,,,19,idle,
d_main_16_13_e_19,d_main_16_13_e,Monologue,,,Locale_MainScenario:d_main_16_13_e_19,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,15,idle,,,17,void,,,19,idle,
d_main_16_13_e_20,d_main_16_13_e,Monologue,,,Locale_MainScenario:d_main_16_13_e_20,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,15,idle,,,17,void,,,19,idle,
d_main_16_13_e_21,d_main_16_13_e,Narration,,Narration,Locale_MainScenario:d_main_16_13_e_21,False,White,1,1,1.0,bgm_story_stormbreakers,sfx_scn_1shot,Low_2,,,,,,,,,,,,,,,,,15,idle,,,17,void,,,19,idle,
d_main_16_13_e_22,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_22,True,IceLand_n,150,15,0.3,,,Low_2,Blur_Middle,,,,,,,,,,,,,,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_23,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_23,True,,15,1,1.0,,,,Blur_Low,,,jackal,5,idle,,viper,3,idle,,crow,1,angry,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_24,d_main_16_13_e,Narration,,Narration,Locale_MainScenario:d_main_16_13_e_24,False,,black,black,1.0,,sfx_scn_fireblindly,Low_2,,,,,5,idle,,,3,idle,,,1,angry,,,15,idle,,,17,void,,,19,idle,
d_main_16_13_e_25,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_25,True,,1,10,1.0,,,,,,,,5,idle,,,3,idle,,,1,angry,,,15,idle,,,17,void,,,19,idle,
d_main_16_13_e_26,d_main_16_13_e,Speech,jackal,jackal,Locale_MainScenario:d_main_16_13_e_26,True,,10,S_50,0.3,,,,,,,,5,shy_02,,,3,idle,,,1,angry,,,15,idle,,,17,angry,,,19,idle,
d_main_16_13_e_27,d_main_16_13_e,Speech,anis,anis,Locale_MainScenario:d_main_16_13_e_27,True,,17,170,0.3,,,Low_2,,,,,5,shy_02,,,3,idle,,,1,angry,,,15,idle,,,17,angry,,,19,idle,
d_main_16_13_e_28,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_28,True,,10,100,0.3,,,,,,,,5,idle,,,3,idle,,,1,angry,,,15,idle,,,17,angry,,,19,idle,
d_main_16_13_e_29,d_main_16_13_e,Speech,viper,viper,Locale_MainScenario:d_main_16_13_e_29,True,,100,30,1.0,,,,,,,,5,idle,,,3,idle,,,1,angry,,,15,idle,,,17,angry,,,19,idle,
d_main_16_13_e_30,d_main_16_13_e,Narration,,Narration,Locale_MainScenario:d_main_16_13_e_30,False,,black,black,1.0,,sfx_scn_aim,,,,,,5,idle,,,3,idle,,,1,angry,,,15,idle,,,17,angry,,,19,idle,
d_main_16_13_e_31,d_main_16_13_e,Monologue,,,Locale_MainScenario:d_main_16_13_e_31,False,,30,300,2.0,,,,,,,,5,idle,,,3,idle,,,1,angry,,,15,idle,,,17,angry,,,19,idle,
d_main_16_13_e_32,d_main_16_13_e,Speech,viper,viper,Locale_MainScenario:d_main_16_13_e_32,True,,300,300,1.0,,,,,,,,5,idle,,,3,good,,,1,angry,,,15,idle,,,17,angry,,,19,idle,
d_main_16_13_e_33,d_main_16_13_e,Narration,,Narration,Locale_MainScenario:d_main_16_13_e_33,False,,black,black,1.0,,sfx_scn_4shot,,,,,,5,idle,,,3,good,,,1,angry,,,15,idle,,,17,angry,,,19,idle,
d_main_16_13_e_34,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_34,True,,150,15,0.3,,,Low_2,,,,,5,idle,,,3,idle,,,1,angry,,,15,angry,,,17,angry,,,19,idle,
d_main_16_13_e_35,d_main_16_13_e,Speech,rapi,rapi,Locale_MainScenario:d_main_16_13_e_35,True,,15,15,1.0,,,,,,,,5,idle,,,3,idle,,,1,angry,,,15,angry,,,17,angry,,,19,idle,
d_main_16_13_e_36,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_36,True,,15,1,1.5,,,,,,,,5,idle,,,3,idle,,,1,angry,,,15,angry,,,17,angry,,,19,idle,
d_main_16_13_e_37,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_37,True,,1,1,1.0,,,,,,,,5,idle,,,3,idle,,,1,angry,,,15,angry,,,17,angry,,,19,idle,
d_main_16_13_e_38,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_38,True,,1,10,2.0,,,,,,,,5,idle,,,3,idle,,,1,angry,,,15,angry,,,17,angry,,,19,idle,
d_main_16_13_e_39,d_main_16_13_e,Speech,anis,anis,Locale_MainScenario:d_main_16_13_e_39,True,,10,170,2.5,,,,,,,,5,idle,,,3,idle,,,1,angry,,,15,angry,,,17,sad,,,19,idle,
d_main_16_13_e_40,d_main_16_13_e,Speech,anis,anis,Locale_MainScenario:d_main_16_13_e_40,True,,170,1700,2.0,,,,,,,,5,idle,,,3,idle,,,1,angry,,,15,angry,,,17,sad,,,19,idle,
d_main_16_13_e_41,d_main_16_13_e,Speech,anis,anis,Locale_MainScenario:d_main_16_13_e_41,True,,1700,1700,1.0,,,,,,,,5,idle,,,3,idle,,,1,angry,,,15,angry,,,17,angry,,,19,idle,
d_main_16_13_e_42,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_42,True,,1700,10,2.0,,,,,,,,5,idle,,,3,idle,,,1,smile,,,15,angry,,,17,angry,,,19,idle,
d_main_16_13_e_43,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_43,True,,10,10,1.0,,,,,,,,5,idle,,,3,idle,,,1,angry,,,15,angry,,,17,angry,,,19,idle,
d_main_16_13_e_44,d_main_16_13_e,Self,crow,Self,Locale_MainScenario:d_main_16_13_e_44,False,,10,10,1.0,,,,,,,,5,idle,,,3,idle,,,1,angry,,,15,angry,,,17,angry,,,19,idle,
d_main_16_13_e_45,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_45,True,,10,30,2.0,,,,,,,,5,think,,,3,angry,,,1,angry,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_46,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_46,True,,30,S_50,2.0,,,,,,,,5,think,,,3,angry,,,1,angry,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_47,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_47,True,,S_50,1,1.0,,,,,,,,5,think,,,3,angry,,,1,angry,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_48,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_48,True,,1,1,1.0,,,,,,,,5,think,,,3,angry,,,1,angry,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_49,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_49,True,,1,10,2.0,,,,,,,,5,think,,,3,angry,,,1,surprise,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_50,d_main_16_13_e,Speech,crow,crow,Locale_MainScenario:d_main_16_13_e_50,True,,10,10,1.0,,,,,,,,5,think,,,3,idle,,,1,delight,,,15,angry,,,17,void,,,19,idle,
d_main_16_13_e_51,d_main_16_13_e,Monologue,,,Locale_MainScenario:d_main_16_13_e_51,False,EventScene_Main_16_01,exotic_betray_05,exotic_betray_01,2.0,,,,,black,,,5,think,jackal,,3,idle,viper,,1,delight,crow,,15,angry,rapi,,17,void,anis,,19,idle,neon
d_main_16_13_e_52,d_main_16_13_e,Monologue,,,Locale_MainScenario:d_main_16_13_e_52,False,,exotic_betray_01,exotic_betray_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
