id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,set_camera_shake,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade
d_main_04_09_e_1,d_main_04_09_e,Speech,anis,anis,Locale_MainScenario:d_main_04_09_e_1,True,rapi,1,idle,anis,3,angry,neon,13,idle,CityForest_04,30,300,0.5,bgm_disaster,,,,,,,,,,,,,,,,
d_main_04_09_e_2,d_main_04_09_e,Speech,neon,neon,Locale_MainScenario:d_main_04_09_e_2,True,,1,idle,,3,angry,,13,idle,,S_130,S_1300,0.5,,,,,,,,,,,,,,,,,
d_main_04_09_e_3,d_main_04_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_e_3,True,,1,angry,,3,angry,,13,idle,,10,100,0.5,,,,,,,,,,,,,,,,,
d_main_04_09_e_4,d_main_04_09_e,Monologue,rapi,,Locale_MainScenario:d_main_04_09_e_4,True,,1,angry,,3,angry,,13,idle,EventScene_Chap_04_02,absolute_event_01,absolute_event_02,2.0,,rapi,anis,neon,,,,,,,,,,,,,
d_main_04_09_e_5,d_main_04_09_e,Monologue,rapi,,Locale_MainScenario:d_main_04_09_e_5,True,,,,,,,,,,,absolute_event_02,absolute_event_02,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_6,d_main_04_09_e,Self,rapi,Self,Locale_MainScenario:d_main_04_09_e_6,True,,,,,,,,,,,absolute_event_02,absolute_event_02,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_7,d_main_04_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_e_7,True,rapi,1,angry,anis,3,angry,neon,13,idle,,1,10,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_8,d_main_04_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_e_8,True,,1,angry,,3,angry,,13,idle,,10,100,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_9,d_main_04_09_e,Speech,anis,anis,Locale_MainScenario:d_main_04_09_e_9,True,,1,idle,,3,angry,,13,idle,,3,300,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_10,d_main_04_09_e,Speech,neon,neon,Locale_MainScenario:d_main_04_09_e_10,True,,1,idle,,3,angry,,13,idle,,13,S_1300,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_11,d_main_04_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_e_11,True,,1,angry,,3,angry,,13,idle,,1,100,0.5,,,,,,,,,,,,,,,,,
d_main_04_09_e_12,d_main_04_09_e,Monologue,rapi,,Locale_MainScenario:d_main_04_09_e_12,True,,1,idle,,3,angry,,13,idle,,absolute_event_02,absolute_event_02,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_13,d_main_04_09_e,Monologue,rapi,,Locale_MainScenario:d_main_04_09_e_13,True,,1,idle,,3,angry,,13,idle,EventScene_Chap_04_03,absolute_event_02,absolute_event_02,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_14,d_main_04_09_e,Monologue,rapi,,Locale_MainScenario:d_main_04_09_e_14,True,,1,idle,,3,angry,,13,idle,,absolute_event_02,absolute_event_02,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_15,d_main_04_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_e_15,True,,1,idle,,3,angry,,13,idle,EventScene_Chap_04_02,1,10,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_16,d_main_04_09_e,Speech,mihara,mihara,Locale_MainScenario:d_main_04_09_e_16,True,,1,idle,,3,angry,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_17,d_main_04_09_e,Speech,anis,anis,Locale_MainScenario:d_main_04_09_e_17,True,,1,idle,,3,angry,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_18,d_main_04_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_e_18,True,,1,angry,,3,angry,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_19,d_main_04_09_e,Speech,rapi,rapi,Locale_MainScenario:d_main_04_09_e_19,True,,1,angry,,3,angry,,13,idle,,10,100,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_20,d_main_04_09_e,Monologue,rapi,,Locale_MainScenario:d_main_04_09_e_20,True,,1,idle,,3,angry,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_21,d_main_04_09_e,Narration,rapi,Narration,Locale_MainScenario:d_main_04_09_e_21,True,,1,idle,,3,angry,,13,idle,,black,black,1.0,,rapi,anis,neon,sfx_scn_3dive,Low_1,,,,,,,,,,,
d_main_04_09_e_22,d_main_04_09_e,Monologue,rapi,,Locale_MainScenario:d_main_04_09_e_22,True,,,,,,,,,,,black,black,1.0,bgm_story_lastbullet,,,,,,,,,,,,,,,,
d_main_04_09_e_23,d_main_04_09_e,Monologue,rapi,,Locale_MainScenario:d_main_04_09_e_23,True,,,,,,,,,,,absolut_down_01,absolut_down_02,3.0,,,,,,,absolut_down,1,idle,,,,,,,,
d_main_04_09_e_24,d_main_04_09_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_04_09_e_24,True,,,,,,,,,,,absolut_down_02,absolut_down_02,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_25,d_main_04_09_e,Speech,vesti,vesti,Locale_MainScenario:d_main_04_09_e_25,True,,,,,,,,,,,absolut_down_02,absolut_down_01,2.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_26,d_main_04_09_e,Speech,emma,emma,Locale_MainScenario:d_main_04_09_e_26,True,,,,,,,,,,,absolut_down_01,absolut_down_03,2.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_27,d_main_04_09_e,Speech,mihara,mihara,Locale_MainScenario:d_main_04_09_e_27,True,,,,,,,,,,,absolut_down_03,absolut_down_02,2.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_28,d_main_04_09_e,Speech,anis,anis,Locale_MainScenario:d_main_04_09_e_28,True,,,,,,,,,,,absolut_down_02,absolut_down_02,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_29,d_main_04_09_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_04_09_e_29,True,,,,,,,,,,,absolut_down_02,absolut_down_02,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_30,d_main_04_09_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_04_09_e_30,True,,,,,,,,,,,absolut_down_02,absolut_down_02,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_31,d_main_04_09_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_04_09_e_31,True,,,,,,,,,,,absolut_down_02,absolut_down_02,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_32,d_main_04_09_e,Speech,vesti,vesti,Locale_MainScenario:d_main_04_09_e_32,True,,,,,,,,,,,absolut_down_02,absolut_down_02,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_33,d_main_04_09_e,Speech,emma,emma,Locale_MainScenario:d_main_04_09_e_33,True,,,,,,,,,,,absolut_down_02,absolut_down_02,1.0,,,,,,,,,,,,,,,,,
d_main_04_09_e_34,d_main_04_09_e,Speech,eunhwa,eunhwa,Locale_MainScenario:d_main_04_09_e_34,True,,,,,,,,,,,absolut_down_02,absolut_down_04,0.5,,,,,,,,,,,,,,,,,
d_main_04_09_e_35,d_main_04_09_e,Narration,eunhwa,Narration,Locale_MainScenario:d_main_04_09_e_35,True,rapi,1,idle,anis,3,angry,neon,13,idle,CityForest_04,black,black,1.0,none,,,,,,eunhwa,15,idle,absolut_down,emma,17,idle,vesti,19,idle,black
