id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id
d_main_01af_01_1,d_main_01af_01,Speech,anis,anis,Locale_MainScenario:d_main_01af_01_1,True,TechIndoor,113,113,1.0,bgm_mystery,,rapi,1,idle,,anis,13,void,,,,,,,,,
d_main_01af_01_2,d_main_01af_01,Speech,anis,anis,Locale_MainScenario:d_main_01af_01_2,True,,113,113,1.0,,,,1,idle,,,13,void,,,,,,,,,
d_main_01af_01_3,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_3,True,,113,113,1.0,,,,1,idle,,,13,void,,,,,,shifty,OP_leftup,think,
d_main_01af_01_4,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_4,True,,113,113,1.0,,,,1,idle,,,13,void,,,,,,,OP_leftup,think,
d_main_01af_01_5,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_5,True,,113,113,1.0,,,,1,idle,,,13,void,,,,,,,OP_leftup,think,
d_main_01af_01_6,d_main_01af_01,Speech,anis,anis,Locale_MainScenario:d_main_01af_01_6,True,,113,113,1.0,,,,1,idle,,,13,void,,,,,,,OP_leftup,think,
d_main_01af_01_7,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_7,True,,113,113,1.0,,,,1,idle,,,13,void,,,,,,,OP_leftup,think,
d_main_01af_01_8,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_8,True,,113,113,1.0,,,,1,idle,,,13,void,,,,,,,OP_leftup,think,
d_main_01af_01_9,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_9,True,,113,113,1.0,,,,1,idle,,,13,void,,,,,,,OP_leftup,think,
d_main_01af_01_10,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_10,True,,113,113,1.0,,,,1,idle,,,13,void,,,,,,,OP_leftup,think,
d_main_01af_01_11,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_11,True,,113,113,1.0,,,,1,idle,,,13,void,,,,,,,OP_leftup,think,
d_main_01af_01_12,d_main_01af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_01_12,True,none,rapi_elevator_01,rapi_elevator_02,3.0,,black,,1,idle,rapi,,13,void,anis,rapi_elevator,1,idle,,,OP_leftup,think,shifty
d_main_01af_01_13,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_13,True,,rapi_elevator_02,rapi_elevator_02,1.0,,,,,,,,,,,,1,idle,,,,,
d_main_01af_01_14,d_main_01af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_01_14,True,,rapi_elevator_02,rapi_elevator_02,1.0,,,,,,,,,,,,1,idle,,,,,
d_main_01af_01_15,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_15,True,,rapi_elevator_02,rapi_elevator_02,1.0,,,,,,,,,,,,1,idle,,,,,
d_main_01af_01_16,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_16,True,,rapi_elevator_02,rapi_elevator_02,1.0,,,,,,,,,,,,1,idle,,,,,
d_main_01af_01_17,d_main_01af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_01_17,True,,rapi_elevator_02,rapi_elevator_02,1.0,,,,,,,,,,,,1,idle,,,,,
d_main_01af_01_18,d_main_01af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_01_18,True,,rapi_elevator_02,rapi_elevator_02,1.0,,,,,,,,,,,,1,idle,,,,,
d_main_01af_01_19,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_19,False,,rapi_elevator_02,rapi_elevator_02,1.0,,,,,,,,,,,,1,idle,,,,,
d_main_01af_01_20,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_20,True,,rapi_elevator_02,rapi_elevator_02,1.0,,,,,,,,,,,,1,idle,,,,,
d_main_01af_01_21,d_main_01af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_01_21,True,,rapi_elevator_02,rapi_elevator_02,1.0,,,,,,,,,,,,1,idle,,,,,
d_main_01af_01_22,d_main_01af_01,Speech,anis,anis,Locale_MainScenario:d_main_01af_01_22,True,,rapi_elevator_02,rapi_elevator_02,1.0,,,,,,,,,,,,1,idle,,,,,
d_main_01af_01_23,d_main_01af_01,Speech,rapi,rapi,Locale_MainScenario:d_main_01af_01_23,True,Ark,5001,5002,5.0,,,,,,,,,,,,1,idle,rapi_elevator,,,,
d_main_01af_01_24,d_main_01af_01,Speech,shifty,shifty,Locale_MainScenario:d_main_01af_01_24,True,Office,1,1,1.0,none,black,andersen,1,idle,,,,,,,,,,shifty,OP_leftup,idle,
d_main_01af_01_25,d_main_01af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_01af_01_25,True,,1,1,1.0,bgm_story_fairytalesend_a,,,1,idle,,,,,,,,,,,OP_leftup,idle,
d_main_01af_01_26,d_main_01af_01,Speech,andersen,andersen,Locale_MainScenario:d_main_01af_01_26,True,,1,1,1.0,,,,1,idle,,,,,,,,,,,OP_leftup,idle,
