id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_main_18_07_e_1,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_1,False,neon,7,idle,rapi,5,idle,anis,3,void,laplace,1,sad,maxwell,13,angry,drake,15,no,WasteLand_01,S_10,S_10,1.0,bgm_mystery,,,,
d_main_18_07_e_2,d_main_18_07_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_07_e_2,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,S_10,130,1.0,,,,,
d_main_18_07_e_3,d_main_18_07_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_07_e_3,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,130,130,1.0,,,,,
d_main_18_07_e_4,d_main_18_07_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_07_e_4,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,130,130,1.0,,,,,
d_main_18_07_e_5,d_main_18_07_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_07_e_5,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,130,130,1.0,,,,,
d_main_18_07_e_6,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_6,False,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,130,12,1.0,,,,,
d_main_18_07_e_7,d_main_18_07_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_07_e_7,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,12,12,1.0,,,,,
d_main_18_07_e_8,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_8,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,12,12,1.0,,syuen_op_l,OP_leftup,angry,
d_main_18_07_e_9,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_9,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,12,12,1.0,,,OP_leftup,angry,
d_main_18_07_e_10,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_10,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,12,12,1.0,,,OP_leftup,angry,
d_main_18_07_e_11,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_11,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,12,12,1.0,,,OP_leftup,angry,
d_main_18_07_e_12,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_12,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,12,12,1.0,,,OP_leftup,angry,
d_main_18_07_e_13,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_13,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,12,12,1.0,,,OP_leftup,angry,
d_main_18_07_e_14,d_main_18_07_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_07_e_14,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,12,130,1.0,,,OP_leftup,angry,
d_main_18_07_e_15,d_main_18_07_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_07_e_15,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,130,130,1.0,,,OP_leftup,angry,
d_main_18_07_e_16,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_16,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,130,130,1.0,,,OP_leftup,angry,
d_main_18_07_e_17,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_17,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,130,130,1.0,,,OP_leftup,angry,
d_main_18_07_e_18,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_18,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,130,130,1.0,,,OP_leftup,angry,
d_main_18_07_e_19,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_19,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,130,S_10,1.0,,,OP_leftup,angry,
d_main_18_07_e_20,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_20,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,S_10,S_10,1.0,,,OP_leftup,angry,
d_main_18_07_e_21,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_21,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,S_10,S_10,1.0,,,OP_leftup,angry,
d_main_18_07_e_22,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_22,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,S_10,S_10,1.0,,,OP_leftup,angry,
d_main_18_07_e_23,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_23,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,S_10,S_10,1.0,,,OP_leftup,angry,
d_main_18_07_e_24,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_24,True,,7,idle,,5,idle,,3,void,,1,sad,,13,angry,,15,no,,S_10,S_100,1.0,,,OP_leftup,angry,
d_main_18_07_e_25,d_main_18_07_e,Speech,maxwell,maxwell,Locale_MainScenario:d_main_18_07_e_25,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,130,130,1.0,,,OP_leftup,surprise,
d_main_18_07_e_26,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_26,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_100,S_100,1.0,,,OP_leftup,surprise,
d_main_18_07_e_27,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_27,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_100,S_100,1.0,,,OP_leftup,surprise,
d_main_18_07_e_28,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_28,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_100,S_10,1.0,,,OP_leftup,surprise,
d_main_18_07_e_29,d_main_18_07_e,Speech,laplace,laplace,Locale_MainScenario:d_main_18_07_e_29,True,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,surprise,
d_main_18_07_e_30,d_main_18_07_e,Speech,syuen_op_l,syuen_op_l,Locale_MainScenario:d_main_18_07_e_30,False,,7,idle,,5,idle,,3,void,,1,sad,,13,sad,,15,no,,S_10,S_10,1.0,,,OP_leftup,surprise,
