id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_16af_02_1,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_1,True,Office,1,XS_100,0.3,bgm_story_destinedtofight,,,mihara,5,think,yuni,3,think,syuen,1,angry,rian,13,idle
d_main_16af_02_2,d_main_16af_02,Narration,yuni,Narration,Locale_MainScenario:d_main_16af_02_2,False,,S_300,S_30,0.3,,sfx_scn_hit,Low_2,,5,think,,3,pain,,1,angry,,13,idle
d_main_16af_02_3,d_main_16af_02,Speech,yuni,yuni,Locale_MainScenario:d_main_16af_02_3,False,,S_30,S_300,2.0,,,,,5,think,,3,pain,,1,angry,,13,idle
d_main_16af_02_4,d_main_16af_02,Narration,yuni,Narration,Locale_MainScenario:d_main_16af_02_4,False,,S_300,S_30,0.3,,sfx_scn_hit,Low_2,,5,think,,3,pain,,1,angry,,13,idle
d_main_16af_02_5,d_main_16af_02,Speech,mihara,mihara,Locale_MainScenario:d_main_16af_02_5,False,,S_30,50,2.0,,,,,5,think,,3,pain,,1,angry,,13,idle
d_main_16af_02_6,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_6,True,,1,XS_10,0.3,,,Low_2,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_7,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_7,True,,XS_10,XS_10,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_8,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_8,True,,XS_10,XS_100,0.3,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_9,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_9,True,,12,12,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_10,d_main_16af_02,Speech,rian,rian,Locale_MainScenario:d_main_16af_02_10,True,,12,12,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_11,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_11,True,,12,12,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
d_main_16af_02_12,d_main_16af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_16af_02_12,True,,12,12,1.0,,,,,5,think,,3,think,,1,angry,,13,idle
