id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/4/hide_char_id,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
d_main_11_04_1,d_main_11_04,Speech,shifty,shifty,Locale_MainScenario:d_main_11_04_1,True,shifty,OP_leftup,pain,maxwell,1,sad,drake,13,idle,laplace,3,angry,Desert_01,1,1,1.0,bgm_story_whosdumber,,,,,,,,,,,,,,,,
d_main_11_04_2,d_main_11_04,Speech,shifty,shifty,Locale_MainScenario:d_main_11_04_2,True,,OP_leftup,pain,,1,sad,,13,idle,,3,angry,,1,1,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_3,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_3,True,,OP_leftup,pain,,1,sad,,13,idle,,3,angry,,1,2,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_4,d_main_11_04,Speech,laplace,laplace,Locale_MainScenario:d_main_11_04_4,True,,OP_leftup,pain,,1,sad,,13,idle,,3,angry,,2,3,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_5,d_main_11_04,Speech,shifty,shifty,Locale_MainScenario:d_main_11_04_5,True,,OP_leftup,no,,1,sad,,13,idle,,3,angry,,3,3,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_6,d_main_11_04,Speech,laplace,laplace,Locale_MainScenario:d_main_11_04_6,True,,OP_leftup,no,,1,sad,,13,idle,,3,angry,,3,S_30,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_7,d_main_11_04,Speech,shifty,shifty,Locale_MainScenario:d_main_11_04_7,True,,OP_leftup,angry,,1,sad,,13,idle,,3,angry,,S_30,S_30,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_8,d_main_11_04,Speech,laplace,laplace,Locale_MainScenario:d_main_11_04_8,True,,OP_leftup,angry,,1,sad,,13,idle,,3,angry,,S_30,S_300,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_9,d_main_11_04,Speech,shifty,shifty,Locale_MainScenario:d_main_11_04_9,True,,OP_leftup,angry,,1,sad,,13,idle,,3,angry,,S_300,S_300,1.0,,rapi,15,idle,,,,,,,,,,,,,
d_main_11_04_10,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_10,True,,OP_leftup,angry,,1,sad,,13,idle,,3,angry,,S_300,3,1.0,none,,15,idle,shifty,ingrid_op,OP_leftup,idle,,,,,,,,,
d_main_11_04_11,d_main_11_04,Speech,rapi,rapi,Locale_MainScenario:d_main_11_04_11,True,,,,,1,sad,,13,idle,,3,angry,,15,150,1.0,bgm_story_kneeldownfools,,15,idle,,,OP_leftup,idle,,,,,,,,,
d_main_11_04_12,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_12,True,,,,,1,angry,,13,idle,,3,angry,,150,10,1.0,,,15,idle,,,OP_leftup,idle,,,,,,,,,
d_main_11_04_13,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_13,True,,,,,1,angry,,13,idle,,3,angry,,10,10,1.0,,,15,idle,,,OP_leftup,idle,rapi,,,,,,,,
d_main_11_04_14,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_14,True,,,,,1,angry,,13,idle,,3,angry,,10,10,1.0,,,,,,,OP_leftup,idle,,,,,,,,,
d_main_11_04_15,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_15,True,,,,,1,idle,,13,idle,,3,angry,,10,10,1.0,,,,,,,OP_leftup,idle,,,,,,,,,
d_main_11_04_16,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_16,True,,,,,1,idle,,13,idle,,3,angry,,10,10,1.0,,,,,,,OP_leftup,idle,,,,,,,,,
d_main_11_04_17,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_17,True,,,,,1,idle,,13,idle,,3,angry,,10,10,1.0,,,,,,,OP_leftup,idle,,,,,,,,,
d_main_11_04_18,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_18,True,,,,,1,idle,,13,idle,,3,angry,,10,10,1.0,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_11_04_19,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_19,True,,,,,1,idle,,13,idle,,3,angry,,10,10,1.0,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_11_04_20,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_20,True,,,,,1,sad,,13,idle,,3,angry,,10,1,1.0,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_11_04_21,d_main_11_04,Speech,drake,drake,Locale_MainScenario:d_main_11_04_21,True,,,,,1,sad,,13,idle,,3,angry,,1,12,1.0,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_11_04_22,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_22,True,,,,,1,angry,,13,idle,,3,angry,,12,12,1.0,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_11_04_23,d_main_11_04,Speech,drake,drake,Locale_MainScenario:d_main_11_04_23,True,,,,,1,angry,,13,no,,3,angry,,12,12,1.0,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_11_04_24,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_24,True,,,,,1,angry,,13,no,,3,angry,,12,1,0.6,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_11_04_25,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_25,True,,,,,1,angry,,13,no,,3,angry,,1,1,1.0,,,,,,,OP_leftup,angry,,,,,,,,,
d_main_11_04_26,d_main_11_04,Speech,syuen_op,syuen_op,Locale_MainScenario:d_main_11_04_26,True,,,,,1,angry,,13,no,,3,angry,,1,1,1.0,,rapi,13,idle,,,OP_leftup,angry,rapi,ingrid_op,syuen_op,OP_leftup,delight,,,,
d_main_11_04_27,d_main_11_04,Speech,shifty,shifty,Locale_MainScenario:d_main_11_04_27,True,shifty,OP_leftup,no,,1,angry,,13,no,,3,angry,,1,1,1.0,,,,,,,,,,,,OP_leftup,delight,syuen_op,,,
d_main_11_04_28,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_28,True,,OP_leftup,no,,1,angry,,13,no,,3,angry,,1,S_40,1.0,,,,,shifty,ingrid_op,OP_left,idle,,,syuen_op_r,OP_right,delight,,maxwell,drake,laplace
d_main_11_04_29,d_main_11_04,Speech,syuen_op_r,syuen_op_r,Locale_MainScenario:d_main_11_04_29,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,idle,,,,
d_main_11_04_30,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_30,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,idle,,,,
d_main_11_04_31,d_main_11_04,Speech,syuen_op_r,syuen_op_r,Locale_MainScenario:d_main_11_04_31,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,idle,,,,
d_main_11_04_32,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_32,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,idle,,,,
d_main_11_04_33,d_main_11_04,Speech,syuen_op_r,syuen_op_r,Locale_MainScenario:d_main_11_04_33,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,idle,,,,
d_main_11_04_34,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_34,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,idle,,,,
d_main_11_04_35,d_main_11_04,Speech,syuen_op_r,syuen_op_r,Locale_MainScenario:d_main_11_04_35,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,angry,,,,
d_main_11_04_36,d_main_11_04,Speech,syuen_op_r,syuen_op_r,Locale_MainScenario:d_main_11_04_36,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,angry,,,,
d_main_11_04_37,d_main_11_04,Speech,syuen_op_r,syuen_op_r,Locale_MainScenario:d_main_11_04_37,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,angry,,,,
d_main_11_04_38,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_38,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,think,,,,OP_right,angry,,,,
d_main_11_04_39,d_main_11_04,Speech,syuen_op_r,syuen_op_r,Locale_MainScenario:d_main_11_04_39,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,think,,,,OP_right,angry,,,,
d_main_11_04_40,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_40,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,think,,,,OP_right,angry,,,,
d_main_11_04_41,d_main_11_04,Speech,syuen_op_r,syuen_op_r,Locale_MainScenario:d_main_11_04_41,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,think,,,,OP_right,angry,,,,
d_main_11_04_42,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_42,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,think,,,,OP_right,angry,,,,
d_main_11_04_43,d_main_11_04,Speech,syuen_op_r,syuen_op_r,Locale_MainScenario:d_main_11_04_43,False,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,think,,,,OP_right,angry,,,,
d_main_11_04_44,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_44,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,think,,,,OP_right,angry,,,,
d_main_11_04_45,d_main_11_04,Speech,syuen_op_r,syuen_op_r,Locale_MainScenario:d_main_11_04_45,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,think,,,,OP_right,angry,,,,
d_main_11_04_46,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_46,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,angry,,,,
d_main_11_04_47,d_main_11_04,Speech,syuen_op_r,syuen_op_r,Locale_MainScenario:d_main_11_04_47,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,idle,,,,
d_main_11_04_48,d_main_11_04,Speech,syuen_op_r,syuen_op_r,Locale_MainScenario:d_main_11_04_48,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,idle,,,,
d_main_11_04_49,d_main_11_04,Speech,syuen_op_r,syuen_op_r,Locale_MainScenario:d_main_11_04_49,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,angry,,,,
d_main_11_04_50,d_main_11_04,Speech,ingrid_op,ingrid_op,Locale_MainScenario:d_main_11_04_50,True,,,,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,,,OP_right,angry,,,,
d_main_11_04_51,d_main_11_04,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_11_04_51,False,shifty_c,OP_center,think,,,,,,,,,,,S_40,S_40,1.0,,,,,,,OP_left,idle,,ingrid_op,,OP_right,angry,syuen_op_r,,,
d_main_11_04_52,d_main_11_04,Speech,shifty_c,shifty_c,Locale_MainScenario:d_main_11_04_52,True,,OP_center,no,,,,,,,,,,,S_40,S_40,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_53,d_main_11_04,Speech,rapi,rapi,Locale_MainScenario:d_main_11_04_53,True,,OP_center,no,maxwell,1,idle,rapi,13,idle,laplace,3,idle,,12,12,1.0,,,,,shifty_c,,,,,,,,,,,,
d_main_11_04_54,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_54,True,,,,,1,idle,,13,idle,,3,idle,,12,12,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_55,d_main_11_04,Speech,rapi,rapi,Locale_MainScenario:d_main_11_04_55,True,,,,,1,idle,,13,idle,,3,idle,,12,12,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_56,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_56,True,,,,,1,idle,,13,idle,,3,idle,,12,12,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_57,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_57,True,,,,,1,sad,,13,idle,,3,idle,,12,12,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_58,d_main_11_04,Speech,rapi,rapi,Locale_MainScenario:d_main_11_04_58,True,,,,,1,sad,,13,idle,,3,idle,,12,12,1.0,,,,,,,,,,,,,,,,,
d_main_11_04_59,d_main_11_04,Speech,maxwell,maxwell,Locale_MainScenario:d_main_11_04_59,True,,,,,1,sad,,13,idle,,3,idle,,12,12,1.0,,,,,,,,,,,,,,,,,
