id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id,characters/5/hide_char_id
d_main_28_05_s_1,d_main_28_05_s,Speech,anis,anis,Locale_MainScenario:d_main_28_05_s_1,True,neon,5,idle,anis,3,void,rapi,1,idle,liveryn,13,worry,elegg,15,idle,hammering,17,smile,CrystalCity,3,3,1.0,bgm_destroyingcalamity_b,,,,,,,,,,
d_main_28_05_s_2,d_main_28_05_s,Speech,anis,anis,Locale_MainScenario:d_main_28_05_s_2,True,,5,idle,,3,void,,1,idle,,13,worry,,15,idle,,17,smile,,3,3,1.0,,,,,,,,,,,
d_main_28_05_s_3,d_main_28_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_s_3,True,,5,idle,,3,void,,1,idle,,13,worry,,15,idle,,17,smile,,3,14,1.0,,,,,,,,,,,
d_main_28_05_s_4,d_main_28_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_s_4,True,,5,idle,,3,void,,1,idle,,13,worry,,15,idle,,17,smile,,14,14,1.0,,,,,,,,,,,
d_main_28_05_s_5,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_5,True,,5,idle,,3,void,,1,idle,,13,worry,,15,idle,,17,smile,,14,14,1.0,,,,,,,,,,,
d_main_28_05_s_6,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_6,True,,5,idle,,3,void,,1,idle,,13,worry,,15,idle,,17,smile,,14,14,1.0,,,,,,,,,,,
d_main_28_05_s_7,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_7,True,,5,idle,,3,void,,1,idle,,13,worry,,15,idle,,17,smile,,14,14,1.0,,,,,,,,,,,
d_main_28_05_s_8,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_8,True,,5,idle,,3,void,,1,idle,,13,worry,,15,idle,,17,smile,,14,14,1.0,,,,,,,,,,,
d_main_28_05_s_9,d_main_28_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_28_05_s_9,True,,5,idle,,3,void,,1,idle,,13,worry,,15,idle,,17,smile,,14,170,1.0,,,,,,,,,,,
d_main_28_05_s_10,d_main_28_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_28_05_s_10,True,,5,idle,,3,void,,1,idle,,13,worry,,15,idle,,17,smile,,170,170,1.0,,,,,,,,,,,
d_main_28_05_s_11,d_main_28_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_28_05_s_11,True,,5,idle,,3,void,,1,idle,,13,worry,,15,idle,,17,smile,,170,170,1.0,,,,,,,,,,,
d_main_28_05_s_12,d_main_28_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_28_05_s_12,True,,5,idle,,3,void,,1,idle,,13,worry,,15,idle,,17,smile,,170,170,1.0,,,,,,,,,,,
d_main_28_05_s_13,d_main_28_05_s,Speech,anis,anis,Locale_MainScenario:d_main_28_05_s_13,True,,5,idle,,3,delight,,1,idle,,13,worry,,15,idle,,17,smile,,4,4,1.0,,,,,,,,,,,
d_main_28_05_s_14,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_14,True,,5,no,,3,delight,,1,idle,,13,worry,,15,idle,,17,smile,,4,4,1.0,,,,,,,,,,,
d_main_28_05_s_15,d_main_28_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_s_15,True,,5,no,,3,delight,,1,idle,,13,worry,,15,idle,,17,smile,,4,12,1.0,,,,,,,,,,,
d_main_28_05_s_16,d_main_28_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_s_16,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,12,12,1.0,,,,,,,,,,,
d_main_28_05_s_17,d_main_28_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_s_17,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,12,12,1.0,,,,,,,,,,,
d_main_28_05_s_18,d_main_28_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_s_18,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,12,12,1.0,,,,,,,,,,,
d_main_28_05_s_19,d_main_28_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_28_05_s_19,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,,,,,
d_main_28_05_s_20,d_main_28_05_s,Speech,anis,anis,Locale_MainScenario:d_main_28_05_s_20,True,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,,,,,,
d_main_28_05_s_21,d_main_28_05_s,Self,,,Locale_MainScenario:d_main_28_05_s_21,False,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,17,idle,,30,3,1.0,,shifty,OP_leftup,idle,,,,,,,
d_main_28_05_s_22,d_main_28_05_s,Speech,shifty,shifty,Locale_MainScenario:d_main_28_05_s_22,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,3,3,1.0,,,OP_leftup,idle,,,,,,,
d_main_28_05_s_23,d_main_28_05_s,Speech,shifty,shifty,Locale_MainScenario:d_main_28_05_s_23,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,3,3,1.0,,,OP_leftup,idle,,,,,,,
d_main_28_05_s_24,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_24,True,,5,idle,,3,void,,1,idle,,13,idle,,15,worry,,17,smile,,S_150,S_150,1.0,,,OP_leftup,idle,,,,,,,
d_main_28_05_s_25,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_25,True,,5,idle,,3,void,,1,idle,,13,idle,,15,worry,,17,smile,,S_150,S_150,1.0,,,OP_leftup,idle,,,,,,,
d_main_28_05_s_26,d_main_28_05_s,Speech,shifty,shifty,Locale_MainScenario:d_main_28_05_s_26,True,,5,idle,,3,void,,1,idle,,13,idle,,15,worry,,17,smile,,S_150,S_150,1.0,,,OP_leftup,delight,,,,,,,
d_main_28_05_s_27,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_27,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,S_150,15,1.0,,,OP_leftup,delight,,,,,,,
d_main_28_05_s_28,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_28,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,5,5,1.0,,,OP_leftup,idle,shifty,,,,,,
d_main_28_05_s_29,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_29,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,15,15,1.0,,,,,,,,,,,
d_main_28_05_s_30,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_30,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,S_50,S_50,1.0,,,,,,,,,,,
d_main_28_05_s_31,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_31,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_32,d_main_28_05_s,Speech,anis,anis,Locale_MainScenario:d_main_28_05_s_32,True,,5,idle,,3,no,,1,idle,,13,idle,,15,idle,,17,smile,,3,3,1.0,,,,,,,,,,,
d_main_28_05_s_33,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_33,True,,5,idle,,3,no,,1,idle,,13,idle,,15,idle,,17,smile,,3,5,1.0,,,,,,,,,,,
d_main_28_05_s_34,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_34,True,,5,idle,,3,no,,1,idle,,13,idle,,15,idle,,17,smile,,5,5,1.0,,,,,,,,,,,
d_main_28_05_s_35,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_35,True,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,5,5,1.0,,,,,,,,,,,
d_main_28_05_s_36,d_main_28_05_s,Narration,,,Locale_MainScenario:d_main_28_05_s_36,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,5,5,1.0,,,,,,sfx_scn_glassesknock,,,,,
d_main_28_05_s_37,d_main_28_05_s,Narration,,,Locale_MainScenario:d_main_28_05_s_37,False,,5,idle,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,White,5,S_50,0.6,,,,,,sfx_scn_flashbanglight,Low_2,,,,
d_main_28_05_s_38,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_38,True,,5,no,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,S_50,S_50,1.0,,,,,,,Low_2,,,,
d_main_28_05_s_39,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_39,True,,5,no,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,CrystalCity,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_40,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_40,True,,5,no,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_41,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_41,True,,5,no,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,S_50,S_50,1.0,,,,,,,,,,,
d_main_28_05_s_42,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_42,True,,5,no,,3,void,,1,idle,,13,idle,,15,delight,,17,smile,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_43,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_43,True,,5,no,,3,void,,1,idle,,13,idle,,15,delight,,17,smile,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_44,d_main_28_05_s,Speech,liveryn,liveryn,Locale_MainScenario:d_main_28_05_s_44,True,,5,no,,3,void,,1,idle,,13,idle,,15,delight,,17,smile,,130,130,1.0,,,,,,,,,,,
d_main_28_05_s_45,d_main_28_05_s,Speech,hammering,hammering,Locale_MainScenario:d_main_28_05_s_45,True,,5,no,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,170,170,1.0,,,,,,,,,,,
d_main_28_05_s_46,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_46,True,,5,no,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,S_50,S_50,1.0,,,,,,,,,,,
d_main_28_05_s_47,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_47,True,,5,no,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,S_50,S_500,1.0,,,,,,,,,,,
d_main_28_05_s_48,d_main_28_05_s,Speech,anis,anis,Locale_MainScenario:d_main_28_05_s_48,True,,5,no,,3,worry,,1,idle,,13,idle,,15,idle,,17,smile,,S_500,30,1.0,,,,,,,,,,,
d_main_28_05_s_49,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_49,True,,5,no,,3,worry,,1,idle,,13,idle,,15,idle,,17,smile,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_50,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_50,True,,5,no,,3,worry,,1,idle,,13,idle,,15,idle,,17,smile,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_51,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_51,True,,5,no,,3,worry,,1,idle,,13,idle,,15,idle,,17,smile,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_52,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_52,True,,5,no,,3,worry,,1,idle,,13,idle,,15,idle,,17,smile,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_53,d_main_28_05_s,Speech,anis,anis,Locale_MainScenario:d_main_28_05_s_53,True,,5,no,,3,worry,,1,idle,,13,idle,,15,idle,,17,smile,,30,30,1.0,,,,,,,,,,,
d_main_28_05_s_54,d_main_28_05_s,Speech,shifty,shifty,Locale_MainScenario:d_main_28_05_s_54,True,,5,no,,3,worry,,1,idle,,13,idle,,15,idle,,17,smile,,30,30,1.0,,shifty,OP_leftup,think,,,,,,,
d_main_28_05_s_55,d_main_28_05_s,Speech,anis,anis,Locale_MainScenario:d_main_28_05_s_55,True,,5,no,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,30,30,1.0,,,OP_leftup,think,,,,,,,
d_main_28_05_s_56,d_main_28_05_s,Speech,shifty,shifty,Locale_MainScenario:d_main_28_05_s_56,True,,5,no,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,30,30,1.0,,,OP_leftup,worry,,,,,,,
d_main_28_05_s_57,d_main_28_05_s,Speech,anis,anis,Locale_MainScenario:d_main_28_05_s_57,True,,5,no,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,30,4,1.0,,,OP_leftup,worry,shifty,,,,,,
d_main_28_05_s_58,d_main_28_05_s,Speech,anis,anis,Locale_MainScenario:d_main_28_05_s_58,True,,5,no,,3,delight,,1,idle,,13,idle,,15,idle,,17,smile,,4,4,1.0,,,,,,,,,,,
d_main_28_05_s_59,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_59,True,,5,no,,3,delight,,1,idle,,13,idle,,15,idle,,17,smile,,4,4,1.0,,,,,,,,,,,
d_main_28_05_s_60,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_60,True,,5,no,,3,delight,,1,idle,,13,idle,,15,idle,,17,smile,,4,4,1.0,,,,,,,,,,,
d_main_28_05_s_61,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_61,True,,5,no,,3,delight,,1,idle,,13,idle,,15,idle,,17,smile,,4,4,1.0,,,,,,,,,,,
d_main_28_05_s_62,d_main_28_05_s,Speech,anis,anis,Locale_MainScenario:d_main_28_05_s_62,True,,5,no,,3,sad,,1,idle,,13,idle,,15,idle,,17,smile,,4,30,1.0,,,,,,,,,,,
d_main_28_05_s_63,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_63,True,,5,no,,3,sad,,1,idle,,13,idle,,15,idle,,17,smile,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_64,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_64,True,,5,no,,3,sad,,1,idle,,13,idle,,15,idle,,17,smile,,S_50,S_50,1.0,,,,,,,,,,,
d_main_28_05_s_65,d_main_28_05_s,Speech,anis,anis,Locale_MainScenario:d_main_28_05_s_65,True,,5,no,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,30,30,1.0,,,,,,,,,,,
d_main_28_05_s_66,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_66,True,,5,no,,3,void,,1,idle,,13,idle,,15,delight,,17,smile,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_67,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_67,True,,5,worry,,3,void,,1,idle,,13,idle,,15,delight,,17,smile,,S_50,S_500,0.6,,,,,,,,,,,
d_main_28_05_s_68,d_main_28_05_s,Speech,neon,neon,Locale_MainScenario:d_main_28_05_s_68,True,,5,worry,,3,void,,1,idle,,13,idle,,15,delight,,17,smile,,S_500,S_500,1.0,,,,,,,,,,,
d_main_28_05_s_69,d_main_28_05_s,Speech,elegg,elegg,Locale_MainScenario:d_main_28_05_s_69,True,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,S_150,S_150,1.0,,,,,,,,,,,
d_main_28_05_s_70,d_main_28_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_s_70,True,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,S_150,1,1.0,,,,,,,,,,,
d_main_28_05_s_71,d_main_28_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_28_05_s_71,True,,5,worry,,3,void,,1,idle,,13,idle,,15,idle,,17,smile,,1,1,1.0,,,,,,,,,,,
