id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_12af_04_1,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_1,True,EventScene_Chap_12_After_02,1,18,3.0,bgm_story_fairytalesend_a,,,,,,,,,,,,
d_main_12af_04_2,d_main_12af_04,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_04_2,True,,18,1,1.0,,,,,,,,,,,,,
d_main_12af_04_3,d_main_12af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_04_3,False,,1,1,1.0,,,,,,,,,,,,,
d_main_12af_04_4,d_main_12af_04,Speech,mustang,mustang,Locale_MainScenario:d_main_12af_04_4,True,,1,1,1.0,,,,,,,,,,,,,
d_main_12af_04_5,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_5,True,,1,18,1.0,,,,,,,,,,,,,
d_main_12af_04_6,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_6,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_7,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_7,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_8,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_8,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_9,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_9,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_10,d_main_12af_04,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_04_10,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_11,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_11,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_12,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_12,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_13,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_13,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_14,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_14,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_15,d_main_12af_04,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_04_15,True,,18,1,1.0,,,,,,,,,,,,,
d_main_12af_04_16,d_main_12af_04,Speech,mustang,mustang,Locale_MainScenario:d_main_12af_04_16,True,,1,1,1.0,,,,,,,,,,,,,
d_main_12af_04_17,d_main_12af_04,Speech,syuen,syuen,Locale_MainScenario:d_main_12af_04_17,True,,1,1,1.0,,,,,,,,,,,,,
d_main_12af_04_18,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_18,True,,1,18,1.0,,,,,,,,,,,,,
d_main_12af_04_19,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_19,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_20,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_20,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_21,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_21,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_22,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_22,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_23,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_23,True,,18,18,1.0,,,,,,,,,,,,,
d_main_12af_04_24,d_main_12af_04,Speech,andersen,andersen,Locale_MainScenario:d_main_12af_04_24,True,,18,18,1.0,,,,,,,,,,,,,
