id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
d_main_01_04_e_1,d_main_01_04_e,Speech,marian,marian,Locale_MainScenario:d_main_01_04_e_1,False,marian,1,sad,rapi,13,idle,anis,15,idle,CityForest_02,1,10,3.0,bgm_distress,,,
d_main_01_04_e_2,d_main_01_04_e,Speech,anis,anis,Locale_MainScenario:d_main_01_04_e_2,True,,1,pain,,13,idle,,15,void,,130,150,1.0,,,,
d_main_01_04_e_3,d_main_01_04_e,Speech,marian,marian,Locale_MainScenario:d_main_01_04_e_3,True,,1,pain,,13,idle,,15,void,,10,10,1.0,,,,
d_main_01_04_e_4,d_main_01_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_01_04_e_4,True,,1,pain,,13,idle,,15,void,,13,13,1.0,,,,
d_main_01_04_e_5,d_main_01_04_e,Speech,marian,marian,Locale_MainScenario:d_main_01_04_e_5,True,,1,pain,,13,idle,,15,void,,13,10,1.0,,,,
d_main_01_04_e_6,d_main_01_04_e,Speech,anis,anis,Locale_MainScenario:d_main_01_04_e_6,True,,1,pain,,13,idle,,15,void,,10,10,1.0,,,,
d_main_01_04_e_7,d_main_01_04_e,Speech,marian,marian,Locale_MainScenario:d_main_01_04_e_7,True,,1,pain,,13,idle,,15,void,,10,100,1.0,,,,
d_main_01_04_e_8,d_main_01_04_e,Speech,anis,anis,Locale_MainScenario:d_main_01_04_e_8,True,,1,pain,,13,idle,,15,delight,,15,15,1.0,,,,
d_main_01_04_e_9,d_main_01_04_e,Speech,anis,anis,Locale_MainScenario:d_main_01_04_e_9,True,,1,pain,,13,idle,,15,delight,,15,15,1.0,,,,
d_main_01_04_e_10,d_main_01_04_e,Speech,anis,anis,Locale_MainScenario:d_main_01_04_e_10,True,,1,pain,,13,idle,,15,worry,,15,150,1.0,,,,
d_main_01_04_e_11,d_main_01_04_e,Speech,anis,anis,Locale_MainScenario:d_main_01_04_e_11,True,,1,pain,,13,idle,,15,idle,,150,150,1.0,,,,
d_main_01_04_e_12,d_main_01_04_e,Self,anis,Self,Locale_MainScenario:d_main_01_04_e_12,False,,1,pain,,13,idle,,15,idle,,150,150,1.0,,,,
d_main_01_04_e_13,d_main_01_04_e,Speech,anis,anis,Locale_MainScenario:d_main_01_04_e_13,False,,1,pain,,13,idle,,15,no,,150,1500,1.0,,,,
d_main_01_04_e_14,d_main_01_04_e,Speech,marian,marian,Locale_MainScenario:d_main_01_04_e_14,True,,1,pain,,13,idle,,15,idle,,113,113,1.0,,,,
d_main_01_04_e_15,d_main_01_04_e,Speech,marian,marian,Locale_MainScenario:d_main_01_04_e_15,True,,1,pain,,13,idle,,15,idle,,113,113,1.0,,,,
d_main_01_04_e_16,d_main_01_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_01_04_e_16,True,,1,pain,,13,angry,,15,idle,,113,130,1.0,,,,
d_main_01_04_e_17,d_main_01_04_e,Self,rapi,Self,Locale_MainScenario:d_main_01_04_e_17,False,,1,pain,,13,angry,,15,idle,,130,130,1.0,,,,
d_main_01_04_e_18,d_main_01_04_e,Speech,anis,anis,Locale_MainScenario:d_main_01_04_e_18,False,,1,pain,,13,angry,,15,no,,130,150,1.0,,,,
d_main_01_04_e_19,d_main_01_04_e,Speech,marian,marian,Locale_MainScenario:d_main_01_04_e_19,True,,1,pain,,13,angry,,15,idle,,113,113,1.0,,,,
d_main_01_04_e_20,d_main_01_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_01_04_e_20,True,,1,pain,,13,angry,,15,idle,,113,113,1.0,,,,
d_main_01_04_e_21,d_main_01_04_e,Speech,marian,marian,Locale_MainScenario:d_main_01_04_e_21,True,,1,pain,,13,angry,,15,idle,,113,113,1.0,,,,
d_main_01_04_e_22,d_main_01_04_e,Speech,anis,anis,Locale_MainScenario:d_main_01_04_e_22,True,,1,pain,,13,idle,,15,idle,,113,15,1.0,,,,
d_main_01_04_e_23,d_main_01_04_e,Narration,anis,Narration,Locale_MainScenario:d_main_01_04_e_23,True,,1,pain,,13,idle,,15,idle,none,113,113,1.0,,marian,rapi,anis
d_main_01_04_e_24,d_main_01_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_01_04_e_24,True,marian,1,pain,rapi,13,idle,anis,15,idle,CityForest_02,113,113,1.0,,,,
d_main_01_04_e_25,d_main_01_04_e,Speech,marian,marian,Locale_MainScenario:d_main_01_04_e_25,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,,,
d_main_01_04_e_26,d_main_01_04_e,Speech,rapi,rapi,Locale_MainScenario:d_main_01_04_e_26,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,,,
d_main_01_04_e_27,d_main_01_04_e,Speech,anis,anis,Locale_MainScenario:d_main_01_04_e_27,True,,1,idle,,13,idle,,15,delight,,15,150,1.0,,,,
d_main_01_04_e_28,d_main_01_04_e,Speech,marian,marian,Locale_MainScenario:d_main_01_04_e_28,False,,1,idle,,13,idle,,15,idle,,10,100,1.0,,,,
d_main_01_04_e_29,d_main_01_04_e,Speech,anis,anis,Locale_MainScenario:d_main_01_04_e_29,True,,1,sad,,13,idle,,15,delight,,150,150,1.0,,,,
d_main_01_04_e_30,d_main_01_04_e,Speech,marian,marian,Locale_MainScenario:d_main_01_04_e_30,False,,1,sad,,13,idle,,15,delight,,100,100,1.0,,,,
