id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_21_01_e_1,d_main_21_01_e,Self,cecil,Self,Locale_MainScenario:d_main_21_01_e_1,False,cecil,1,idle,EdenLobby,1,1,1.0,bgm_story_cecil
d_main_21_01_e_2,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_2,True,,1,idle,,1,1,1.0,
d_main_21_01_e_3,d_main_21_01_e,Self,cecil,Self,Locale_MainScenario:d_main_21_01_e_3,False,,1,idle,,1,1,1.0,
d_main_21_01_e_4,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_4,True,,1,idle,,1,1,1.0,
d_main_21_01_e_5,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_5,True,,1,idle,,1,1,1.0,
d_main_21_01_e_6,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_6,True,,1,idle,,1,10,1.0,
d_main_21_01_e_7,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_7,True,,1,idle,,10,10,1.0,
d_main_21_01_e_8,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_8,True,,1,idle,,10,10,1.0,
d_main_21_01_e_9,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_9,True,,1,idle,,10,10,1.0,
d_main_21_01_e_10,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_10,True,,1,idle,,10,10,1.0,
d_main_21_01_e_11,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_11,True,,1,idle,,10,10,1.0,
d_main_21_01_e_12,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_12,True,,1,delight,,10,10,1.0,
d_main_21_01_e_13,d_main_21_01_e,Self,cecil,Self,Locale_MainScenario:d_main_21_01_e_13,False,,1,delight,,10,10,1.0,
d_main_21_01_e_14,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_14,True,,1,idle,,10,1,1.0,
d_main_21_01_e_15,d_main_21_01_e,Speech,cecil,cecil,Locale_MainScenario:d_main_21_01_e_15,True,,1,idle,,1,1,1.0,
