id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake
d_subquest_1042_s_1,d_subquest_1042_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1042_s_1,True,anis,2,worry,neon,12,idle,rapi,14,idle,IceLand_03,20,20,1.0,bgm_secondhand,,
d_subquest_1042_s_2,d_subquest_1042_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1042_s_2,True,,2,worry,,12,worry,,14,idle,,20,1,1.0,,,
d_subquest_1042_s_3,d_subquest_1042_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1042_s_3,True,,2,sad,,12,worry,,14,idle,,1,1,1.0,,,
d_subquest_1042_s_4,d_subquest_1042_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1042_s_4,True,,2,sad,,12,worry,,14,idle,,1,1,1.0,,,
d_subquest_1042_s_5,d_subquest_1042_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1042_s_5,True,,2,sad,,12,worry,,14,idle,,1,13,0.5,none,,
d_subquest_1042_s_6,d_subquest_1042_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1042_s_6,True,,2,worry,,12,surprise,,14,idle,,13,13,1.0,bgm_enemyclose,,
d_subquest_1042_s_7,d_subquest_1042_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1042_s_7,True,,2,worry,,12,surprise,,14,idle,,13,1,1.0,,,
d_subquest_1042_s_8,d_subquest_1042_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1042_s_8,True,,2,worry,,12,surprise,,14,idle,,140,140,1.0,,,
d_subquest_1042_s_9,d_subquest_1042_s,Monologue,rapi,,Locale_SubScenario:d_subquest_1042_s_9,False,,2,worry,,12,surprise,,14,idle,,140,170,1.0,,,
d_subquest_1042_s_10,d_subquest_1042_s,Self,rapi,Self,Locale_SubScenario:d_subquest_1042_s_10,False,,2,worry,,12,surprise,,14,idle,,170,170,1.0,,,
d_subquest_1042_s_11,d_subquest_1042_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1042_s_11,True,,2,worry,,12,idle,,14,idle,,170,140,0.5,,,
d_subquest_1042_s_12,d_subquest_1042_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1042_s_12,True,,2,worry,,12,idle,,14,idle,,1,1,1.0,,,
d_subquest_1042_s_13,d_subquest_1042_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1042_s_13,True,,2,worry,,12,surprise,,14,idle,,1,1,1.0,,,
d_subquest_1042_s_14,d_subquest_1042_s,Narration,neon,Narration,Locale_SubScenario:d_subquest_1042_s_14,False,,2,worry,,12,surprise,,14,idle,,black,black,1.0,,sfx_scn_earthquake,Low_2
d_subquest_1042_s_15,d_subquest_1042_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1042_s_15,True,,2,worry,,12,angry,,14,angry,,14,140,1.0,,,
d_subquest_1042_s_16,d_subquest_1042_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1042_s_16,True,,2,angry,,12,angry,,14,angry,,140,1,0.5,,,
d_subquest_1042_s_17,d_subquest_1042_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1042_s_17,True,,2,angry,,12,angry,,14,angry,,1,1,1.0,,,
