id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_hotel_01_1,d_ex_hotel_01,Speech,neon,neon,Locale_SuddenStory:d_ex_hotel_01_1,True,OutpostOut,3,3,1.0,bgm_story_orangepop,neon,3,idle,,,,rapi,13,idle
d_ex_hotel_01_2,d_ex_hotel_01,Speech,neon,neon,Locale_SuddenStory:d_ex_hotel_01_2,True,,3,3,1.0,,,3,idle,,,,,13,idle
d_ex_hotel_01_3,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_3,True,,3,2,1.0,,,3,idle,anis,1,angry,,13,idle
d_ex_hotel_01_4,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_4,True,,2,2,1.0,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_5,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_5,True,,2,2,1.0,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_6,d_ex_hotel_01,Speech,rapi,rapi,Locale_SuddenStory:d_ex_hotel_01_6,True,,2,12,0.5,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_7,d_ex_hotel_01,Speech,rapi,rapi,Locale_SuddenStory:d_ex_hotel_01_7,True,,12,12,1.0,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_8,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_8,True,,12,10,1.0,,,3,angry,,1,angry,,13,idle
d_ex_hotel_01_9,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_9,True,,10,10,1.0,,,3,angry,,1,angry,,13,idle
d_ex_hotel_01_10,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_10,True,,10,10,1.0,,,3,angry,,1,angry,,13,idle
d_ex_hotel_01_11,d_ex_hotel_01,Speech,rapi,rapi,Locale_SuddenStory:d_ex_hotel_01_11,True,,10,130,1.0,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_12,d_ex_hotel_01,Speech,rapi,rapi,Locale_SuddenStory:d_ex_hotel_01_12,True,,130,130,1.0,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_13,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_13,True,,130,12,1.0,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_14,d_ex_hotel_01,Speech,rapi,rapi,Locale_SuddenStory:d_ex_hotel_01_14,True,,12,12,1.0,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_15,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_15,True,,12,12,1.0,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_16,d_ex_hotel_01,Speech,neon,neon,Locale_SuddenStory:d_ex_hotel_01_16,True,,S_30,S_30,1.0,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_17,d_ex_hotel_01,Speech,neon,neon,Locale_SuddenStory:d_ex_hotel_01_17,True,,S_30,S_30,1.0,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_18,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_18,True,,S_30,10,1.0,,,3,idle,,1,delight,,13,idle
d_ex_hotel_01_19,d_ex_hotel_01,Speech,rapi,rapi,Locale_SuddenStory:d_ex_hotel_01_19,True,,10,12,1.0,,,3,idle,,1,delight,,13,idle
d_ex_hotel_01_20,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_20,True,,12,12,1.0,,,3,angry,,1,idle,,13,idle
d_ex_hotel_01_21,d_ex_hotel_01,Speech,rapi,rapi,Locale_SuddenStory:d_ex_hotel_01_21,True,,12,12,1.0,,,3,idle,,1,idle,,13,idle
d_ex_hotel_01_22,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_22,False,,12,10,0.5,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_23,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_23,True,,10,10,1.0,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_24,d_ex_hotel_01,Speech,rapi,rapi,Locale_SuddenStory:d_ex_hotel_01_24,False,,130,130,1.0,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_25,d_ex_hotel_01,Speech,neon,neon,Locale_SuddenStory:d_ex_hotel_01_25,True,,S_30,S_30,1.0,,,3,idle,,1,angry,,13,idle
d_ex_hotel_01_26,d_ex_hotel_01,Speech,neon,neon,Locale_SuddenStory:d_ex_hotel_01_26,True,,S_30,S_300,2.0,none,,3,no,,1,angry,,13,idle
d_ex_hotel_01_27,d_ex_hotel_01,Speech,neon,neon,Locale_SuddenStory:d_ex_hotel_01_27,False,,S_300,S_300,1.0,,,3,no,,1,pain,,13,idle
d_ex_hotel_01_28,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_28,False,,100,100,1.0,,,3,idle,,1,pain,,13,idle
d_ex_hotel_01_29,d_ex_hotel_01,Speech,rapi,rapi,Locale_SuddenStory:d_ex_hotel_01_29,False,,1300,1300,1.0,,,3,idle,,1,pain,,13,idle
d_ex_hotel_01_30,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_30,True,,2,2,1.0,,,3,idle,,1,no,,13,idle
d_ex_hotel_01_31,d_ex_hotel_01,Speech,neon,neon,Locale_SuddenStory:d_ex_hotel_01_31,True,,2,2,1.0,,,3,idle,,1,no,,13,idle
d_ex_hotel_01_32,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_32,True,,2,10,0.8,bgm_story_whosdumber,,3,idle,,1,idle,,13,idle
d_ex_hotel_01_33,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_33,True,,10,10,1.0,,,3,idle,,1,idle,,13,idle
d_ex_hotel_01_34,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_34,True,,10,10,1.0,,,3,idle,,1,idle,,13,idle
d_ex_hotel_01_35,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_35,True,,10,10,1.0,,,3,idle,,1,idle,,13,idle
d_ex_hotel_01_36,d_ex_hotel_01,Speech,rapi,rapi,Locale_SuddenStory:d_ex_hotel_01_36,True,,130,130,1.0,,,3,idle,,1,idle,,13,idle
d_ex_hotel_01_37,d_ex_hotel_01,Speech,neon,neon,Locale_SuddenStory:d_ex_hotel_01_37,True,,3,S_30,0.8,,,3,angry,,1,angry,,13,idle
d_ex_hotel_01_38,d_ex_hotel_01,Speech,neon,neon,Locale_SuddenStory:d_ex_hotel_01_38,True,,S_30,S_30,1.0,,,3,angry,,1,angry,,13,idle
d_ex_hotel_01_39,d_ex_hotel_01,Speech,neon,neon,Locale_SuddenStory:d_ex_hotel_01_39,True,,S_30,S_30,1.0,,,3,angry,,1,angry,,13,idle
d_ex_hotel_01_40,d_ex_hotel_01,Speech,rapi,rapi,Locale_SuddenStory:d_ex_hotel_01_40,True,,130,130,1.0,,,3,angry,,1,angry,,13,idle
d_ex_hotel_01_41,d_ex_hotel_01,Speech,neon,neon,Locale_SuddenStory:d_ex_hotel_01_41,True,,2,2,1.0,,,3,angry,,1,angry,,13,idle
d_ex_hotel_01_42,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_42,True,,2,2,1.0,,,3,angry,,1,angry,,13,idle
d_ex_hotel_01_43,d_ex_hotel_01,Speech,neon,neon,Locale_SuddenStory:d_ex_hotel_01_43,True,,2,2,1.0,,,3,angry,,1,angry,,13,idle
d_ex_hotel_01_44,d_ex_hotel_01,Speech,anis,anis,Locale_SuddenStory:d_ex_hotel_01_44,True,,2,2,1.0,,,3,angry,,1,angry,,13,idle
d_ex_hotel_01_45,d_ex_hotel_01,Speech,rapi,rapi,Locale_SuddenStory:d_ex_hotel_01_45,False,,2,130,1.0,,,3,angry,,1,angry,,13,idle
d_ex_hotel_01_46,d_ex_hotel_01,Speech,rapi,rapi,Locale_SuddenStory:d_ex_hotel_01_46,True,,130,130,1.0,,,3,angry,,1,angry,,13,idle
d_ex_hotel_01_47,d_ex_hotel_01,Self,rapi,Self,Locale_SuddenStory:d_ex_hotel_01_47,False,,130,130,1.0,,,3,angry,,1,angry,,13,idle
