id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_main_24af_02_1,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_1,True,syuen,12,special,EnikkRoom,S_120,S_120,1.0,bgm_story_enikksroom,,,
d_main_24af_02_2,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_2,True,,12,special,,S_120,S_120,1.0,,,,
d_main_24af_02_3,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_3,True,,12,special,,S_120,S_120,1.0,,,,
d_main_24af_02_4,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_4,True,,12,special,,S_120,1,1.0,,enikk,2,special
d_main_24af_02_5,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_5,True,,12,angry,,1,1,1.0,,,2,special
d_main_24af_02_6,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_6,True,,12,angry,,1,1,1.0,,,2,special
d_main_24af_02_7,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_7,True,,12,angry,,1,1,1.0,,,2,special
d_main_24af_02_8,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_8,True,,12,angry,,1,S_120,1.0,,,2,special
d_main_24af_02_9,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_9,True,,12,angry,,S_120,S_120,1.0,,,2,special
d_main_24af_02_10,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_10,True,,12,angry,,S_120,S_120,1.0,,,2,special
d_main_24af_02_11,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_11,True,,12,angry,,S_120,S_120,1.0,,,2,special
d_main_24af_02_12,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_12,True,,12,angry,,S_120,1,1.0,,,2,special
d_main_24af_02_13,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_13,True,,12,idle,,1,2,1.0,,,2,special
d_main_24af_02_14,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_14,True,,12,idle,,2,2,1.0,,,2,special
d_main_24af_02_15,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_15,True,,12,idle,,2,2,1.0,,,2,special
d_main_24af_02_16,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_16,True,,12,idle,,2,2,1.0,,,2,special
d_main_24af_02_17,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_17,True,,12,idle,,2,2,1.0,,,2,special
d_main_24af_02_18,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_18,True,,12,idle,,2,2,1.0,,,2,special
d_main_24af_02_19,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_19,True,,12,idle,,2,2,1.0,,,2,special
d_main_24af_02_20,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_20,True,,12,idle,,2,2,1.0,,,2,special
d_main_24af_02_21,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_21,True,,12,angry,,S_120,S_120,1.0,,,2,special
d_main_24af_02_22,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_22,True,,12,angry,,S_120,20,1.0,none,,2,special
d_main_24af_02_23,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_23,True,,12,angry,,20,20,1.0,,,2,special
d_main_24af_02_24,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_24,True,,12,angry,,20,20,1.0,,,2,special
d_main_24af_02_25,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_25,True,,12,angry,,20,20,1.0,,,2,special
d_main_24af_02_26,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_26,True,,12,angry,,20,20,1.0,,,2,special
d_main_24af_02_27,d_main_24af_02,Speech,enikk,enikk,Locale_MainScenario:d_main_24af_02_27,True,,12,angry,,20,20,1.0,,,2,special
d_main_24af_02_28,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_28,True,,12,angry,,20,S_120,2.0,,,2,special
d_main_24af_02_29,d_main_24af_02,Speech,syuen,syuen,Locale_MainScenario:d_main_24af_02_29,True,,12,angry,,S_120,S_1200,2.0,,,2,special
