id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_28_af_01_1,d_main_28_af_01,Narration,Locale_MainScenario:d_main_28_af_01_1,False,CountryVillage_d,6,6,1.0,bgm_distress_a,,,,,,,,,,,,,,
d_main_28_af_01_2,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_2,True,,6,2,1.0,,shifty,shifty,shifty,OP_leftup,idle,rapi,3,idle,neon,1,idle,anis,13,void
d_main_28_af_01_3,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_3,True,,2,2,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_4,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_4,True,,2,2,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_5,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_5,True,,2,2,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_6,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_6,True,,2,2,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_7,d_main_28_af_01,Self,Locale_MainScenario:d_main_28_af_01_7,False,,2,2,1.0,,shifty,,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_8,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_8,True,,2,2,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_9,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_9,True,,2,2,1.0,,neon,neon,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_10,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_10,True,,2,2,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_11,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_11,True,,2,2,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_12,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_12,True,,2,2,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_13,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_13,True,,2,2,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_14,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_14,True,,2,2,1.0,,rapi,rapi,,OP_leftup,idle,,3,think,,1,idle,,13,void
d_main_28_af_01_15,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_15,True,,2,2,1.0,,shifty,shifty,,OP_leftup,idle,,3,think,,1,idle,,13,void
d_main_28_af_01_16,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_16,True,,2,130,1.0,,anis,anis,,OP_leftup,idle,,3,idle,,1,idle,,13,delight
d_main_28_af_01_17,d_main_28_af_01,Self,Locale_MainScenario:d_main_28_af_01_17,False,,130,130,1.0,,anis,,,OP_leftup,idle,,3,idle,,1,idle,,13,delight
d_main_28_af_01_18,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_18,True,,130,130,1.0,,shifty,shifty,,OP_leftup,think,,3,idle,,1,idle,,13,delight
d_main_28_af_01_19,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_19,True,,130,130,1.0,,shifty,shifty,,OP_leftup,think,,3,idle,,1,idle,,13,delight
d_main_28_af_01_20,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_20,True,,130,130,1.0,,shifty,shifty,,OP_leftup,worry,,3,idle,,1,idle,,13,delight
d_main_28_af_01_21,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_21,True,,130,13,0.6,,anis,anis,,OP_leftup,worry,,3,idle,,1,idle,,13,angry
d_main_28_af_01_22,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_22,True,,13,13,1.0,,anis,anis,,OP_leftup,worry,,3,idle,,1,idle,,13,angry
d_main_28_af_01_23,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_23,True,,13,2,1.0,,neon,neon,,OP_leftup,worry,,3,idle,,1,worry,,13,angry
d_main_28_af_01_24,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_24,True,,2,2,1.0,,rapi,rapi,,OP_leftup,worry,,3,idle,,1,worry,,13,angry
d_main_28_af_01_25,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_25,True,,2,2,1.0,,rapi,rapi,,OP_leftup,worry,,3,idle,,1,worry,,13,angry
d_main_28_af_01_26,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_26,True,,2,2,1.0,,shifty,shifty,,OP_leftup,worry,,3,idle,,1,worry,,13,angry
d_main_28_af_01_27,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_27,True,,2,13,1.0,,anis,anis,,OP_leftup,worry,,3,idle,,1,worry,,13,worry
d_main_28_af_01_28,d_main_28_af_01,Self,Locale_MainScenario:d_main_28_af_01_28,False,,13,13,1.0,,anis,,,OP_leftup,worry,,3,idle,,1,idle,,13,worry
d_main_28_af_01_29,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_29,True,,13,13,1.0,,anis,anis,,OP_leftup,worry,,3,idle,,1,idle,,13,worry
d_main_28_af_01_30,d_main_28_af_01,Self,Locale_MainScenario:d_main_28_af_01_30,False,,13,13,1.0,,anis,,,OP_leftup,worry,,3,idle,,1,idle,,13,worry
d_main_28_af_01_31,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_31,True,,13,13,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,worry
d_main_28_af_01_32,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_32,True,,13,13,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_33,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_33,True,,13,13,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_34,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_34,True,,13,130,1.0,,anis,anis,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_35,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_35,True,,130,130,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_36,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_36,True,,130,130,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
d_main_28_af_01_37,d_main_28_af_01,Speech,Locale_MainScenario:d_main_28_af_01_37,True,,130,130,1.0,,shifty,shifty,,OP_leftup,idle,,3,idle,,1,idle,,13,void
