id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
d_main_21_05_s_1,d_main_21_05_s,Speech,cecil_op_l,cecil_op_l,Locale_MainScenario:d_main_21_05_s_1,True,Launcher,7,7,1.0,bgm_intotheswarm_b,anis,7,void,neon,5,idle,rapi,3,idle,johan,1,idle,harran,13,idle,noah,15,idle,cecil_op_l,OP_leftup,idle
d_main_21_05_s_2,d_main_21_05_s,Speech,cecil_op_l,cecil_op_l,Locale_MainScenario:d_main_21_05_s_2,True,,7,7,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_3,d_main_21_05_s,Speech,anis,anis,Locale_MainScenario:d_main_21_05_s_3,True,,7,7,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_4,d_main_21_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_05_s_4,True,,7,53,1.0,,,7,void,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_5,d_main_21_05_s,Speech,neon,neon,Locale_MainScenario:d_main_21_05_s_5,True,,53,53,1.0,,,7,void,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_6,d_main_21_05_s,Speech,johan,johan,Locale_MainScenario:d_main_21_05_s_6,True,,53,1,1.0,,,7,void,,5,surprise,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_7,d_main_21_05_s,Speech,anis,anis,Locale_MainScenario:d_main_21_05_s_7,True,,1,7,1.0,,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_8,d_main_21_05_s,Speech,anis,anis,Locale_MainScenario:d_main_21_05_s_8,True,,7,70,2.0,,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_9,d_main_21_05_s,Speech,rapi,rapi,Locale_MainScenario:d_main_21_05_s_9,True,,30,30,1.0,,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
d_main_21_05_s_10,d_main_21_05_s,Speech,anis,anis,Locale_MainScenario:d_main_21_05_s_10,True,,70,70,1.0,,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,OP_leftup,idle
