id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_main_04_01_1,d_main_04_01,Speech,rapi,rapi,Locale_MainScenario:d_main_04_01_1,True,RuinIndoor,10,10,1.0,bgm_enemyclose,,,,,rapi,1,idle,,anis,3,void,,neon,13,idle,,mihara,17,idle,,yuni,19,surprise,
d_main_04_01_2,d_main_04_01,Self,rapi,Self,Locale_MainScenario:d_main_04_01_2,True,,10,10,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_3,d_main_04_01,Speech,rapi,rapi,Locale_MainScenario:d_main_04_01_3,True,,10,10,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_4,d_main_04_01,Choice,rapi,,Locale_MainScenario:d_main_04_01_4,True,,10,10,1.0,,d_main_04_01_11,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_5,d_main_04_01,Choice,rapi,,Locale_MainScenario:d_main_04_01_5,True,,10,10,1.0,,d_main_04_01_6,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_6,d_main_04_01,Speech,rapi,rapi,Locale_MainScenario:d_main_04_01_6,True,,10,10,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_7,d_main_04_01,Narration,rapi,Narration,Locale_MainScenario:d_main_04_01_7,True,,10,100,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_8,d_main_04_01,Speech,rapi,rapi,Locale_MainScenario:d_main_04_01_8,False,,100,100,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_9,d_main_04_01,Speech,rapi,rapi,Locale_MainScenario:d_main_04_01_9,True,,100,10,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_10,d_main_04_01,Speech,rapi,anis,Locale_MainScenario:d_main_04_01_10,True,,30,30,1.0,,d_main_04_01_11,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_11,d_main_04_01,Speech,rapi,rapi,Locale_MainScenario:d_main_04_01_11,True,,10,10,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_12,d_main_04_01,Speech,rapi,rapi,Locale_MainScenario:d_main_04_01_12,True,,10,10,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_13,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_13,True,,10,30,1.0,,,,,,,1,idle,,,3,idle,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_14,d_main_04_01,Speech,neon,neon,Locale_MainScenario:d_main_04_01_14,True,,30,S_130,1.0,,,,,,,1,idle,,,3,void,,,13,delight,,,17,idle,,,19,surprise,
d_main_04_01_15,d_main_04_01,Speech,neon,neon,Locale_MainScenario:d_main_04_01_15,True,,S_130,S_1300,1.0,,,,,,,1,idle,,,3,void,,,13,no,,,17,idle,,,19,surprise,
d_main_04_01_16,d_main_04_01,Speech,rapi,rapi,Locale_MainScenario:d_main_04_01_16,True,,S_1300,S_1300,1.0,,,,,,,1,think,,,3,void,,,13,no,,,17,idle,,,19,surprise,
d_main_04_01_17,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_17,True,,1719,1719,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_18,d_main_04_01,Speech,rapi,rapi,Locale_MainScenario:d_main_04_01_18,True,,10,10,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_19,d_main_04_01,Speech,rapi,rapi,Locale_MainScenario:d_main_04_01_19,True,,10,10,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_20,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_20,False,,170,170,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_21,d_main_04_01,Speech,yuni,yuni,Locale_MainScenario:d_main_04_01_21,True,,170,S_190,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_22,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_22,True,,S_190,170,1.0,,,,,,,1,idle,,,3,void,,,13,idle,,,17,idle,,,19,surprise,
d_main_04_01_23,d_main_04_01,Narration,mihara,Narration,Locale_MainScenario:d_main_04_01_23,True,none,black,black,1.0,none,,black,,,,1,,rapi,,3,void,anis,,13,idle,neon,,17,idle,mihara,,19,surprise,yuni
d_main_04_01_24,d_main_04_01,Narration,mihara,Narration,Locale_MainScenario:d_main_04_01_24,True,RuinIndoor,black,black,1.0,bgm_floraltribute,,,,,,,,,anis,3,void,,neon,13,idle,,mihara,17,idle,,,,,
d_main_04_01_25,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_25,True,,3,3,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_26,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_26,True,,17,17,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_27,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_27,True,,17,17,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_28,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_28,True,,17,17,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_29,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_29,True,,3,3,1.0,,,,,,,,,,,3,idle,,,13,idle,,,17,idle,,,,,
d_main_04_01_30,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_30,True,,17,17,1.0,,,,,,,,,,,3,idle,,,13,idle,,,17,idle,,,,,
d_main_04_01_31,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_31,True,,17,17,1.0,,,,,,,,,,,3,idle,,,13,idle,,,17,idle,,,,,
d_main_04_01_32,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_32,True,,17,170,1.0,,,,,,,,,,,3,idle,,,13,idle,,,17,idle,,,,,
d_main_04_01_33,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_33,True,,170,170,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_34,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_34,True,,170,170,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_35,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_35,False,,170,170,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_36,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_36,True,,170,1700,3.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_37,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_37,True,,1700,1700,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_38,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_38,True,,1700,1700,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_39,d_main_04_01,Speech,neon,neon,Locale_MainScenario:d_main_04_01_39,True,,S_130,S_130,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_40,d_main_04_01,Speech,neon,neon,Locale_MainScenario:d_main_04_01_40,True,,S_130,S_1300,1.0,,,,,,,,,,,3,void,,,13,delight,,,17,idle,,,,,
d_main_04_01_41,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_41,True,,S_1300,S_1300,1.0,,,,,,,,,,,3,void,,,13,delight,,,17,idle,,,,,
d_main_04_01_42,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_42,True,,S_1300,3,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_43,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_43,True,,17,17,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_44,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_44,True,,17,17,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_45,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_45,True,,17,17,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_46,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_46,True,,17,170,1.0,,,,,,,,,,,3,void,,,13,idle,,,17,idle,,,,,
d_main_04_01_47,d_main_04_01,Speech,neon,neon,Locale_MainScenario:d_main_04_01_47,True,,170,S_130,1.0,,,,,,,,,,,3,void,,,13,no,,,17,idle,,,,,
d_main_04_01_48,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_48,True,,S_130,S_130,1.0,,,,,,,,,,,3,idle,,,13,no,,,17,idle,,,,,
d_main_04_01_49,d_main_04_01,Speech,mihara,mihara,Locale_MainScenario:d_main_04_01_49,True,,S_130,S_130,1.0,,,,,,,,,,,3,idle,,,13,no,,,17,idle,,,,,
d_main_04_01_50,d_main_04_01,Speech,anis,anis,Locale_MainScenario:d_main_04_01_50,True,,S_130,30,3.0,,,,,,,,,,,3,idle,,,13,idle,,,17,idle,,,,,
