id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_camera_shake,play_sound,characters/1/hide_char_id
d_main_23_02_s_1,d_main_23_02_s,Narration,Locale_MainScenario:d_main_23_02_s_1,False,ingrid,3,idle,syuen,1,angry,mustang,13,idle,MissilisOffice,black,black,1.0,bgm_story_fairytalesend_if,,,,,
d_main_23_02_s_2,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_2,True,,3,idle,,1,angry,,13,idle,,3,3,1.0,,ingrid,ingrid,,,
d_main_23_02_s_3,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_3,True,,3,idle,,1,angry,,13,idle,,3,3,1.0,,ingrid,ingrid,,,
d_main_23_02_s_4,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_4,False,,3,idle,,1,angry,,13,idle,,3,3,1.0,,,,,,
d_main_23_02_s_5,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_5,True,,3,idle,,1,angry,,13,idle,,3,3,1.0,,ingrid,ingrid,,,
d_main_23_02_s_6,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_6,True,,3,idle,,1,angry,,13,idle,,3,3,1.0,,ingrid,ingrid,,,
d_main_23_02_s_7,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_7,True,,3,idle,,1,angry,,13,idle,,13,13,1.0,,mustang,mustang,,,
d_main_23_02_s_8,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_8,True,,3,idle,,1,angry,,13,idle,,13,13,1.0,,mustang,mustang,,,
d_main_23_02_s_9,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_9,True,,3,idle,,1,angry,,13,idle,,13,13,1.0,,mustang,mustang,,,
d_main_23_02_s_10,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_10,True,,3,idle,,1,angry,,13,idle,,13,13,1.0,,mustang,mustang,,,
d_main_23_02_s_11,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_11,True,,3,idle,,1,angry,,13,idle,,13,13,1.0,,mustang,mustang,,,
d_main_23_02_s_12,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_12,False,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,syuen,syuen,,,
d_main_23_02_s_13,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_13,True,,3,idle,,1,angry,,13,idle,,13,13,1.0,,mustang,mustang,,,
d_main_23_02_s_14,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_14,True,,3,idle,,1,angry,,13,idle,,3,3,1.0,,ingrid,ingrid,,,
d_main_23_02_s_15,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_15,True,,3,idle,,1,angry,,13,idle,,3,3,1.0,,ingrid,ingrid,,,
d_main_23_02_s_16,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_16,True,,3,idle,,1,angry,,13,idle,,3,3,1.0,,ingrid,ingrid,,,
d_main_23_02_s_17,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_17,True,,3,idle,,1,angry,,13,idle,,3,2,1.0,,syuen,syuen,,,
d_main_23_02_s_18,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_18,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,syuen,syuen,,,
d_main_23_02_s_19,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_19,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,syuen,syuen,,,
d_main_23_02_s_20,d_main_23_02_s,Monologue,Locale_MainScenario:d_main_23_02_s_20,False,,3,idle,,1,angry,,13,idle,,2,S_10,1.0,,,,,,
d_main_23_02_s_21,d_main_23_02_s,Monologue,Locale_MainScenario:d_main_23_02_s_21,False,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,,,,,
d_main_23_02_s_22,d_main_23_02_s,Narration,Locale_MainScenario:d_main_23_02_s_22,False,,3,idle,,1,angry,,13,idle,,S_10,S_100,0.7,none,,,Low_2,,
d_main_23_02_s_23,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_23,True,,3,idle,,1,angry,,13,idle,,S_100,S_100,1.0,bgm_story_stormbreakers,syuen,syuen,,,
d_main_23_02_s_24,d_main_23_02_s,Monologue,Locale_MainScenario:d_main_23_02_s_24,False,,3,idle,,1,angry,,13,idle,,S_100,S_100,1.0,,,,,,
d_main_23_02_s_25,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_25,True,,3,idle,,1,angry,,13,idle,,S_100,S_100,1.0,,syuen,syuen,,,
d_main_23_02_s_26,d_main_23_02_s,Monologue,Locale_MainScenario:d_main_23_02_s_26,False,,3,idle,,1,angry,,13,idle,,S_100,S_100,1.0,,,,,,
d_main_23_02_s_27,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_27,False,,3,idle,,1,angry,,13,idle,,S_100,S_100,1.0,,,,,,
d_main_23_02_s_28,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_28,True,,3,idle,,1,angry,,13,idle,,S_100,S_100,1.0,,syuen,syuen,,,
d_main_23_02_s_29,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_29,True,,3,idle,,1,angry,,13,idle,,S_100,S_100,1.0,,syuen,syuen,,,
d_main_23_02_s_30,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_30,False,,3,idle,,1,angry,,13,idle,,S_100,S_100,1.0,,,,,,
d_main_23_02_s_31,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_31,True,,3,idle,,1,idle,,13,idle,,S_100,S_100,1.0,,syuen,syuen,,,
d_main_23_02_s_32,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_32,False,,3,idle,,1,idle,,13,idle,,S_100,S_100,1.0,,,,,,
d_main_23_02_s_33,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_33,True,,3,idle,,1,angry,,13,idle,,S_100,S_10,1.0,,syuen,syuen,,,
d_main_23_02_s_34,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_34,False,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,,,,,
d_main_23_02_s_35,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_35,False,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,,,,,
d_main_23_02_s_36,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_36,False,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,,,,,
d_main_23_02_s_37,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_37,True,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,syuen,syuen,,,
d_main_23_02_s_38,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_38,True,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,syuen,syuen,,,
d_main_23_02_s_39,d_main_23_02_s,Self,Locale_MainScenario:d_main_23_02_s_39,False,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,,,,,
d_main_23_02_s_40,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_40,False,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,syuen,syuen,,,
d_main_23_02_s_41,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_41,True,,3,idle,,1,angry,,13,idle,,S_10,S_10,1.0,,syuen,syuen,,,
d_main_23_02_s_42,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_42,True,,3,idle,,1,angry,,13,idle,,S_10,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_43,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_43,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_44,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_44,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,syuen,syuen,,,
d_main_23_02_s_45,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_45,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,syuen,syuen,,,
d_main_23_02_s_46,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_46,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,syuen,syuen,,,
d_main_23_02_s_47,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_47,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,syuen,syuen,,,
d_main_23_02_s_48,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_48,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,syuen,syuen,,,
d_main_23_02_s_49,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_49,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_50,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_50,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_51,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_51,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_52,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_52,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_53,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_53,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,ingrid,ingrid,,,
d_main_23_02_s_54,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_54,True,,3,idle,,1,angry,,13,idle,,2,2,1.0,,syuen,syuen,,,
d_main_23_02_s_55,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_55,True,,3,idle,,1,angry,,13,angry,,2,12,1.0,,mustang,mustang,,,
d_main_23_02_s_56,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_56,True,,3,idle,,1,angry,,13,angry,,12,12,1.0,,mustang,mustang,,,
d_main_23_02_s_57,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_57,True,,3,idle,,1,angry,,13,angry,,12,12,1.0,,mustang,mustang,,,
d_main_23_02_s_58,d_main_23_02_s,Speech,Locale_MainScenario:d_main_23_02_s_58,True,,3,idle,,1,angry,,13,angry,,12,12,1.0,,mustang,mustang,,,
